Season,Team,Team Abbreviation,Games Played,Wins,Losses,Overtime/Shootout Losses,Regulation Wins,Regulation/Overtime Wins,Points,Point %,Goals For,Goals Against,Goal Differential,GF,GA,xGF,xGA,SF,SA,SV%,EV_GF,EV_GA,EV_xGF,EV_xGA,EV_GF%,EV_xGF%,EV_SF%,EV_CF%,EV_FF%,EV_SH%,EV_SV%,PP_GF,PK_GA,SRS Rank History,Elo History,League Rank,Conference Rank,Division Rank,GAx,GSAx,gf_rank,ga_rank,xgf_rank,xga_rank,pp_rank,pk_rank,sf_rank,sa_rank,fn_rank,gt_rank
2016-2017,Washington Capitals,WSH,82,55,19,8,45,53,118,0.72,263,182,81,261,177,214.96,213.18,2495,2282,92.24,1.78,1.12,1.4566,1.4385,0.6138,0.5031,0.5207999999999999,0.5181,0.5146000000000001,0.0917,0.9373,52,43,"[8.0, 17.0, 5.0, 1.0, 1.0]","[1500.0, 1496.8613298404443, 1503.992860997956, 1518.616948800365, 1532.270420927578, 1517.5220451677687, 1504.536290024262, 1519.7305649656414, 1532.415357912127, 1539.6799337355155, 1543.7274806995918, 1553.586041993479, 1532.9656863828056, 1540.7568715228224, 1519.0401191967378, 1513.6288719815611, 1533.841137817358, 1539.7490444824607, 1531.3454019485096, 1538.326002330224, 1546.7175576225643, 1532.704239097109, 1511.788185131913, 1508.400446704159, 1512.9811554714609, 1519.120306282491, 1533.0419858067678, 1543.369140610414, 1554.492974773582, 1557.862547644341, 1548.9852708728806, 1545.3994135574112, 1558.7748045260014, 1548.9885684222056, 1540.7016750941764, 1553.283497982717, 1559.4531944778728, 1564.2576365823966, 1588.4380228859957, 1594.8882108169962, 1610.385049784799, 1623.9651930071198, 1636.9896089923718, 1644.9093601292914, 1636.5123098279676, 1647.0167088205585, 1649.6512467191326, 1659.246899869626, 1638.9141388555693, 1646.6858293457012, 1636.2559497406369, 1642.4887769683844, 1648.3418324963834, 1658.4637437825536, 1667.8593692944896, 1672.9443512790056, 1678.6723389073163, 1665.825025722536, 1655.539331843783, 1662.5627176965334, 1667.0109130065318, 1644.4606007218115, 1656.663158207794, 1659.3931565139862, 1660.728549159618, 1638.1232067773633, 1623.2468604377327, 1604.8515682059708, 1585.180004620477, 1596.8616609872531, 1588.0282081995326, 1598.5902020612814, 1609.0686655965849, 1611.4593656027198, 1617.2205857147885, 1621.4560475804628, 1625.0370642938565, 1598.2866713510984, 1606.3311916768814, 1620.39414690102, 1628.1690302973398, 1639.5537732078424, 1617.1928296975489]",1,1,1,46.03999999999999,36.18000000000001,3,1,17,10,4,16,13,4,1,1
2016-2017,Pittsburgh Penguins,PIT,82,50,21,11,40,46,111,0.677,282,234,48,278,229,255.85,236.52,2751,2671,91.43,1.85,1.5,1.7727000000000002,1.59,0.5522,0.5272,0.5139,0.5014,0.5124,0.08560000000000001,0.9267,54,48,"[2.0, 6.0, 16.0, 2.0, 4.0]","[1500.0, 1503.1386701595557, 1510.1062012886257, 1502.9099474971215, 1487.672588308694, 1495.6073306832925, 1478.5675203684682, 1486.97219037098, 1498.8769650324612, 1507.1555651536469, 1525.6107980275997, 1517.9014980689767, 1537.1109840975932, 1544.5693126548642, 1530.1714025191964, 1541.9811484116108, 1521.768882575814, 1526.9183388679455, 1521.4128553968255, 1507.9717153369395, 1534.2761238733324, 1518.0913061450365, 1520.37961294449, 1505.1761382774123, 1517.525727999011, 1527.3259677560166, 1540.647075954549, 1555.784988235477, 1562.477492087903, 1573.594729435817, 1577.4626423430486, 1568.3383029068414, 1560.1785699429006, 1578.3506970136768, 1562.7139351029264, 1571.1641894102977, 1581.096137191386, 1586.8847636833325, 1591.7809534947555, 1600.7325749993013, 1587.1524317769806, 1568.8406034414024, 1546.837860716972, 1555.234911018296, 1571.7282640623494, 1590.9152773747464, 1600.7522064690563, 1576.6106636996146, 1566.2620023231832, 1576.3201710407411, 1582.801891124106, 1594.4187061484392, 1586.663842399265, 1593.4737193293722, 1582.19535594501, 1591.585748796006, 1594.2091871339658, 1587.5049920147892, 1562.4271490727467, 1571.923340906085, 1578.349635287056, 1566.9886068840003, 1554.1194355576451, 1565.808509913115, 1570.4104724033348, 1582.783726489002, 1585.9403448031771, 1595.0552030728957, 1591.122109964262, 1565.64121597495, 1571.7520385609353, 1581.8498608187251, 1590.0846706727646, 1585.291484184194, 1578.2426811275768, 1551.9996801785458, 1534.2228529600727, 1538.6145971407573, 1544.9561430584663, 1560.0279557652802, 1568.4041888393472, 1554.8237805965614, 1545.9879957178705]",2,2,2,22.150000000000006,7.52000000000001,2,17,1,25,2,24,1,27,5,7
2016-2017,Chicago Blackhawks,CHI,82,50,23,9,37,46,109,0.665,244,213,31,240,212,218.97,224.77,2509,2575,91.77,1.64,1.38,1.5278999999999998,1.5885,0.5429999999999999,0.4903,0.4962,0.5041,0.49939999999999996,0.0814,0.9326000000000001,37,42,"[1.0, 4.0, 4.0, 7.0, 7.0]","[1500.0, 1483.280805500245, 1476.3649370812916, 1489.259597414053, 1504.258544600263, 1496.1166861289664, 1499.2500360420977, 1493.0698474918563, 1500.5102150608477, 1513.7339199282414, 1527.7583635168276, 1541.0720375155724, 1548.1403814342082, 1552.026354608171, 1557.749249533734, 1549.9580643937172, 1558.663050618084, 1539.0059930609978, 1545.214050723559, 1549.6117713447177, 1529.2431853907206, 1521.6214762424345, 1529.8850803354887, 1523.6468054490776, 1525.9082975736317, 1530.4642939807168, 1517.4897006182537, 1507.474438688735, 1519.0295513689111, 1512.900482475207, 1521.9135036129082, 1532.1157150921204, 1539.178008337345, 1551.8950184393725, 1566.1138783929828, 1555.772272476521, 1544.1899109944136, 1527.0765780666716, 1534.510696949023, 1526.5825815699566, 1510.128567590688, 1514.4071238496629, 1521.5197872096967, 1534.370881533071, 1537.8270640877165, 1524.8026481024642, 1519.0064716563754, 1526.2525990048514, 1533.7934557470974, 1542.8937475772814, 1520.5365109889744, 1504.2290448667345, 1494.6130604835607, 1500.6718173912209, 1513.0617611055695, 1523.3795545712433, 1537.2802458300991, 1555.8672862574454, 1541.1847724550698, 1556.9704410239196, 1573.908056225868, 1581.735837008869, 1590.9899877649018, 1603.859159091257, 1605.2019002875415, 1616.0387538897828, 1603.9880198513283, 1584.2648033446465, 1596.5039121868865, 1606.77813774558, 1614.065874635901, 1618.3138361016838, 1622.0801426605583, 1608.9414552838723, 1607.9703745304312, 1577.328154042949, 1569.6867719378165, 1587.463599156289, 1598.9067018703686, 1589.0180736252084, 1575.7709459797156, 1559.885078833982, 1551.964527737157]",3,1,1,21.03,12.77000000000001,9,7,15,24,24,14,11,22,7,6
2016-2017,Columbus Blue Jackets,CBJ,82,50,24,8,39,48,108,0.659,249,195,54,247,193,226.72,228.51,2541,2489,92.25,1.68,1.32,1.6147999999999998,1.5768,0.56,0.5059,0.5117,0.5029,0.5043,0.0818,0.9327,39,33,"[15.0, 11.0, 22.0, 26.0, 2.0]","[1500.0, 1483.280805500245, 1475.1905559634904, 1483.3324144347869, 1501.1359998181524, 1494.8125175178252, 1483.1729603505696, 1503.1512071198836, 1507.9456950933495, 1536.3191518187828, 1528.9268921711057, 1534.188550378356, 1518.4217360244916, 1532.1124131255176, 1537.5236603406945, 1552.180797657133, 1560.5844401910842, 1550.8884718373529, 1532.0526197279178, 1546.8635117461122, 1542.2527153849571, 1557.10800838124, 1562.928584355491, 1564.2355151476622, 1572.534114745627, 1584.4546078991596, 1595.3624830036829, 1605.5015996528666, 1616.8545278900383, 1619.9860133505351, 1620.0102675491448, 1635.6470294598953, 1641.152955778574, 1644.9514110998623, 1652.485949521342, 1665.2574002428548, 1671.3849041454127, 1647.2045178418136, 1636.026827383154, 1638.414017568994, 1620.8693996959385, 1628.3254911725094, 1615.8652399065145, 1626.497796483733, 1608.327829146895, 1613.3843743170294, 1618.8229595688545, 1602.3330004290783, 1592.6640513708, 1604.36259344856, 1597.8808733651952, 1569.6832615169835, 1573.683601211745, 1549.0333633973812, 1553.6371997329898, 1545.249145754396, 1557.8651193664182, 1564.5693144855948, 1554.0867555628474, 1573.1766961443468, 1589.760522493753, 1580.621331807156, 1589.0701157263925, 1579.6871040532192, 1589.0789136646176, 1594.616247935871, 1598.2559246911137, 1578.9910280967565, 1587.249309194918, 1591.567603127202, 1596.40233730875, 1604.4398189509188, 1582.6655296408062, 1580.274829634671, 1584.704203369005, 1591.8571151136755, 1583.9474766613914, 1572.5043739473122, 1564.4598536215292, 1549.3880409147157, 1539.6640664131428, 1525.9074225530287, 1534.917849774327]",4,3,3,20.28,35.50999999999999,6,4,4,21,21,2,9,17,9,2
2016-2017,Minnesota Wild,MIN,82,49,25,8,42,46,106,0.646,266,208,58,263,206,223.03,184.78,2528,2465,91.64,1.87,1.48,1.5316,1.2855,0.5582,0.5437,0.5051,0.49340000000000006,0.4989,0.092,0.9257,45,35,"[20.0, 14.0, 6.0, 14.0, 3.0]","[1500.0, 1493.084131581047, 1500.7783460912503, 1513.765684871128, 1520.8366006279057, 1514.217619674238, 1498.6908940838284, 1519.9496126340862, 1536.8977685676289, 1549.5035845791774, 1539.4150573387149, 1530.1126831582678, 1544.5105932939357, 1535.0416353588869, 1541.4652519489869, 1529.4886650859555, 1536.9996438402686, 1525.95683132444, 1518.2407361668263, 1528.0155405916792, 1544.200358319975, 1540.0834583576936, 1530.1416026491454, 1525.0885313511224, 1532.199619744718, 1539.975887801305, 1542.072266048932, 1553.1656468479566, 1564.716847794784, 1577.844481225279, 1585.91825767897, 1591.3292178534423, 1604.3870294171873, 1618.7139754975517, 1622.502601870125, 1628.9445730322452, 1616.1731223107324, 1623.2504373377842, 1613.8231711393662, 1619.774981126243, 1634.8749518778484, 1639.644343635287, 1645.4405200813758, 1631.0665848256403, 1633.1673942119787, 1640.8032629615254, 1621.3183083584815, 1621.452518291059, 1630.3481136858318, 1643.6799887954407, 1616.792292391096, 1625.2148768512454, 1633.133183886047, 1622.8153904203732, 1621.7441250785305, 1627.8554420946073, 1615.644184445304, 1620.9452303770645, 1629.9393912787557, 1613.0017760768071, 1615.6716343936075, 1620.7809996022638, 1612.3322156830277, 1622.0306114760588, 1609.9041079571766, 1589.4822709888315, 1599.6037791130773, 1587.3646702708377, 1575.6830139040612, 1558.4378933250143, 1549.019746843164, 1539.508219741194, 1546.881969693733, 1528.3930851637656, 1508.7625659362836, 1500.7645518579047, 1496.5290899922302, 1513.6819433702772, 1500.985803097033, 1507.2587578609146, 1518.2557206263562, 1522.3035769318294, 1532.1302939655563]",5,2,2,39.97,-21.22,1,15,14,1,11,4,10,13,2,23
2016-2017,Anaheim Ducks,ANA,82,46,23,13,40,43,105,0.64,223,200,23,220,197,238.51,225.26,2426,2430,91.89,1.45,1.28,1.5832,1.4442,0.5311,0.523,0.5055,0.49670000000000003,0.5009,0.0776,0.93,45,38,"[5.0, 3.0, 17.0, 10.0, 10.0]","[1500.0, 1488.4099893614673, 1481.4424582323973, 1475.693025666227, 1468.6455730743917, 1478.0367691273727, 1491.2856929448008, 1485.4502328768074, 1503.0287453018475, 1483.0504985325335, 1501.1245694144086, 1482.669336540456, 1497.7530042730389, 1509.910870690901, 1504.6492124836504, 1516.2970403874938, 1497.749807797963, 1512.5328009187135, 1520.364184509369, 1510.8487258841812, 1504.0008022330603, 1495.737198140006, 1505.474881415311, 1514.7549173025457, 1526.108595427575, 1520.1626467144984, 1499.6643038561706, 1502.4644506920542, 1510.6877688122277, 1525.8953484704566, 1504.8705084552432, 1513.2558639991837, 1497.843127344493, 1506.2895442540412, 1493.4947515694607, 1488.3765062668847, 1483.0169630670237, 1497.903830039496, 1490.6331933844428, 1493.732407987889, 1502.8589930877008, 1505.59883203062, 1499.6470220437432, 1510.076534027049, 1519.8313711773071, 1529.9981090902206, 1521.673936711397, 1525.9211069036, 1529.26158856172, 1521.6257198121734, 1529.1404781532815, 1510.174294148965, 1517.3154665513264, 1507.9680071211094, 1502.6369559835766, 1490.5687281426797, 1506.6287033068631, 1500.9007156785522, 1513.1119733278554, 1494.1212032469064, 1501.009870610981, 1491.4996915238194, 1504.35222267364, 1487.9631308651203, 1501.9229863936257, 1491.019102887176, 1495.1002182397426, 1507.150952278197, 1499.881845776599, 1519.553409362093, 1527.4024600180576, 1519.781686231329, 1529.6430671498058, 1537.5273382331266, 1546.5064455253005, 1560.1433314139877, 1569.5409962683966, 1561.1367437659712, 1555.477310283051, 1564.0632157607254, 1574.7113016475255, 1590.5971687932592, 1593.916071163783]",6,3,1,-18.50999999999999,28.25999999999999,16,2,8,11,11,9,23,11,28,3
2016-2017,Montreal Canadiens,MTL,82,47,26,9,33,44,103,0.628,226,200,26,223,198,207.53,201.05,2460,2429,91.85,1.54,1.29,1.5809,1.3859000000000001,0.5442,0.5329,0.5165,0.5254,0.5243,0.0755,0.9325,40,44,"[3.0, 13.0, 7.0, 19.0, 8.0]","[1500.0, 1516.719194499755, 1513.2662602713492, 1528.503619459777, 1540.7327835982817, 1553.825361912214, 1563.1700753420737, 1570.2741758676143, 1580.4602295188402, 1585.4606035949678, 1593.8687816877302, 1565.4953249622972, 1571.0509813072297, 1576.797154242555, 1587.3142482083942, 1599.2959550495943, 1590.5909688252275, 1580.9211913387603, 1570.5615236312228, 1576.3527862111507, 1564.6853223037565, 1570.5134775720287, 1575.2071983824137, 1565.9271624951791, 1557.9400897819914, 1561.3732297238923, 1554.4491546052805, 1565.3517064199093, 1577.4274398902237, 1567.8604006023863, 1552.8766305191714, 1561.7539072906318, 1574.5486999752122, 1561.4908884114673, 1555.9849620927887, 1548.409370925086, 1553.08437937335, 1548.1881895619267, 1553.8503662963503, 1558.7869755567217, 1571.2572839569282, 1555.7604449891253, 1569.3285216230702, 1554.228550871465, 1561.5669923856085, 1550.8974307847045, 1534.4040777406508, 1544.6198902004078, 1535.2874449011372, 1547.199446120568, 1534.6259119192316, 1545.6679697717643, 1530.076202677736, 1524.2231471497369, 1519.49191222834, 1492.494179624655, 1497.152517009199, 1484.1101607375283, 1469.0738769141997, 1454.4647638322708, 1462.4515341647857, 1449.5885000270675, 1458.2749108284456, 1464.9070981792083, 1474.0462888658053, 1483.3314518872237, 1503.590913415957, 1508.9393801619333, 1493.6063312545202, 1511.7230141506084, 1501.4487885919148, 1507.5344961366256, 1523.2288115059207, 1513.36409641321, 1494.9528421613422, 1508.3610707573223, 1520.9202376296098, 1533.6679931079143, 1540.5071476004048, 1552.3445264087177, 1541.748062225778, 1527.567304859292, 1531.845491324429]",8,4,1,15.469999999999999,3.0500000000000114,12,3,9,5,19,19,18,10,12,10
2016-2017,Edmonton Oilers,EDM,82,47,26,9,37,43,103,0.628,247,212,35,243,207,236.61,225.45,2550,2419,91.44,1.66,1.4,1.6014,1.5797999999999999,0.5425,0.5034000000000001,0.5106,0.4999,0.5096,0.0828,0.9272,51,38,"[22.0, 28.0, 28.0, 28.0, 6.0]","[1500.0, 1514.067449024315, 1526.6452893550816, 1505.273221470814, 1512.1933406420374, 1524.2959534802153, 1539.1469460807657, 1552.1327012242723, 1563.1455923628114, 1546.2518307055734, 1538.2688233008298, 1527.729145642502, 1533.4458358200152, 1540.9954391359138, 1533.5371105786428, 1522.8502272606363, 1511.693456975808, 1496.9104638550573, 1483.9887834485758, 1499.900247795841, 1520.2688337498384, 1534.6192641029345, 1528.5267336748316, 1517.2684013743135, 1502.9526139458023, 1518.3676125185195, 1524.3135612315962, 1517.2024728380006, 1509.8479851567408, 1503.0205562201445, 1500.9241779725169, 1507.107537452997, 1496.9684208038132, 1499.5199276006765, 1506.7074105546878, 1513.267903918213, 1508.5051296889935, 1519.9614361299325, 1513.1069309202214, 1506.9794270176635, 1515.0802846360282, 1520.291777416476, 1507.5984646690197, 1495.8590964479883, 1499.735415360857, 1502.6716488070376, 1509.497008804144, 1513.7017228365448, 1508.5326617875994, 1526.45047844539, 1545.4166624497066, 1563.49547164282, 1550.163596533211, 1537.2220356116866, 1528.7720161974037, 1533.5032511188006, 1514.9162106914544, 1524.8719419159925, 1534.8360884605825, 1549.518602262958, 1531.4079994482793, 1539.4953758902543, 1535.0471805802558, 1527.6042006083903, 1535.9744374820464, 1541.067476176019, 1523.411872972683, 1520.2552546585082, 1502.13857176242, 1517.0675830259345, 1534.0892052419783, 1540.5251463898169, 1549.3069254689374, 1541.4226543856166, 1548.448316958709, 1553.445355094226, 1558.5534066329951, 1564.4697287590816, 1570.1291622420017, 1554.5112282320708, 1566.030413107651, 1569.9797982554455, 1575.558750286564]",7,4,2,6.389999999999986,18.44999999999999,8,9,7,23,5,9,8,9,16,4
2016-2017,New York Rangers,NYR,82,48,28,6,40,45,102,0.622,256,220,36,253,216,232.55,220.63,2438,2465,91.24,1.67,1.54,1.5753,1.6088,0.5202,0.4947,0.4864,0.47950000000000004,0.4879,0.08810000000000001,0.9229999999999999,45,42,"[6.0, 9.0, 1.0, 11.0, 5.0]","[1500.0, 1511.5900106385327, 1504.552565310307, 1519.1778810458864, 1509.7196534795314, 1524.4680292393407, 1530.4790029054536, 1542.5733503022632, 1533.2399781267538, 1549.1816487128056, 1563.836393329397, 1574.376070987725, 1587.5051085822536, 1596.674153046111, 1575.5158858020254, 1585.4120269511848, 1596.568797236013, 1608.0002142396431, 1593.3430769232043, 1586.0266951958886, 1599.4678352557744, 1573.1634267193815, 1579.5193537542275, 1562.3959817776094, 1568.1437616449673, 1557.7272300358366, 1566.649935435515, 1550.6564742261985, 1557.4289176540117, 1563.5579865477162, 1575.047239981041, 1564.845028501829, 1574.347662442528, 1576.531271775315, 1575.8461151656809, 1557.6739880949044, 1543.3470420145402, 1550.1790787891168, 1559.6335989474292, 1568.97975105846, 1544.821631401482, 1558.5545981161024, 1569.732288574762, 1553.612771910947, 1546.2743303968032, 1534.9877265049386, 1552.5205051833716, 1557.1235628587046, 1562.428453017676, 1543.3943754087334, 1531.6958333309735, 1537.009016733591, 1543.2465899419792, 1555.3148177828762, 1561.9601605053583, 1566.6455682202404, 1575.033622198834, 1560.8229308344323, 1571.1086247131852, 1563.1218543806706, 1566.4917751916996, 1570.5781619446968, 1553.9943355952907, 1541.7917781093086, 1550.619291399717, 1530.3598298709835, 1536.6311480335962, 1549.761627469212, 1538.8492037691974, 1550.659570114898, 1541.0016643089705, 1533.739201769836, 1543.1573482516862, 1533.4792474996682, 1523.712202771318, 1537.9850827401, 1524.348196851413, 1517.840408684909, 1513.4486645042248, 1520.6021798457912, 1512.8272964494713, 1500.8243726069882, 1509.6601574856793]",9,5,4,20.44999999999999,4.6299999999999955,7,18,10,28,11,14,22,13,8,8
2016-2017,St. Louis Blues,STL,82,46,29,7,38,44,99,0.604,235,218,17,233,216,202.02,201.8,2331,2327,90.72,1.54,1.38,1.3827,1.3144,0.5274,0.5127,0.5047999999999999,0.5018,0.5047,0.0839,0.9233,46,35,"[7.0, 2.0, 2.0, 9.0, 12.0]","[1500.0, 1516.719194499755, 1523.6350629187084, 1530.672508246934, 1524.3316059045262, 1512.2289930663485, 1523.9707003064957, 1503.804086625968, 1499.8832813939646, 1506.9988010656734, 1492.344056449082, 1474.652919018731, 1482.0451786664082, 1497.6509419342883, 1491.9280470087256, 1479.9514467581596, 1466.2607696571336, 1480.5890960483418, 1488.9929269408703, 1501.66863818936, 1517.1192529918317, 1510.138652610117, 1514.2555525723988, 1518.575058060376, 1525.7091449069453, 1516.8849722549878, 1523.8090473735997, 1515.325952330109, 1530.1116474716412, 1519.0182666726166, 1502.7819607496028, 1514.3469136400624, 1501.6299035380357, 1494.442420584024, 1500.8454324848387, 1486.0258850146, 1501.5301704901394, 1480.9062374608795, 1497.3602514401482, 1483.3203352630685, 1490.1320524121177, 1476.231333419286, 1460.7243713192345, 1485.2945805284933, 1493.618752907317, 1480.624189778241, 1470.1197907856504, 1458.27204828592, 1482.4135910553618, 1473.5179956605891, 1459.9529496987498, 1479.6916993565978, 1468.0748843322644, 1481.6728185615814, 1506.8608878984792, 1514.2969800702128, 1527.3393363418836, 1536.8596960992002, 1541.9783989266198, 1532.9033523628132, 1523.190636556865, 1513.9364858008323, 1505.5662489271765, 1489.3996016593794, 1498.255915351918, 1510.3824188708002, 1517.6515253723985, 1525.7508882727384, 1537.92386622109, 1530.0748155651254, 1549.4139193598428, 1559.7175414743251, 1565.16088069633, 1572.1226402036978, 1564.3566596422156, 1571.4122047835338, 1578.411132998034, 1568.3354590459442, 1581.6779991881135, 1560.253561176525, 1570.6783890605643, 1572.5723132500834, 1574.8891216887812]",11,6,3,30.97999999999999,-14.199999999999989,12,7,25,3,10,4,26,6,3,19
