Season,Team,Team Abbreviation,Games Played,Wins,Losses,Overtime/Shootout Losses,Regulation Wins,Regulation/Overtime Wins,Points,Point %,Goals For,Goals Against,Goal Differential,GF,GA,xGF,xGA,SF,SA,SV%,EV_GF,EV_GA,EV_xGF,EV_xGA,EV_GF%,EV_xGF%,EV_SF%,EV_CF%,EV_FF%,EV_SH%,EV_SV%,PP_GF,PK_GA,SRS Rank History,Elo History,League Rank,Conference Rank,Division Rank,GAx,GSAx,gf_rank,ga_rank,xgf_rank,xga_rank,pp_rank,pk_rank,sf_rank,sa_rank,fn_rank,gt_rank
2017-2018,Nashville Predators,NSH,82,53,18,11,42,47,117,0.713,267,211,56,261,204,230.97,229.26,2641,2660,92.33,1.67,1.28,1.5383000000000002,1.5006,0.5661,0.5062,0.5065,0.5147999999999999,0.5149,0.0819,0.9355,51,52,"[21.0, 8.0, 13.0, 13.0, 2.0]","[1500.0, 1492.6451982555895, 1475.6596024834, 1483.916173115727, 1498.471096735276, 1493.319326453217, 1509.1179161160446, 1518.5826570146792, 1503.8748604407976, 1498.6270555044316, 1507.4943272718674, 1488.4540440020878, 1475.45063614938, 1490.1763787603063, 1499.4719157993864, 1514.1855158532348, 1516.0124274572563, 1529.2784406584085, 1517.3452101504374, 1531.3162430611526, 1543.8544027227751, 1543.902571967623, 1558.7478490057267, 1553.7948017263575, 1560.4791612202234, 1543.6465967815902, 1544.6756660577803, 1554.641583292382, 1571.1924477730563, 1564.8873105605994, 1581.1495190869084, 1595.0003940941986, 1603.9230202251397, 1586.9345741044351, 1563.7652951414796, 1559.4163131074804, 1567.1934038247346, 1553.0347348282537, 1565.564548181383, 1553.3013782769217, 1542.3660555581423, 1551.4702925381898, 1556.4169298136696, 1565.08568232404, 1563.174283048636, 1568.296287100767, 1561.1306053697865, 1573.87970148604, 1562.6970069566516, 1576.768867506453, 1585.6605326413917, 1589.4276028465245, 1584.7787958357098, 1574.1454028280682, 1575.420051681515, 1579.826603869271, 1569.152680007857, 1550.6358715521512, 1558.9644772180998, 1565.411694407367, 1582.127222272226, 1592.9637433542048, 1601.8505590771815, 1609.6959006070106, 1612.615067481965, 1617.614410293589, 1625.532653336479, 1634.1700132261851, 1625.0854324815457, 1635.4367580534672, 1639.6927007188722, 1649.986086608232, 1657.9309001377528, 1636.2436963880716, 1617.344691866433, 1611.392900942019, 1613.028695721924, 1622.6906851121528, 1593.6134369710423, 1607.5628580496764, 1598.215820624339, 1605.97853461535, 1615.7897645421997]",1,1,1,30.03,25.25999999999999,8,1,21,7,9,25,16,21,8,3
2017-2018,Winnipeg Jets,WPG,82,52,20,10,43,48,114,0.695,277,218,59,273,216,224.0,219.2,2643,2613,91.73,1.75,1.44,1.5365,1.4073,0.5486,0.522,0.5141,0.515,0.5171,0.08560000000000001,0.9255,56,43,"[16.0, 9.0, 22.0, 20.0, 1.0]","[1500.0, 1479.571248498321, 1465.8257312018425, 1484.6732609240958, 1499.2121397489038, 1506.4723245626767, 1490.7464225400472, 1498.308162933591, 1492.6741532621652, 1487.7944706493065, 1506.9738024799467, 1515.9715449789014, 1529.8518295417273, 1520.596725132857, 1536.8439044605875, 1521.6820079285756, 1531.685924910253, 1538.8594947855502, 1540.699883485288, 1553.625930144754, 1541.0877704831314, 1549.3131835413517, 1563.2983783814118, 1543.880063167785, 1559.0493410309457, 1551.9349058231876, 1564.7783888412175, 1575.5544915085743, 1550.4211319133217, 1534.6308215559122, 1530.426767770855, 1544.2565014405573, 1522.9075572218023, 1511.8763429647522, 1529.779331074279, 1546.7677771949834, 1543.2210180407048, 1526.1816940590584, 1533.4397783098996, 1543.9253827453986, 1562.0572176622138, 1554.75990101387, 1558.13875803603, 1569.8485994456369, 1577.225016458992, 1568.3381591371674, 1551.5611334925547, 1556.6194471748229, 1560.7480356291985, 1567.2473252603154, 1562.776362026985, 1575.552628435773, 1569.5732419929166, 1582.9585683024102, 1585.7709536446705, 1565.4269666912655, 1546.6104589466026, 1552.197584910024, 1568.218385527094, 1582.3102928926612, 1571.883451631788, 1586.7090337215377, 1598.2986905436253, 1589.4118748206486, 1593.8778030618012, 1599.5269651328842, 1608.1926099080515, 1613.563282793522, 1603.0301280476954, 1594.8156747000935, 1584.464349128172, 1593.4774210109065, 1601.0695183476917, 1604.807266569409, 1609.3796281863383, 1615.331419110753, 1617.7452426801844, 1589.1331833284737, 1602.7418892405672, 1606.3451188737663, 1608.8617453414506, 1611.7133945550677, 1617.8015386709633]",2,2,2,49.0,3.1999999999999886,4,8,22,4,4,10,14,13,2,7
2017-2018,Tampa Bay Lightning,TBL,82,54,23,5,42,48,113,0.689,296,236,60,290,234,237.29,209.84,2680,2683,91.28,1.96,1.46,1.6161,1.4188999999999998,0.5731,0.5325,0.503,0.5165,0.5146999999999999,0.09359999999999999,0.9295,61,54,"[10.0, 3.0, 8.0, 15.0, 3.0]","[1500.0, 1511.5900106385327, 1503.6097327643708, 1509.8364724339494, 1516.9072446256605, 1524.3048785371127, 1533.2771465238798, 1530.2369201037482, 1544.4911660427829, 1560.8367318256785, 1576.3340275226496, 1581.2849776083829, 1559.5190049646544, 1572.8041353526958, 1562.8302217815103, 1565.2508240232194, 1581.7182357912727, 1597.676009237564, 1603.6940688612162, 1614.7053978788265, 1597.8081414335595, 1601.309391209797, 1584.5597071260925, 1563.556772175641, 1570.8199426892454, 1560.9556408425235, 1573.971123562493, 1589.085567497765, 1597.6694891585846, 1601.873542943642, 1616.868839310094, 1623.4888934641997, 1628.7059910762694, 1619.1253808277277, 1617.3660071019772, 1626.248251520895, 1631.783299942539, 1611.152040900653, 1624.1467825339296, 1633.4416770470943, 1624.685085486969, 1599.0654388222476, 1609.6710831829048, 1614.4067559001917, 1589.276115373524, 1572.895962231942, 1556.2291021943886, 1567.009155048598, 1574.1748367795783, 1590.598145176618, 1577.82187876783, 1591.317905301819, 1599.0916503499498, 1574.6659135489865, 1582.034153610442, 1588.130411688153, 1579.7356283061788, 1560.6557926912833, 1570.4396094468498, 1559.039262959236, 1571.5971334900123, 1576.3977505898476, 1577.0180444186124, 1580.1606873803305, 1568.9937267231674, 1575.223170313216, 1577.2128819143898, 1582.3224961117096, 1588.1044694789096, 1587.0823209464234, 1561.779166833421, 1545.917470041538, 1554.456256344848, 1562.2605709257186, 1567.341098510435, 1558.3189837234836, 1535.8239868146331, 1526.3029647667672, 1539.3225032832202, 1525.373082204586, 1545.7236897493106, 1551.566791287503, 1543.056817846828]",3,1,1,52.71000000000001,-24.159999999999997,1,11,12,5,1,27,12,22,1,25
2017-2018,Boston Bruins,BOS,82,50,20,12,41,47,112,0.683,270,214,56,267,211,242.18,201.92,2703,2400,91.21,1.66,1.38,1.6365,1.376,0.5461,0.5432,0.5390999999999999,0.5372,0.5379999999999999,0.0789,0.9233,56,36,"[1.0, 19.0, 15.0, 9.0, 4.0]","[1500.0, 1507.3548017444105, 1488.0554738497435, 1475.490256994647, 1493.4419706376807, 1482.5643327316402, 1497.1064178424429, 1488.596629060203, 1496.3201170452585, 1491.0346429480476, 1488.6820715386646, 1497.115709718233, 1488.0794005745208, 1500.361940204807, 1488.6116605613568, 1483.4813021088485, 1468.5410155674883, 1457.681985851464, 1468.4528243817722, 1484.364615638723, 1490.0205764468285, 1496.6427009389552, 1480.5617258526754, 1490.4260276993973, 1504.6548352571049, 1494.6889180225032, 1507.031603303495, 1519.9989410922385, 1524.7542223642347, 1511.9952310111355, 1505.6255931548917, 1522.7899496910495, 1532.525773380819, 1536.0725325350977, 1544.3832218964442, 1553.7428961689836, 1550.280215054092, 1562.833318043986, 1576.8712360035613, 1591.2873494791804, 1582.2234650307566, 1583.2524864998552, 1574.8265111206103, 1582.8214502021608, 1593.38513293268, 1602.9231095727046, 1607.5126474187296, 1611.2268153030052, 1593.7315861115762, 1602.29024951902, 1613.0866427404187, 1618.0735429932886, 1628.8786163992772, 1605.3213189106723, 1613.2980358810316, 1622.9732288744992, 1592.317106145312, 1597.1677184653652, 1602.0740769323645, 1593.819023073616, 1569.4760379903537, 1572.281351329172, 1589.2374475432468, 1591.876350425763, 1594.493627563609, 1599.654197944417, 1606.6901906898224, 1587.2240690193762, 1595.4600826656197, 1578.3134445885917, 1594.1751413804748, 1585.2120056539402, 1577.0295477396369, 1583.1161415593792, 1589.7527245061594, 1587.3389009367277, 1596.8599229845936, 1609.7224645661283, 1601.372559449327, 1581.0219519046022, 1572.6829304473647, 1578.8889431485734, 1564.153355596222]",4,2,2,24.819999999999993,-9.080000000000013,9,6,10,2,4,3,8,2,9,18
2017-2018,Vegas Golden Knights,VGK,82,51,24,7,39,47,109,0.665,272,228,44,268,225,237.09,213.28,2687,2523,91.08,1.74,1.57,1.5529,1.5181,0.5257000000000001,0.5057,0.5097999999999999,0.5084000000000001,0.5071,0.08380000000000001,0.9214,49,40,"[None, None, None, None, 5.0]","[1500.0, 1508.7411982555896, 1515.448832391031, 1528.0495653441662, 1510.667887624415, 1521.5455255304555, 1525.8470656663449, 1531.8125074100765, 1542.670496683997, 1560.013484917056, 1543.9986088818594, 1528.2970050234885, 1519.86336684392, 1528.3211444918804, 1524.3027827359465, 1515.6132506379831, 1530.775147169995, 1506.7611930081669, 1523.1209573743847, 1535.1743402561185, 1547.8084981813483, 1552.5427772794133, 1560.7092198801265, 1540.9620166955228, 1527.4085698540644, 1514.5650868360342, 1517.9489809270715, 1519.6382154613489, 1525.9433526738055, 1539.5054543680194, 1532.470721516164, 1538.6556338689873, 1548.3967071643583, 1557.9773174129, 1572.1356673897208, 1585.0412478312112, 1591.2210933511212, 1602.0840316691133, 1614.347201573575, 1604.22888510219, 1610.4753743199772, 1615.7363009933415, 1604.4607409522482, 1595.7919884418775, 1612.17214158346, 1602.340222868692, 1615.6206785298905, 1622.6828998026529, 1609.5362367003054, 1619.8043255136874, 1625.7837119565438, 1606.8028758357154, 1613.8796586675965, 1604.552921507335, 1614.6207232068712, 1592.3131906395588, 1599.2685210388868, 1606.439864832876, 1612.7939859006349, 1594.5471061789317, 1605.2919153580435, 1612.3529041351808, 1603.7396702384017, 1582.3606120568545, 1568.5606071676057, 1574.7432649449693, 1554.6876328053786, 1567.6595159685864, 1568.710476336002, 1575.9007232198285, 1549.2186163706135, 1534.5887938985518, 1546.6227907692517, 1553.6058959392851, 1547.9592895413484, 1544.5997777302769, 1558.6165436871293, 1547.4580071206706, 1552.739672441324, 1560.168602501915, 1561.7840753750877, 1551.357998514004, 1521.8107452750337]",5,3,1,30.909999999999997,-11.719999999999999,5,14,17,9,10,5,10,7,6,19
2017-2018,Washington Capitals,WSH,82,49,26,7,38,46,105,0.64,259,239,20,256,238,219.0,255.66,2379,2613,90.89,1.7,1.53,1.546,1.7515,0.5263,0.46880000000000005,0.47619999999999996,0.4796,0.47340000000000004,0.0919,0.9248000000000001,49,48,"[17.0, 5.0, 1.0, 1.0, 13.0]","[1500.0, 1504.8613298404443, 1522.049982103834, 1515.8232424342557, 1506.3633105485746, 1525.3061987475116, 1505.3450789197614, 1492.5017290705648, 1500.1128181940433, 1482.4096056410551, 1468.4737159556691, 1484.9036850382952, 1477.2761302802744, 1486.3181939794358, 1495.354503123148, 1498.675043446682, 1484.3666996023585, 1498.2824853051516, 1500.0616226950235, 1486.7956094938716, 1471.740212228837, 1485.9891126639104, 1469.9435732006, 1484.301123809193, 1501.050807892898, 1516.176071250157, 1499.7771236457586, 1508.0509055305963, 1523.0896420968943, 1537.601531387764, 1549.4864182657384, 1536.9099142271589, 1548.5906366627466, 1561.3496280158456, 1565.4819804295869, 1571.1665119534175, 1559.7631049275635, 1545.604754950743, 1542.4292634168496, 1545.8919445317413, 1559.6460359061523, 1565.3280833217473, 1569.6864775756908, 1575.4512482452476, 1558.226341771344, 1565.7573634748785, 1558.5643837192872, 1546.314794154825, 1538.4666490741834, 1548.7901961274104, 1559.0594495203975, 1544.1204103051598, 1537.0436274732788, 1543.054381378058, 1550.2338436398172, 1540.454896135429, 1534.8677701720076, 1552.665753045187, 1524.5667042210805, 1530.4294667008553, 1517.8715961700786, 1509.9353472116138, 1520.6931602789762, 1500.3503984119748, 1505.2473323670222, 1522.5482761525725, 1507.4393824709366, 1496.705584656694, 1511.5483982921678, 1519.7628516397697, 1533.0515676096177, 1541.4690143052571, 1525.305981197994, 1531.5161160818084, 1536.9945366491995, 1545.9544320093205, 1555.2055373370406, 1557.9986833977862, 1535.5640276585364, 1550.0916999327685, 1561.844858759117, 1554.082144768106, 1565.2120007295782]",6,3,1,37.0,17.659999999999997,6,13,20,29,10,21,31,13,5,4
2017-2018,Toronto Maple Leafs,TOR,82,49,26,7,37,42,105,0.64,277,232,45,270,230,257.01,244.95,2642,2776,91.71,1.87,1.58,1.7506,1.7412999999999998,0.542,0.5013000000000001,0.4838,0.4982,0.4867,0.0901,0.9287000000000001,54,39,"[24.0, 27.0, 29.0, 14.0, 6.0]","[1500.0, 1520.428751501679, 1532.802985439186, 1538.6281939852424, 1521.541570560345, 1527.185356632304, 1540.0287064815004, 1553.280519038503, 1537.0178978141646, 1544.9832081046954, 1525.2423761079683, 1510.5118284637815, 1502.933265051617, 1517.0823290573592, 1507.2873305119324, 1497.6831910324954, 1501.7015527884296, 1512.8943147643045, 1518.0246732168127, 1532.9649597581729, 1538.4640924184696, 1554.7211816860322, 1529.3114817641604, 1524.0970414596216, 1532.286604536292, 1517.161341179033, 1533.316710248865, 1544.195642596988, 1535.8227810506278, 1536.9840569448702, 1544.8332357502325, 1550.4292279521007, 1535.8685623277042, 1523.6126119172957, 1507.524247683804, 1524.9670199662887, 1511.7958488329436, 1521.702702507605, 1531.672557514054, 1524.5232600333286, 1513.6603217153363, 1504.3654272021718, 1508.0257762401725, 1508.7213762933482, 1500.71727467347, 1489.69993188721, 1482.450054075275, 1477.204007209278, 1484.3048080803, 1474.6547356305823, 1481.7557000387003, 1503.148187459702, 1517.457074264151, 1534.1071779914798, 1523.3107847700812, 1536.8540283150394, 1541.502835325854, 1549.9141095026357, 1558.3088928846098, 1567.6296235666027, 1556.620750517191, 1563.2917110245828, 1569.101431460252, 1568.9020467360235, 1577.157100594772, 1574.014457633054, 1566.6858748277662, 1549.3849310422158, 1532.4434067330023, 1549.7444657069411, 1551.4060724088465, 1562.2458527423755, 1571.1810864086003, 1563.3767718277295, 1585.063975577411, 1588.3400549935209, 1573.993020609014, 1580.9837367436294, 1585.2629456381428, 1571.6542397260491, 1578.6027170170737, 1570.0426238299187, 1576.0028067155004]",7,4,3,12.990000000000009,14.949999999999989,2,15,5,28,6,4,15,28,15,5
2017-2018,Minnesota Wild,MIN,82,45,26,11,38,42,101,0.616,253,232,21,250,229,219.86,203.12,2477,2569,91.09,1.6,1.44,1.4897999999999998,1.3412,0.5263,0.5262,0.49689999999999995,0.4719,0.4814,0.0818,0.9272,46,43,"[14.0, 6.0, 14.0, 3.0, 8.0]","[1500.0, 1488.4099893614673, 1485.6013609558163, 1505.263685461575, 1498.4907804172913, 1490.9290400237476, 1505.295625379474, 1496.6185614741491, 1509.02880284303, 1516.3633468629166, 1507.365604363962, 1519.2147006355851, 1504.4342137249366, 1492.1516740946504, 1480.9589121187755, 1497.8475461187086, 1507.0831616287949, 1521.129778280972, 1533.063008788943, 1518.8141083538696, 1511.3138311163984, 1517.169188670823, 1523.0582626640085, 1510.5191789405958, 1495.349901077435, 1508.9033479188936, 1515.394646970571, 1503.897360430534, 1510.330862773988, 1517.9481838403492, 1520.1355204986728, 1532.3914709090814, 1522.1868640108812, 1508.1419609778688, 1518.7431019058663, 1503.8680961328107, 1494.9858517138923, 1507.8999640836798, 1522.0586330801607, 1509.528819727031, 1523.8674127761212, 1532.6534383294245, 1514.774461058861, 1507.2436575513195, 1516.6302564272723, 1533.407282071885, 1523.2421711527209, 1539.9090311902742, 1546.6527652869022, 1530.8192920036577, 1533.4475480282017, 1552.42838414903, 1534.416710873689, 1552.01184777152, 1539.945370378809, 1550.151181970629, 1555.4614263780588, 1537.663443504879, 1531.8388763261742, 1542.390835988698, 1553.6096973924996, 1563.2864301152083, 1567.6846326428738, 1579.6397984498683, 1560.9718449721406, 1538.977764614955, 1549.4181006675235, 1560.861821529959, 1570.9861699820472, 1549.9657196411672, 1529.4035893027512, 1544.0334117748132, 1553.734890208883, 1545.4056965338182, 1564.3047010554565, 1557.6681181086765, 1556.032323328771, 1565.404588232675, 1544.9052794289123, 1555.055803647143, 1543.1682593681012, 1537.6797966111578, 1554.6103589265651]",8,4,3,30.139999999999986,-25.879999999999995,13,8,25,1,16,10,26,12,7,26
2017-2018,Anaheim Ducks,ANA,82,44,25,13,35,40,101,0.616,235,216,19,231,209,239.45,252.34,2476,2717,92.31,1.57,1.37,1.5918999999999999,1.6964,0.534,0.4841,0.4869,0.4857,0.48479999999999995,0.0809,0.9329999999999999,36,42,"[3.0, 17.0, 10.0, 10.0, 11.0]","[1500.0, 1507.3548017444105, 1500.0707047095275, 1486.2790851208206, 1493.8197645259809, 1483.7369970735529, 1468.389722491102, 1482.278133057891, 1504.0187747807702, 1485.2167740198367, 1506.9827466635652, 1511.6283465511367, 1497.4792825453942, 1482.7535399344677, 1480.7406414708223, 1475.681283346481, 1492.2412472566891, 1486.2231876330372, 1497.0822173490617, 1503.5646347240329, 1508.3775896279376, 1495.7434317027078, 1481.7582368626477, 1479.2798856726004, 1465.3977090841674, 1476.9109531152196, 1467.2172702922055, 1466.1882010160157, 1464.4989664817383, 1477.290738881808, 1470.857236538354, 1478.1340369950576, 1495.171830630797, 1491.039478217056, 1480.4580182355676, 1469.6075646529396, 1477.3996847021497, 1496.475535842157, 1483.5699554006665, 1490.917842482089, 1499.5542503270372, 1515.9920186575866, 1511.6043660423345, 1503.7179335750714, 1519.3466192006344, 1509.283125784391, 1520.7249426180156, 1527.4872318682353, 1508.0777253508668, 1520.872272447812, 1525.3432356811425, 1542.8384648725714, 1532.7289137205537, 1512.9216926182414, 1499.3784490732833, 1503.7409196665756, 1510.1819671558942, 1505.4372470852816, 1496.8581702812749, 1503.5536440061192, 1509.378211184824, 1527.6250909065272, 1539.412780771492, 1522.3973080418798, 1515.6866842250636, 1524.84191331722, 1535.1895055647865, 1550.2983992464222, 1541.661039356716, 1533.5605781566735, 1517.6120719324497, 1526.2495667956905, 1533.558109492658, 1544.7090812640809, 1557.551193892651, 1552.978832275722, 1558.7804491848467, 1536.4474666063848, 1542.5007131164489, 1547.9867185950386, 1559.8742628740804, 1568.4573650963405, 1581.6724158064922]",9,5,2,-8.449999999999989,43.34,16,4,14,26,26,7,27,26,24,1
2017-2018,Pittsburgh Penguins,PIT,82,47,29,6,33,45,100,0.61,272,250,22,270,248,254.06,227.74,2823,2553,90.29,1.61,1.76,1.7707,1.5575,0.4777,0.532,0.5326,0.5228,0.5309,0.0722,0.9101,61,49,"[6.0, 16.0, 2.0, 4.0, 12.0]","[1500.0, 1492.8684017444104, 1472.6211392856949, 1489.6067350578844, 1499.0666669435652, 1491.9958947518542, 1499.9015746275743, 1505.9060639294696, 1514.2056694532475, 1497.8601036703517, 1502.6322383765676, 1508.2662480479933, 1500.9317040281069, 1481.7523721974665, 1489.544368655237, 1483.6124139133944, 1473.07565768813, 1481.3771628733052, 1467.461377170512, 1465.6344655664905, 1470.4476368991573, 1486.1873005773068, 1477.668636254716, 1461.855295577796, 1455.233171085669, 1476.2361060361204, 1481.5150957551962, 1495.043582176723, 1504.6912484704446, 1496.8135940048437, 1503.8737142376033, 1496.024535432241, 1486.813518734711, 1480.6286063818875, 1490.266774169247, 1478.15500959122, 1481.9560399427448, 1462.8801888027376, 1467.0888254928927, 1460.707343417879, 1445.6751625450306, 1467.2148021060807, 1450.1907478759276, 1469.1554072640738, 1478.2192917124976, 1491.5081883495204, 1505.7361481957764, 1494.2943313621515, 1508.8594161043752, 1501.533226755702, 1512.6463597410586, 1528.4798330243032, 1542.1072630796468, 1557.0463022948843, 1542.5009421576792, 1551.8276793179407, 1549.2646125998572, 1565.358207711981, 1572.5973860554238, 1581.6473910421798, 1592.6562640915915, 1602.174517289045, 1614.4551614761947, 1604.020333582739, 1591.8023701961442, 1574.8462739820693, 1576.9950076313964, 1580.2973340137958, 1593.8840822046343, 1576.5830232306955, 1585.9946269578363, 1575.987628966382, 1584.0929869345412, 1559.6722243765903, 1565.7646380288909, 1556.8181264175396, 1561.5466422158852, 1537.8906183292656, 1544.5922125472953, 1553.0200294620292, 1538.492357187797, 1546.4623042648548, 1554.7104271521216]",11,5,2,15.939999999999998,-20.25999999999999,12,25,3,14,1,22,1,9,13,22
