Season,Team,Team Abbreviation,Games Played,Wins,Losses,Overtime/Shootout Losses,Regulation Wins,Regulation/Overtime Wins,Points,Point %,Goals For,Goals Against,Goal Differential,GF,GA,xGF,xGA,SF,SA,SV%,EV_GF,EV_GA,EV_xGF,EV_xGA,EV_GF%,EV_xGF%,EV_SF%,EV_CF%,EV_FF%,EV_SH%,EV_SV%,PP_GF,PK_GA,SRS Rank History,Elo History,League Rank,Conference Rank,Division Rank,GAx,GSAx,gf_rank,ga_rank,xgf_rank,xga_rank,pp_rank,pk_rank,sf_rank,sa_rank,fn_rank,gt_rank
2022-2023,Boston Bruins,BOS,82,65,12,5,54,61,135,0.823,305,177,128,301,174,270.46,228.78,2704,2447,92.89,1.99,1.14,1.7813999999999999,1.5634000000000001,0.6358,0.5326,0.5249,0.5119,0.5177,0.0968,0.9387000000000001,56,34,"[3.0, 1.0, 8.0, 12.0, 1.0]","[1500.0, 1516.719194499755, 1529.1732895927585, 1540.4861121558977, 1526.2273376173262, 1527.6305467695752, 1531.8124271378094, 1543.7829387324412, 1557.553098260894, 1571.2118756857303, 1576.2264368567487, 1589.517831866641, 1579.46940409914, 1585.8056205899684, 1593.3261449722831, 1603.0554559817404, 1610.7076657572827, 1617.8957477025592, 1626.264353166804, 1636.3292465875593, 1614.10382985132, 1616.900142050831, 1625.5976321568785, 1637.7547790387264, 1630.5706312882323, 1643.651974033695, 1630.5951441694344, 1640.64648312092, 1640.2307833372165, 1631.0993649848892, 1635.5422592709162, 1645.080128178456, 1650.4671936507618, 1656.6601307379071, 1648.4968781178009, 1658.0958647225198, 1648.0935882423162, 1652.5435451891972, 1662.174625935041, 1667.0511139243677, 1672.9624715757218, 1651.6388846063744, 1656.9304141832267, 1666.6447191286686, 1675.3272781468256, 1684.7016673659266, 1689.0196125789212, 1693.265653425139, 1682.7813257990656, 1671.8886228269268, 1653.4616889410831, 1666.082436029592, 1653.215126652213, 1657.7869647258572, 1668.4825716051562, 1675.6185799029429, 1680.9572684390737, 1685.9126230466609, 1690.5908383941323, 1695.892067891075, 1698.3464487471438, 1706.497493994108, 1712.65939796087, 1699.9504276213906, 1702.426063313557, 1679.97575774793, 1650.6213149853447, 1659.511538793067, 1670.9601438380623, 1681.151952506386, 1684.2988190832298, 1687.8410042427515, 1691.131700652788, 1693.474373903097, 1678.9299526341122, 1679.13846182066, 1683.14405719055, 1682.0487022575978, 1684.9368501190618, 1689.4680426249454, 1693.5570742365676, 1697.6305268056055, 1700.033066514332]",1,1,1,30.54000000000002,54.78,2,1,14,3,10,2,9,8,3,1
2022-2023,Carolina Hurricanes,CAR,82,52,21,9,39,48,113,0.689,266,213,53,262,210,296.28,218.59,2852,2133,90.15,1.74,1.39,2.0772,1.3861,0.5559000000000001,0.5998,0.5805,0.6038,0.5978,0.0776,0.9143000000000001,43,36,"[13.0, 6.0, 3.0, 4.0, 7.0]","[1500.0, 1514.067449024315, 1521.8368988074585, 1539.047714532036, 1525.3073198970276, 1519.1984535941067, 1525.957331433611, 1505.3006976371394, 1512.7818376891832, 1515.9814865028552, 1520.850795464745, 1533.7875396687737, 1518.675772941025, 1503.8603715092986, 1522.2371296158235, 1508.7507891424602, 1524.042082304407, 1517.2160937364706, 1510.294719799149, 1505.1103989521969, 1484.1012400430318, 1481.304927843521, 1488.5665575310452, 1496.494501007332, 1508.7504801140458, 1521.9873621835006, 1511.7714063779235, 1529.0890421356764, 1536.9792413351156, 1543.888517834516, 1550.418420758999, 1558.4269502869374, 1572.270046648158, 1579.4429156657657, 1583.0036813120842, 1588.3871988906365, 1598.9717826426652, 1602.4380702659662, 1588.639125839047, 1569.7713577921124, 1561.164578112128, 1546.9503992327045, 1556.3445777539762, 1562.5239615358744, 1554.3124920169057, 1568.9852012100607, 1581.2606457118295, 1588.0059968333217, 1589.703265193695, 1608.130199079539, 1611.3918667861178, 1626.0061253667718, 1605.4239986322175, 1611.5471551273947, 1618.8053980620637, 1626.7926487766842, 1633.0872671293575, 1641.7941307007095, 1625.7728088001088, 1615.3405086564155, 1624.0416935144076, 1636.285258876065, 1635.6915336540264, 1638.4771999399602, 1613.5855469287014, 1598.5251101987087, 1606.0404707871842, 1589.5721980625922, 1592.5403690030955, 1601.3147055557542, 1592.1265527280395, 1603.0142064879449, 1600.6715332376357, 1575.7870210735175, 1564.7159120300294, 1574.5313497223442, 1580.435078133278, 1583.9904199627772, 1564.8367561373125, 1555.248313638435, 1546.0142305621778, 1555.3024139790418, 1568.9330198200564]",2,2,1,-34.27999999999997,8.590000000000003,15,2,1,1,18,5,3,1,31,12
2022-2023,New Jersey Devils,NJD,82,52,22,8,39,50,112,0.683,291,226,65,289,222,295.07,232.77,2822,2315,90.41,1.97,1.54,2.0652,1.6232,0.5613,0.5599000000000001,0.5524,0.5412,0.5431,0.0868,0.9163,40,37,"[28.0, 28.0, 28.0, 25.0, 2.0]","[1500.0, 1485.932550975685, 1470.6852989250378, 1482.4857377225817, 1501.0367052147558, 1507.131930707614, 1489.653602847509, 1510.719397050526, 1518.1604834056795, 1532.3326892902512, 1545.773742479518, 1554.6091014672431, 1560.1799488683364, 1565.6372056432676, 1569.0824828234067, 1578.0877067912566, 1592.32168339419, 1597.6009448251773, 1610.196982535492, 1619.7012890046185, 1608.194712254986, 1617.1429185037075, 1625.6978963926413, 1634.6106021982148, 1623.1479748000816, 1626.9042711521336, 1632.351873793936, 1613.0465975477834, 1604.678735403891, 1584.869563791893, 1571.089101923413, 1554.0000137546508, 1540.1569173934304, 1552.3223506028094, 1546.129413515664, 1536.5304269109452, 1550.411078705726, 1546.944791082425, 1562.3334070120234, 1544.4676803745251, 1550.9605647820838, 1565.1747436615071, 1572.9838336417015, 1587.7090940540838, 1587.393436699362, 1581.3752422805317, 1585.4232548900532, 1588.8838728496205, 1573.6714661173526, 1580.4389508956313, 1582.8535539362758, 1592.9950117588414, 1586.9580589949055, 1590.417185283736, 1572.708467431014, 1585.4587946139516, 1594.7565438383986, 1568.7070747742598, 1573.4997550456435, 1583.881646611259, 1597.6890438505493, 1592.4970464186883, 1595.009529271577, 1585.0853291583317, 1586.5360587104165, 1594.30015767671, 1609.3605944067028, 1587.5147881890805, 1581.145484921794, 1567.3954923745348, 1583.0614069342507, 1575.040270795267, 1563.821930099709, 1572.946624617734, 1553.5478342992303, 1562.3478703523838, 1569.9373347274025, 1545.8118130605212, 1558.342972184848, 1565.9625071967823, 1561.4313146908987, 1574.0073731587663, 1577.3896508702082]",3,3,2,-6.069999999999993,10.77000000000001,3,11,2,9,23,6,4,5,20,11
2022-2023,Toronto Maple Leafs,TOR,82,50,21,11,42,49,111,0.677,279,222,57,278,220,281.64,239.22,2629,2420,90.91,1.84,1.42,1.9080000000000001,1.6558000000000002,0.5644,0.5354,0.5242,0.5107,0.5193,0.08990000000000001,0.9236,61,39,"[4.0, 11.0, 5.0, 6.0, 6.0]","[1500.0, 1492.6451982555895, 1499.752775610801, 1506.7439404827155, 1491.4541355756526, 1498.6550214387755, 1515.2664986224074, 1504.2002232967163, 1497.17906539767, 1484.5826447861523, 1477.3128896473136, 1492.8140767370214, 1502.8625045045223, 1517.9742712322711, 1512.614439661295, 1497.5453463393562, 1504.0173796272957, 1520.1034405523594, 1514.8241791213725, 1526.258941815624, 1518.963149159367, 1530.4697259089994, 1538.40649158739, 1554.948672480545, 1567.4183839070686, 1574.7460746798374, 1568.2386820863742, 1586.762095404912, 1598.9342520294704, 1602.2444630099242, 1608.1610028950606, 1592.9083240252112, 1575.5139033535002, 1590.498103857455, 1593.9296299580242, 1597.9890326953014, 1576.0347805460613, 1590.6852692440757, 1582.3523611551916, 1560.5173646523876, 1570.057382341803, 1582.7492527778022, 1588.449703259387, 1568.0739722600172, 1562.7824426831648, 1566.959576251351, 1580.8098277571482, 1570.0553683172488, 1579.3907598298986, 1584.9321267139044, 1557.8611008771556, 1571.847481189632, 1559.226734101123, 1566.514433010687, 1551.8119009050745, 1558.5212450189265, 1567.544542926635, 1547.728974631647, 1562.528756591916, 1567.096957085723, 1583.3938207242838, 1567.5258363084574, 1574.192248854518, 1551.9535011117173, 1561.8777012249627, 1576.8548338954208, 1565.336323711904, 1560.0972982866476, 1576.5655710112396, 1578.6426219937005, 1557.6472170300174, 1575.1460731678756, 1564.2584194079702, 1570.8234841956703, 1561.6928289193706, 1575.8838199833244, 1551.9807155159317, 1556.8354360442377, 1553.9472881827735, 1564.0584870422688, 1571.054775257518, 1578.023275232497, 1587.3200971644171]",4,4,2,-3.6399999999999864,19.22,8,4,7,11,6,8,12,7,17,6
2022-2023,Vegas Golden Knights,VGK,82,51,22,9,38,46,111,0.677,272,229,43,267,225,257.25,239.22,2587,2534,91.12,1.85,1.59,1.8100999999999998,1.7416,0.5378000000000001,0.5096,0.5,0.4815,0.4903,0.0901,0.9226000000000001,38,35,"[14.0, 9.0, 1.0, 14.0, 9.0]","[1500.0, 1508.7411982555896, 1515.5000719857917, 1531.9755048238176, 1524.3243653905365, 1537.667762919095, 1527.8862083562349, 1538.952483681926, 1549.7289111535756, 1559.7750090629402, 1564.4852542356707, 1570.2486136964055, 1577.0902003062135, 1586.9171274720054, 1592.2769590429816, 1604.716209914805, 1591.229079620971, 1567.00210230318, 1577.0135784352808, 1569.318924047447, 1575.633713219638, 1584.2490860145028, 1568.919552577402, 1544.9205178484706, 1546.415140404522, 1538.0852224260937, 1553.142021467762, 1560.3261692182562, 1537.2357140039253, 1540.071680502993, 1530.0203415515075, 1539.3920242072024, 1548.846493127316, 1529.4224140517415, 1520.6944030926993, 1530.8087820879296, 1532.2820395798524, 1519.0432134092507, 1511.2609880395803, 1515.854145253871, 1523.8477383265908, 1537.7536790080303, 1516.3710368636737, 1526.5983536096476, 1517.8250915418869, 1501.132543178854, 1491.2283659410475, 1510.4424081446157, 1488.578200759605, 1485.1175828000376, 1474.8763223260594, 1468.820161248417, 1490.7290321855871, 1510.7458534976688, 1520.7647197596957, 1525.769895776915, 1534.818717671481, 1527.9292705457544, 1533.155962624379, 1527.4910950229971, 1515.644676011167, 1526.0769761548602, 1531.2689735867211, 1536.3638992096603, 1528.512304428293, 1535.4559028034837, 1560.3475558147425, 1568.802268626344, 1576.1081091945002, 1549.375838676504, 1557.0731766135348, 1564.2005561940211, 1571.186072365021, 1579.1485204736891, 1563.475008295775, 1551.6721506252106, 1567.5013124581556, 1572.4273583909533, 1564.19385710345, 1579.443738874369, 1573.105602356921, 1586.6380630512388, 1598.8167474284717]",5,1,1,9.75,14.219999999999999,7,12,11,18,25,4,15,13,12,10
2022-2023,Edmonton Oilers,EDM,82,50,23,9,45,50,109,0.665,325,260,65,325,256,295.87,247.41,2755,2573,90.05,1.91,1.68,1.935,1.6706,0.532,0.5367000000000001,0.5159,0.5227,0.5165,0.09140000000000001,0.9143000000000001,82,57,"[24.0, 15.0, 11.0, 11.0, 4.0]","[1500.0, 1511.5900106385327, 1502.8650219123683, 1489.1955656248729, 1502.9359602598813, 1489.8371285430503, 1507.2286850288815, 1521.2502614528255, 1529.9743133386592, 1538.7830240273108, 1549.2251703407003, 1540.3898113529754, 1522.1220560259712, 1513.7229065644444, 1522.7498146676303, 1504.3730565611052, 1518.7749501816545, 1504.3428323555615, 1512.0374867433957, 1502.5331802742692, 1489.7044811710823, 1499.1176043569524, 1504.847042564856, 1510.997844478146, 1498.9398878160616, 1508.7990297872852, 1498.8586253051678, 1514.409420238712, 1528.0188990332774, 1520.128589154447, 1534.3651900569964, 1526.8970774025674, 1513.6035741019332, 1505.9977264631764, 1526.1914981812722, 1505.315578347056, 1513.706267334794, 1534.4228726084505, 1525.7884021693458, 1508.4447202869048, 1521.389715651913, 1512.814069105291, 1498.8876564874065, 1509.9561773288349, 1525.4223475449814, 1534.195609612742, 1551.4139765129344, 1565.27824511187, 1573.4037797958017, 1560.6776392497366, 1569.1411356737028, 1580.375092043837, 1574.3896074668694, 1586.8854578241385, 1559.0219879248912, 1552.137692341962, 1549.2937361436384, 1543.2395919226688, 1551.2575940502109, 1566.5294473346398, 1554.0364690621282, 1548.7352395651856, 1564.603223981012, 1575.0925987571918, 1559.2858204042088, 1566.8537327836016, 1579.5627031230808, 1564.5855704526227, 1575.389378976044, 1588.2484456718655, 1599.1537708926655, 1599.9175391397866, 1602.3750190247508, 1594.4125709160824, 1599.3378751771531, 1615.0113873550672, 1625.3951436957311, 1630.3926378949072, 1642.857705714654, 1646.5521642804945, 1652.8687188415329, 1658.6124041796515, 1661.8411536825545]",6,2,2,29.129999999999995,-8.590000000000003,5,17,6,12,1,26,6,19,4,20
2022-2023,Colorado Avalanche,COL,82,51,24,7,36,45,109,0.665,280,226,54,274,223,255.04,238.37,2729,2540,91.22,1.74,1.45,1.7249,1.6156,0.5455,0.5164,0.5147999999999999,0.5219,0.5138,0.0821,0.9274,57,49,"[15.0, 3.0, 2.0, 3.0, 8.0]","[1500.0, 1514.067449024315, 1501.882628528047, 1517.1074309299372, 1509.585376451791, 1499.7824666039935, 1509.5640211668533, 1513.958337715339, 1506.5172513601856, 1499.394561096581, 1510.494926746478, 1524.5843482496336, 1533.7638134259246, 1547.250153899288, 1535.627174814752, 1542.4531633826882, 1556.747685639221, 1562.0293803941202, 1550.7562376516703, 1565.5128110579012, 1546.6702447508824, 1557.647260209641, 1545.4901133277929, 1527.712328665313, 1514.6309859198502, 1509.6678745165395, 1514.934496157506, 1519.587794856991, 1505.0351394470551, 1514.5625062927031, 1517.7661325691795, 1521.2135718371746, 1526.8079034293496, 1507.695751531817, 1502.8167403294708, 1488.1662516314566, 1480.1726585587369, 1467.2890568191588, 1475.8647033657808, 1467.078018744371, 1456.3556129207086, 1477.4466211680988, 1491.5710996766743, 1509.41597326563, 1522.387212483961, 1528.935112944956, 1536.3010524915885, 1514.8172999802457, 1523.5494336226511, 1516.9582448007195, 1502.670431604619, 1518.0037284992554, 1515.2898766412154, 1523.431847264712, 1537.4132999784017, 1543.4674441993714, 1561.597693045181, 1572.795084092209, 1584.6415031040392, 1570.8341058647488, 1552.0163054834018, 1544.377946332272, 1553.4515048866174, 1536.4018927587465, 1539.580841733807, 1552.0658302232707, 1557.304855648527, 1564.1560801797048, 1577.7088342307006, 1586.5054436534713, 1563.1429762464315, 1570.4433164831712, 1571.678161082927, 1579.7576481227698, 1565.6259586790286, 1578.8188533053458, 1581.3176087089316, 1589.6501578245488, 1597.909147520681, 1599.3187203307025, 1593.5750349925838, 1602.04102243616, 1608.3082875210737]",7,3,1,18.960000000000008,15.370000000000005,15,5,18,8,8,16,8,14,9,9
2022-2023,Dallas Stars,DAL,82,47,21,14,39,43,108,0.659,285,218,67,281,215,272.97,231.7,2618,2454,91.24,1.75,1.45,1.7584,1.608,0.5468999999999999,0.5223,0.5094,0.5167,0.5077,0.0883,0.9240999999999999,63,39,"[17.0, 16.0, 15.0, 19.0, 3.0]","[1500.0, 1517.874540168568, 1532.924064469776, 1546.1223647925128, 1538.92147892939, 1553.8164147292557, 1540.8409367070412, 1528.8704251124095, 1539.685159786922, 1519.5291059699755, 1532.7987380883724, 1549.632428072726, 1567.9001833997302, 1550.038475351401, 1537.9691745786756, 1553.0692754901531, 1546.2036447072812, 1558.7485329225983, 1571.5245954509671, 1566.2429006960676, 1572.8193757218723, 1564.1894437817643, 1549.4328703755336, 1562.3289310837745, 1569.8707644931292, 1563.3740140049606, 1544.850600686423, 1548.6327114521798, 1553.222534901689, 1545.940817541849, 1565.749989153847, 1573.7345620571075, 1567.2046591326248, 1572.0372650634513, 1551.8434933453557, 1558.481249437489, 1564.5727197907886, 1580.5411064503808, 1587.3194772188772, 1577.3645288226835, 1554.9918654981343, 1567.1125877315092, 1570.375244171203, 1564.588914799851, 1554.3781217690064, 1571.0706701320391, 1551.7979137029176, 1568.7314556309009, 1575.4729694985522, 1566.603806468401, 1559.858455346909, 1553.0909705686304, 1551.8765176816687, 1564.552379643225, 1551.4300904108163, 1546.8582523371724, 1541.943943957174, 1516.4747597024268, 1504.769038184825, 1510.4339057862069, 1500.865076910405, 1508.866589876143, 1520.0468110432323, 1538.8646114245794, 1528.1566754453654, 1548.0799391920364, 1554.9659488602122, 1570.4912893150242, 1551.1815615635055, 1538.322494867684, 1544.572253212363, 1536.479892003879, 1542.4691524771636, 1526.7732443180164, 1536.4787396285278, 1548.1999435068294, 1535.0070488805122, 1548.5514793655886, 1556.7961054249538, 1563.1342419424018, 1577.1379719202191, 1588.5678237733446, 1592.8763807216658]",8,4,2,8.029999999999973,16.69999999999999,13,5,17,7,3,8,14,9,13,8
2022-2023,New York Rangers,NYR,82,47,22,13,37,43,107,0.652,277,219,58,273,216,266.13,242.77,2583,2405,91.02,1.8,1.53,1.7113,1.7648,0.5405,0.49229999999999996,0.5035000000000001,0.498,0.5023,0.0915,0.9211,49,34,"[26.0, 12.0, 13.0, 9.0, 5.0]","[1500.0, 1511.5900106385327, 1529.720994743048, 1514.1137600474308, 1524.5566439357965, 1515.2330131120896, 1493.2710883744514, 1488.8767718259658, 1474.362200064001, 1494.5182538809474, 1502.579290937333, 1508.5424997602831, 1495.2511047503908, 1488.6093595370987, 1481.1250830155193, 1505.1404358130546, 1496.4093912900787, 1510.3988821353396, 1505.088745461186, 1512.4848913885398, 1525.5490410462714, 1514.2206697311449, 1504.807546545275, 1495.8948407397015, 1508.5946599848337, 1500.1116428940386, 1478.073629564123, 1487.9745711924395, 1511.0650264067706, 1516.0281378100813, 1524.3959999539736, 1539.648678823823, 1550.1283201425438, 1561.0185014767787, 1553.8120454351583, 1563.7717022129086, 1545.3491095619588, 1540.1127147959703, 1551.2607082856343, 1565.0596527125535, 1572.928307172383, 1566.4354227648244, 1568.782611555108, 1574.5689409264598, 1560.4148080213254, 1566.9762527540945, 1557.6018635349933, 1571.4427582804014, 1565.9013913963956, 1576.1426518703738, 1580.3170312239022, 1584.1888861710595, 1595.9540931601496, 1616.5362198947037, 1622.4831434559503, 1625.327099654274, 1616.0609178393547, 1594.231473550937, 1575.854490850092, 1554.620760900052, 1567.649257625404, 1571.1073070404752, 1555.5348582323293, 1549.3729542655674, 1550.9740948043222, 1556.3087922858251, 1549.0770681985027, 1558.163674418622, 1567.053746191066, 1580.0804153338229, 1593.7557709107164, 1584.9814343580576, 1594.1695871857723, 1600.8954809272554, 1606.2746904419623, 1597.4746543888089, 1587.9911897267664, 1597.4805828842827, 1609.3023217843224, 1599.7451743175598, 1606.1940608681878, 1598.3116655084584, 1589.0148435765382]",9,5,3,6.8700000000000045,26.77000000000001,10,9,20,19,14,2,16,6,14,5
2022-2023,Los Angeles Kings,LAK,82,47,25,10,37,41,104,0.634,280,257,23,274,254,250.08,230.77,2659,2289,88.9,1.69,1.59,1.704,1.5475,0.5152,0.5241,0.5472,0.5233,0.5374,0.0814,0.9074,63,57,"[31.0, 26.0, 22.0, 17.0, 12.0]","[1500.0, 1491.2588017444104, 1474.6956627694549, 1483.632748357761, 1491.9931718760824, 1496.772506370694, 1481.237519169036, 1473.9924306355354, 1486.775295678586, 1473.5176653497274, 1486.114085961245, 1503.6512227494125, 1490.3815906310156, 1484.5747184159068, 1492.3616993120186, 1499.5224227692474, 1504.755641560351, 1511.7286956079424, 1503.5273220049255, 1517.9594398310182, 1500.79379848939, 1495.8535946184802, 1482.7894449607486, 1498.0266592832215, 1489.9502782702034, 1484.8121882857215, 1496.1793979559352, 1482.9425158864804, 1499.4838420358358, 1487.3116854112773, 1499.9201701643296, 1492.179312958822, 1473.239910890419, 1482.3713292427462, 1484.3539517213458, 1493.273777010241, 1499.0462040664495, 1493.8379247097766, 1507.0767508803783, 1511.9557620827245, 1493.8872045684218, 1503.8421529646153, 1494.2110722187715, 1515.5937143631284, 1529.5201269810132, 1534.1925112555966, 1519.4672508432143, 1502.5337089152313, 1490.165729985731, 1496.654474292352, 1503.2612605840618, 1511.9768686140003, 1501.6940017220377, 1498.4323340154583, 1517.468884288333, 1530.7045728392627, 1539.348775464484, 1539.137193128758, 1530.644701437966, 1525.8520211665823, 1533.8646991388866, 1520.8362024135347, 1524.9151169201214, 1530.4862777325804, 1538.094526443195, 1547.1240902856991, 1564.17370241357, 1557.390836841031, 1569.177298109304, 1575.4846079494575, 1568.0896514503345, 1582.0469202133609, 1591.348322433386, 1595.6687873604767, 1585.5541033419045, 1575.1703470012403, 1586.8329432269522, 1599.5731002644525, 1587.1080324447055, 1571.8581506737864, 1563.5991609776545, 1574.2728322205428, 1579.1381484760295]",10,5,3,23.919999999999987,-23.22999999999999,18,12,21,2,3,26,11,4,7,25
