Season,Team,Team Abbreviation,Games Played,Wins,Losses,Overtime/Shootout Losses,Regulation Wins,Regulation/Overtime Wins,Points,Point %,Goals For,Goals Against,Goal Differential,GF,GA,xGF,xGA,SF,SA,SV%,EV_GF,EV_GA,EV_xGF,EV_xGA,EV_GF%,EV_xGF%,EV_SF%,EV_CF%,EV_FF%,EV_SH%,EV_SV%,PP_GF,PK_GA,SRS Rank History,Elo History,League Rank,Conference Rank,Division Rank,GAx,GSAx,gf_rank,ga_rank,xgf_rank,xga_rank,pp_rank,pk_rank,sf_rank,sa_rank,fn_rank,gt_rank
2011-2012,Vancouver Canucks,VAN,82,51,22,9,36,43,111,0.677,249,198,51,241,191,209.07,216.38,2583,2526,92.44,1.57,1.31,1.3677000000000001,1.4466999999999999,0.5451,0.486,0.5005,0.5275,0.5154,0.08199999999999999,0.9314,50,38,"[12.0, 6.0, 4.0, 1.0, 3.0]","[1500.0, 1495.1386701595557, 1503.470070046835, 1496.6785139922115, 1486.3574349817984, 1495.4829211283854, 1475.7687351306097, 1492.2101421325544, 1497.8505021106923, 1490.6159281870953, 1474.3933173825078, 1493.1283218186768, 1512.195258669355, 1495.0586796152368, 1487.6496409411222, 1509.0401667594354, 1517.3727615721346, 1507.818377695569, 1519.1132694688154, 1501.225759219525, 1506.921218853313, 1520.5584154844755, 1542.09892343086, 1551.5538350341546, 1560.7936199644953, 1550.1162749227683, 1562.443451088971, 1575.8501888943745, 1577.75428346013, 1589.5258295659785, 1581.8865061518234, 1569.6443054116353, 1579.8492469939565, 1593.721124121542, 1605.8779108472793, 1587.255686404017, 1594.5602904794296, 1599.992292878742, 1607.726782475405, 1587.2950355991586, 1580.64856311761, 1589.990988810279, 1600.5378348915722, 1590.0750742139337, 1590.4685196685691, 1597.589115489647, 1577.1691700541453, 1570.5434199108377, 1577.105129485166, 1575.5903259483368, 1580.0959261346422, 1575.6014330326966, 1577.1891196330405, 1582.021189408014, 1591.96443349449, 1583.4913231681971, 1585.0391957885129, 1592.5193328752437, 1602.9599471228375, 1610.8507802866866, 1597.162191631793, 1601.9292843366295, 1609.500312099377, 1600.5025946089536, 1595.9754561613572, 1607.6200099931907, 1588.0028278305635, 1567.241300842876, 1572.786351676885, 1548.6597215050538, 1538.6207088329666, 1543.1295607579227, 1523.493528760284, 1518.1850602088712, 1526.8215015086275, 1533.775190795902, 1541.5040024093917, 1547.645515239973, 1560.4413475603392, 1563.6225096708783, 1564.328338189346, 1553.6863241847266, 1562.682333189594]",1,1,1,31.930000000000007,25.379999999999995,9,5,24,15,3,11,7,21,4,5
2011-2012,New York Rangers,NYR,82,51,24,7,39,47,109,0.665,226,187,39,222,182,241.46,216.11,2339,2281,92.02,1.49,1.29,1.5956000000000001,1.4794,0.536,0.5189,0.5013000000000001,0.47740000000000005,0.494,0.0836,0.9273,38,33,"[13.0, 19.0, 16.0, 7.0, 6.0]","[1500.0, 1494.2547982555895, 1490.8779257402389, 1480.094762555407, 1499.8089485531827, 1506.7390309037858, 1494.444049627004, 1502.4182953892594, 1488.3602287642605, 1483.2085842225683, 1500.11731183985, 1502.3575519063672, 1513.785728300671, 1526.1065986008382, 1533.2738261035777, 1544.834005235982, 1554.3155051929202, 1534.8290675860685, 1527.6828070627066, 1542.7917157459274, 1553.7442517743175, 1560.9232691747295, 1569.1835445765066, 1578.8858824066083, 1561.306837814255, 1553.0345062468582, 1566.418181230625, 1582.6726731862564, 1571.2843346039103, 1556.2606779987852, 1563.444208409422, 1577.0616226877828, 1583.4172961060056, 1594.3346046361296, 1600.8498122106614, 1579.743837558598, 1593.1976698029248, 1600.7125672646482, 1604.2619191199678, 1615.0335841078545, 1614.87619749319, 1593.4435993563663, 1605.7110768918617, 1583.870550570089, 1595.8123151992331, 1574.6691316860374, 1583.1145107167674, 1591.8964294020643, 1585.8082795064329, 1585.7225889990596, 1597.3656531736667, 1586.9602876920596, 1589.6432217369995, 1603.1330514752822, 1607.8932949283817, 1622.0292418231104, 1600.722551485252, 1602.1199778672176, 1587.2119973402553, 1580.1842902484675, 1582.947301262884, 1592.7553441087634, 1599.1099649809205, 1589.4843587536548, 1595.2068766718462, 1577.7668921705438, 1561.7032790131911, 1552.2385080037925, 1555.270049412457, 1564.134007274356, 1549.212448477669, 1533.6367214684335, 1545.8666568154297, 1550.6987451092996, 1531.7600907223243, 1533.4597064716256, 1538.2028268889908, 1549.117043939453, 1558.0836356001005, 1548.6980334880327, 1562.9411535532336, 1550.5141888110577, 1529.7028189088535]",3,1,1,-19.460000000000008,34.110000000000014,14,4,3,19,19,4,20,6,24,2
2011-2012,St. Louis Blues,STL,82,49,22,11,42,45,109,0.665,210,165,45,206,155,229.95,193.63,2512,2190,92.92,1.35,1.02,1.5316999999999998,1.2899,0.5696,0.5428000000000001,0.5376,0.531,0.5411,0.0698,0.9387000000000001,40,33,"[24.0, 15.0, 12.0, 15.0, 5.0]","[1500.0, 1486.5997173152114, 1500.6587299159394, 1493.1658544240186, 1507.495529764314, 1495.4769014294686, 1478.415645063957, 1484.738012469321, 1500.1686319724024, 1516.39124277699, 1503.4419639718662, 1493.021051359854, 1500.4300900339686, 1493.2421841695648, 1508.167723660585, 1502.7550936073635, 1517.1521252548664, 1524.9017817562951, 1539.9368356898406, 1536.3723163146817, 1526.6173902749117, 1534.002693509085, 1542.5303506013006, 1548.9420632475396, 1555.4990169767325, 1549.649856609704, 1530.582620338219, 1538.922475777067, 1545.645701539578, 1552.705180547267, 1567.728837152392, 1563.0067709302857, 1569.3481296610182, 1559.023280564739, 1566.375679648483, 1575.2741787670266, 1568.475678717287, 1561.2455466142944, 1548.8228530701908, 1560.2613808763203, 1564.9124667259896, 1578.2792374984062, 1590.0528311028786, 1582.9322352818008, 1582.6012971452326, 1587.640573960939, 1590.944106156786, 1595.6054166818378, 1584.0785057030153, 1577.9443513446442, 1583.8247476278957, 1571.3815226894917, 1581.7141661823764, 1585.586184112357, 1588.859956832356, 1600.456791910816, 1587.170369088812, 1597.348064438041, 1604.2177252291888, 1587.25461503235, 1570.2751684250927, 1575.2958400578664, 1577.424399405773, 1587.148230200115, 1597.2764637161556, 1585.631909884322, 1595.103536351072, 1605.7569999729474, 1613.2716792160045, 1620.1750627908082, 1624.5326214363456, 1617.6190986129957, 1599.8251857716648, 1607.5869103242812, 1596.8558757771525, 1592.674842867512, 1606.448502422261, 1619.0225905964053, 1613.146746303567, 1587.4098841127095, 1580.0342223876255, 1560.4371960339126, 1566.7358046166842]",2,2,1,-23.94999999999999,38.629999999999995,23,1,10,3,16,4,10,1,25,1
2011-2012,Pittsburgh Penguins,PIT,82,51,25,6,40,42,108,0.659,282,221,61,273,218,247.91,201.7,2779,2247,90.3,1.87,1.59,1.6324,1.3858000000000001,0.5405,0.5408,0.5471,0.5423,0.5455,0.0891,0.9085,49,30,"[6.0, 7.0, 10.0, 4.0, 2.0]","[1500.0, 1504.8613298404443, 1518.4275757645562, 1514.7605337865814, 1526.309283006466, 1518.7002919263698, 1509.9193701047402, 1501.231097265819, 1514.802544324346, 1524.708136650143, 1537.3197663687731, 1551.721578564887, 1552.8139444243045, 1544.2882430714196, 1540.465849825446, 1544.1684281417126, 1556.5085868067504, 1539.859501463942, 1549.9817326572795, 1532.1011287000126, 1524.6547712643508, 1536.178680616545, 1528.7933773823718, 1541.1200460551577, 1547.0992217183891, 1539.920204317977, 1546.5384596528825, 1551.9164903560943, 1540.318603822722, 1532.9863575479185, 1545.3595694300122, 1530.7241763982831, 1516.1985396871703, 1530.8839251986392, 1538.855288330531, 1554.1646624398102, 1561.2454970269905, 1546.2238467552909, 1532.0993818262566, 1521.3277168383702, 1506.55920146568, 1487.7409441253496, 1480.5383743701316, 1498.2667083294896, 1510.3716704586554, 1511.6836348865122, 1532.826818399708, 1534.1247045442617, 1538.7728674313637, 1544.9070217897347, 1546.8392486599291, 1538.206484453185, 1548.1283708208043, 1532.6792337426236, 1527.848638929992, 1538.9586308701864, 1547.352670701493, 1537.2940816254184, 1550.3026439319972, 1526.038263608122, 1540.9462441350845, 1554.4267018334508, 1560.1887196286514, 1563.286474966817, 1578.5603275528808, 1584.3117941319076, 1588.3296716708337, 1588.026941887802, 1599.0466055883858, 1613.968164385073, 1628.0761603380836, 1620.090683552169, 1629.5066588082766, 1641.552717783284, 1617.0404399385145, 1627.2985232362714, 1605.801066185539, 1588.057489840187, 1600.2071093873294, 1583.967501432333, 1596.048615568281, 1608.475580310457, 1617.8175756990222]",4,2,2,25.090000000000003,-16.30000000000001,2,24,2,8,4,2,1,4,5,24
2011-2012,Nashville Predators,NSH,82,48,26,8,40,43,104,0.634,237,210,27,232,205,198.96,208.34,2261,2524,91.88,1.54,1.5,1.4206,1.4543000000000001,0.5065999999999999,0.49420000000000003,0.4738,0.4657,0.47100000000000003,0.08470000000000001,0.9257,46,37,"[10.0, 21.0, 14.0, 8.0, 8.0]","[1500.0, 1508.7411982555896, 1522.1414809403782, 1503.3651870738863, 1498.3525730251436, 1486.4649655139062, 1470.0235585119617, 1484.45473026636, 1471.5598089766297, 1484.8148240077269, 1499.719987464334, 1494.7200668089145, 1513.0145639619936, 1520.445253684269, 1512.146115724862, 1523.2842505269678, 1515.10483389905, 1527.4450987708651, 1538.8071998889309, 1528.1756332465468, 1507.5375279960788, 1500.7348568263503, 1489.1255519555402, 1498.601048379889, 1490.4069048791912, 1501.0842499209182, 1491.648554869707, 1483.8507834647498, 1489.860871531393, 1495.0114100153196, 1502.5108556994603, 1512.597950420522, 1517.3200166426284, 1500.7556326391225, 1505.9271264235003, 1490.678571607816, 1478.6325184466946, 1482.0820841459702, 1489.312216248963, 1500.9786339871307, 1483.2627296067558, 1494.6697639142214, 1512.033723735134, 1517.2109183167108, 1530.1819721979562, 1540.589868061873, 1528.648103432729, 1539.5281780935943, 1554.2895368676914, 1561.6554102306893, 1574.4343992969489, 1580.1222839839872, 1563.7219545121186, 1576.1651794505224, 1571.333109675549, 1561.374241307698, 1558.0247108286808, 1562.7715530513717, 1556.1792804646263, 1562.172263314289, 1575.860851969183, 1570.8401803364093, 1583.011098949336, 1588.132640845417, 1578.0778499771584, 1587.3375572051157, 1576.5579713604686, 1585.4314845476697, 1592.6096638939086, 1594.9319784754578, 1587.821624148149, 1574.0481524862982, 1584.0993579881315, 1559.3438967762006, 1547.2978378011933, 1556.6370502591878, 1576.3873496022516, 1563.8132614281074, 1577.624274760174, 1567.5449028754012, 1566.2473533901584, 1574.305850825653, 1589.2370530548876]",5,3,2,33.03999999999999,3.3400000000000034,11,18,19,16,7,10,25,20,3,8
2011-2012,Philadelphia Flyers,PHI,82,47,26,9,37,43,103,0.628,264,232,32,260,225,256.29,220.77,2641,2329,90.34,1.66,1.45,1.5602,1.4668,0.5338,0.5154,0.5207999999999999,0.51,0.5111,0.0866,0.9178000000000001,59,50,"[14.0, 8.0, 13.0, 6.0, 7.0]","[1500.0, 1508.7411982555896, 1525.005876473654, 1531.797432528277, 1523.531371931392, 1539.9261019773894, 1523.0012540158702, 1507.5706345127885, 1519.1542200090498, 1499.2028189666985, 1489.3313224417705, 1505.3496975585092, 1514.6234658412782, 1508.4299503223947, 1522.8605042261192, 1516.5947245410457, 1525.7080250041035, 1536.6730206200648, 1543.940086487553, 1529.3012851393355, 1511.4894351226046, 1516.1430665058167, 1527.3987878422236, 1516.4462518138332, 1520.903858241426, 1535.338260810195, 1541.1677037415973, 1548.4999500164008, 1557.6210960171036, 1572.1655785049563, 1578.7122832714458, 1559.3755157892992, 1553.319829220991, 1567.1629250631424, 1556.2456165330184, 1532.395826602337, 1547.4174768740363, 1539.902579412313, 1547.3729932558706, 1551.8646937932035, 1537.6901957151292, 1543.3533329406368, 1549.518935382146, 1536.5478815009008, 1547.8936488940203, 1526.5009565191483, 1542.481442964846, 1539.7120685096668, 1542.6279364668046, 1535.4510543460938, 1551.8513838179624, 1536.0750685061605, 1524.4320043315531, 1518.387207970718, 1526.024682840514, 1512.5348531022314, 1506.867343900896, 1519.3534656994086, 1506.3449033928298, 1512.7576093976272, 1497.5155625473071, 1504.3212606600578, 1496.3478474680253, 1507.692461055487, 1515.331197752878, 1524.5309149257062, 1538.6230733682414, 1540.5384976345276, 1527.6934803184497, 1544.3888146944696, 1550.1454615296316, 1544.8686256749716, 1552.8541024608865, 1542.7341214462288, 1544.1337173534605, 1553.9541253184282, 1534.9989450256412, 1548.5996783448088, 1543.3327913237536, 1559.57239927875, 1545.3292792135492, 1552.2563895507883, 1542.914394162223]",6,3,3,3.7099999999999795,-4.22999999999999,6,10,6,18,1,26,4,7,17,16
2011-2012,Boston Bruins,BOS,82,49,29,4,38,40,102,0.622,269,202,67,260,199,210.37,188.49,2653,2441,91.85,1.9,1.45,1.5185,1.3073,0.5672,0.5374,0.525,0.5379,0.5332,0.0902,0.9239,40,34,"[23.0, 1.0, 15.0, 2.0, 1.0]","[1500.0, 1491.2588017444104, 1506.7517614202895, 1497.3839696127018, 1489.141299473171, 1494.7106562713384, 1477.386742571579, 1495.687492201159, 1481.715651437229, 1472.6443332248396, 1461.3073726758032, 1474.192099415793, 1501.4786272011274, 1515.5684286030869, 1531.7057459648022, 1548.1268411021597, 1553.8486434498934, 1553.1306481595725, 1567.6080529445032, 1574.8663481196338, 1577.7702386724277, 1571.992142849011, 1580.5741012146475, 1593.9253712233622, 1603.638372801187, 1615.2362593345597, 1604.4629606898006, 1588.008742313786, 1595.791259623721, 1604.4103801643346, 1614.794777370634, 1634.1315448527805, 1637.777485894752, 1650.025410382642, 1653.3569088339148, 1633.5569434035574, 1645.8659009085309, 1655.632793948222, 1645.085947866929, 1651.18718762756, 1654.5169135830745, 1633.0019616670731, 1633.65556326256, 1611.5302760438803, 1623.9009548386816, 1615.4555758079516, 1618.2249502631307, 1600.7638195803447, 1606.163641708614, 1581.1786502374894, 1571.25676386987, 1584.3376064100703, 1554.0058221627105, 1557.3553526417274, 1543.2194057469987, 1546.8177504792568, 1530.7980602923328, 1513.3189438044635, 1530.298390411721, 1524.658013385364, 1539.3038071414671, 1530.6009089739227, 1536.3066735004118, 1524.6198639037473, 1518.8973459855558, 1525.7131170844275, 1535.6711633684554, 1524.8070231196132, 1513.7873594190294, 1491.8300817284933, 1475.5401758695434, 1480.8170117242034, 1498.4397129904644, 1489.6162068143583, 1506.647327793659, 1515.1464105518671, 1526.2055493935873, 1519.6622260867275, 1534.5674696457795, 1543.9530717578473, 1531.8719576218991, 1546.154680800627, 1548.6117630869696]",7,4,1,49.629999999999995,-10.509999999999991,1,10,11,5,16,6,3,13,1,21
2011-2012,Detroit Red Wings,DET,82,48,28,6,36,39,102,0.622,248,203,45,239,200,222.02,196.28,2638,2212,90.96,1.79,1.22,1.5118,1.2682,0.5947,0.5438000000000001,0.5487,0.5489999999999999,0.5487,0.0875,0.9275,44,45,"[1.0, 2.0, 9.0, 11.0, 4.0]","[1500.0, 1511.5900106385327, 1527.7071137298756, 1538.028192740289, 1544.2361750094185, 1553.906482961683, 1535.537888539685, 1516.0258100906915, 1502.3345717879968, 1494.2136685725995, 1486.7617615212514, 1469.6091569162204, 1486.5799734065351, 1499.9469078700672, 1516.0568047103889, 1531.8620201415374, 1524.1123636401085, 1509.8928190626789, 1526.9579867189882, 1536.5777010298625, 1545.3291697214622, 1551.1072655448788, 1562.716570415689, 1571.0086454537552, 1583.5781776276258, 1566.8187712533118, 1558.4789158144638, 1571.34889041799, 1585.932012577911, 1600.5674056096404, 1590.480310888579, 1601.9267095699931, 1607.1312094749958, 1594.9744227492586, 1584.4938486616427, 1596.5399018227645, 1603.3384018725037, 1594.441704527249, 1606.8643980713523, 1612.5587100837265, 1601.9356845339955, 1606.876107672856, 1579.567463710133, 1580.292721341758, 1584.820124744406, 1592.9935213441884, 1597.3673764145833, 1598.9225112892389, 1597.1134938560906, 1608.6404048349132, 1583.0482896995031, 1592.9014521041292, 1597.3959452060749, 1589.5302460314454, 1573.0049194027365, 1579.223171836959, 1579.7399888725854, 1585.4074980739208, 1592.112984350962, 1598.7052569377072, 1604.1435261434003, 1593.866182587252, 1589.0990898824152, 1577.7765341961492, 1585.6468481826766, 1593.9752988497685, 1582.2290011174955, 1573.0292839446677, 1578.7546186289974, 1571.5764392827584, 1554.1168176189658, 1533.6105548012272, 1525.8975924161257, 1509.4310540455413, 1504.5989657516711, 1511.8696875062878, 1523.5883521228263, 1506.7256677542318, 1492.9146544221653, 1495.340774116852, 1502.716435841936, 1495.5888588954294, 1491.4479077309368]",8,4,3,16.97999999999999,-3.719999999999999,3,3,13,2,8,20,5,3,10,15
2011-2012,New Jersey Devils,NJD,82,48,28,6,32,36,102,0.622,228,209,19,216,205,200.13,183.57,2253,2200,90.68,1.38,1.45,1.3230000000000002,1.2457,0.4876,0.5151,0.5019,0.5028,0.5035000000000001,0.08039999999999999,0.9148999999999999,38,24,"[17.0, 5.0, 7.0, 22.0, 9.0]","[1500.0, 1483.7353217819357, 1495.0000184715825, 1498.0623763562294, 1503.0749904049724, 1495.421593317302, 1482.809963598672, 1502.2821933739178, 1490.161947069735, 1479.633593985389, 1467.1540919809577, 1473.3476074998412, 1479.3828369093842, 1486.233554164025, 1474.3000145532303, 1483.2319797137118, 1477.5101773659778, 1493.5388886739524, 1507.4073773103232, 1500.7989280736192, 1502.100354844562, 1508.4048376595986, 1496.7515706655531, 1475.8978840441157, 1465.833577312125, 1454.9237025775374, 1463.4889121161575, 1467.1489814849472, 1458.486287596951, 1466.5080060380049, 1473.2680930499923, 1488.953672013813, 1502.427056930649, 1488.8096426522882, 1491.872213064993, 1477.0876447083258, 1487.7003143411694, 1501.8247792702036, 1495.4521651410346, 1483.143207636061, 1498.312412711565, 1513.0809280842552, 1496.8398637416758, 1502.280538657703, 1510.2795734839624, 1524.639206657595, 1512.2685278627937, 1496.288041417096, 1488.263714978318, 1494.3518648739496, 1505.6365529705365, 1521.4128682823384, 1536.862005360519, 1547.2673708421264, 1543.395352912146, 1526.5117220556383, 1538.7991669276691, 1541.1083414648283, 1553.0676013197829, 1558.2890286187733, 1550.7180008560258, 1538.878395178744, 1529.0703523328646, 1523.3645878063755, 1541.360011472064, 1531.1954846779834, 1548.6354691792858, 1559.3405916729005, 1565.0334658563363, 1577.8784831724145, 1561.1831487963943, 1562.868970094957, 1548.760974141946, 1536.5310387949503, 1545.019765853114, 1536.644279898154, 1526.386196600397, 1529.5195899132657, 1537.709419916769, 1555.6852756021765, 1563.4197346251635, 1570.54731157167, 1580.4684110700912]",9,5,4,15.870000000000005,-21.430000000000007,20,10,25,1,19,1,27,2,12,26
2011-2012,Chicago Blackhawks,CHI,82,45,26,11,34,38,101,0.616,248,238,10,241,231,222.45,203.59,2583,2343,90.14,1.67,1.66,1.5432,1.4459,0.5015,0.5163,0.5284,0.5293,0.5284,0.0817,0.909,37,47,"[8.0, 4.0, 2.0, 5.0, 13.0]","[1500.0, 1492.6451982555895, 1507.467866563209, 1514.1207015658006, 1508.5513447676335, 1525.5778689372812, 1539.5279100796329, 1533.9910202826372, 1536.022158458968, 1518.7677964279867, 1529.2836961144114, 1534.283616769831, 1538.326840442062, 1531.3250476174508, 1509.9345217991377, 1495.0089823081178, 1507.957297398122, 1520.7046389950174, 1534.8918413302088, 1552.7793515794992, 1533.94517013555, 1511.6129054405983, 1505.5452297417348, 1511.7588425261597, 1520.2641497938082, 1504.0157345983912, 1504.976904535822, 1524.0441408073073, 1519.1178764125048, 1524.5114676285357, 1530.3309298156746, 1535.9997799077096, 1544.5827939308424, 1553.7380247440467, 1545.7666616121548, 1557.278840496987, 1564.769715501309, 1547.1731637313094, 1556.069861076564, 1544.2391485493624, 1536.7687347058047, 1515.7493976589026, 1510.808974520042, 1519.8210646021362, 1531.1389748428576, 1526.6115714402097, 1535.015522631686, 1544.1759716865, 1553.053863578952, 1538.292504804855, 1525.5135157385955, 1521.00791555229, 1498.06256043415, 1485.6002346728849, 1470.131748674076, 1460.888883674245, 1449.4571211198038, 1444.710278897113, 1466.0169692349716, 1482.470296867397, 1499.4334070642362, 1509.7107506203847, 1493.8976598296324, 1476.9720676114423, 1466.9261787575135, 1473.544405934441, 1484.3722779584327, 1496.1185756907053, 1485.4651120688295, 1494.9298830782286, 1490.286884751764, 1497.2004075751138, 1515.6353212610063, 1527.745427325054, 1540.6433121653058, 1545.9517807167188, 1526.201481373655, 1523.0680880607863, 1528.9439323536249, 1539.0233042383977, 1530.1445538664425, 1520.6913895111718, 1524.8323406756645]",10,5,4,18.55000000000001,-27.409999999999997,5,27,8,14,22,24,7,8,9,27
