Season,Team,Team Abbreviation,Games Played,Wins,Losses,Overtime/Shootout Losses,Regulation Wins,Regulation/Overtime Wins,Points,Point %,Goals For,Goals Against,Goal Differential,GF,GA,xGF,xGA,SF,SA,SV%,EV_GF,EV_GA,EV_xGF,EV_xGA,EV_GF%,EV_xGF%,EV_SF%,EV_CF%,EV_FF%,EV_SH%,EV_SV%,PP_GF,PK_GA,SRS Rank History,Elo History,League Rank,Conference Rank,Division Rank,GAx,GSAx,gf_rank,ga_rank,xgf_rank,xga_rank,pp_rank,pk_rank,sf_rank,sa_rank,fn_rank,gt_rank
2020-2021,Colorado Avalanche,COL,56,39,13,4,35,39,82,0.732,197,133,64,197,132,178.79,120.84,1937,1423,90.72,1.31,0.88,1.1845999999999999,0.7923,0.5982,0.5992000000000001,0.5831000000000001,0.5898,0.5843,0.08869999999999999,0.9167000000000001,45,24,"[30.0, 10.0, 15.0, 3.0, 2.0]","[1500.0, 1483.280805500245, 1505.816777069931, 1514.0243140847624, 1500.8871245272628, 1507.4917759170942, 1494.4800176807169, 1510.268393440945, 1522.7380724135078, 1541.0152714240146, 1534.0601159683588, 1540.5920926793704, 1533.467455033251, 1542.8378435524414, 1550.3052067539254, 1533.0260249944015, 1513.715125463248, 1521.7859594289712, 1538.2292144580122, 1516.2902806938064, 1531.7767108586177, 1534.749257648412, 1524.257326548837, 1514.2620228222524, 1519.3586739828886, 1530.7331067229347, 1543.4113525652845, 1551.3688664396354, 1569.321891001665, 1587.6555765106582, 1599.5214016417003, 1592.1784092701612, 1608.7664988473034, 1601.1042539768955, 1606.695845368321, 1617.8325119330214, 1621.2678424019962, 1624.5896833656209, 1631.577146771625, 1609.197150416528, 1615.1325921011005, 1621.9420109130951, 1628.3545578937888, 1633.345288218298, 1640.6287633287689, 1620.9404047365215, 1599.1610221044068, 1586.5899237155938, 1593.572123818297, 1596.984119347552, 1599.7760188972657, 1587.0377065671685, 1592.1566900396374, 1597.0557692796576, 1606.7211220231277, 1615.1916442278798, 1621.9289930200553]",1,N/A,1,18.210000000000008,-11.159999999999997,3,2,3,1,1,5,2,1,10,15
2020-2021,Vegas Golden Knights,VGK,56,40,14,2,30,39,82,0.732,191,124,67,190,122,177.72,141.59,1829,1528,92.02,1.35,0.97,1.2217,1.0686,0.5819,0.5334,0.5329,0.5337,0.5371,0.0958,0.9215000000000001,28,16,"[None, 5.0, 14.0, 9.0, 1.0]","[1500.0, 1514.067449024315, 1519.1025371254211, 1530.1957823677749, 1542.5725685251916, 1525.4083974191028, 1533.4852114985345, 1527.384076046883, 1539.1139875704596, 1544.6872008007222, 1550.1359928172042, 1538.9886118149816, 1549.3060641211996, 1556.4307017673189, 1547.0603132481283, 1539.5929500466443, 1556.8721318061685, 1560.834622166748, 1566.5575565766162, 1581.6850641031256, 1585.4274025727118, 1596.3708453756385, 1582.125876507909, 1573.8826359331165, 1579.2044828708856, 1593.428242960617, 1597.815371831866, 1602.0297223309456, 1611.788988031797, 1595.0099962168897, 1605.3992015342303, 1588.8111119570883, 1596.473356827496, 1605.5420642777358, 1586.298541909986, 1580.2119944081935, 1570.609223538724, 1582.948257384414, 1564.174887329832, 1574.9450355783215, 1580.0859789446613, 1589.1592195440155, 1600.657623965043, 1610.2746481209742, 1618.1094964075792, 1616.0603950746688, 1621.6836862038174, 1629.2839113309203, 1641.8550097197333, 1616.803567289213, 1620.2122139727032, 1611.8385063667356, 1618.42551653364, 1621.734911124278, 1630.7273989647754, 1621.0620462213053, 1630.0388274422523]",2,N/A,2,12.280000000000001,19.590000000000003,1,9,1,21,19,1,4,4,16,1
2020-2021,Carolina Hurricanes,CAR,56,36,12,8,27,32,80,0.714,179,136,43,175,134,175.36,145.23,1794,1581,91.52,1.05,0.81,1.1997,1.024,0.5645,0.5395,0.5322,0.5394,0.5351,0.0738,0.9353,40,22,"[22.0, 23.0, 13.0, 6.0, 3.0]","[1500.0, 1516.719194499755, 1503.6989267025986, 1518.3714437252506, 1524.078827725811, 1539.093302184336, 1541.9009039061264, 1545.057071601631, 1530.6131988694574, 1538.0182882643826, 1528.8781521547014, 1542.0337822579477, 1545.72330098499, 1558.3149377978352, 1550.3087848202922, 1560.724394938208, 1576.5061592122595, 1561.333639724033, 1547.1654557068734, 1536.6575364745486, 1541.4198686757354, 1548.2090319114418, 1558.3114544912503, 1566.0983513775225, 1576.713667510119, 1579.2841943878102, 1587.8459448583335, 1592.620328616595, 1573.4771670543842, 1562.5869223717973, 1554.5040466461314, 1566.0588732661852, 1570.0464701055116, 1578.27708525899, 1567.94699897034, 1574.4392984274411, 1563.1016370677469, 1568.6610011520345, 1582.9571953778477, 1595.8211996601449, 1586.6295528756984, 1566.3695973063511, 1578.67051203581, 1587.8574478663272, 1580.575350916613, 1595.0846602493434, 1607.2838402820469, 1599.8940547081324, 1591.8686501638704, 1606.7706922133916, 1612.7178681371531, 1613.7419448751489, 1620.266352417295, 1626.3854686572686, 1613.9696567978024, 1597.9797677076676, 1576.3953386514906]",3,N/A,1,-0.36000000000001364,11.22999999999999,17,1,2,15,3,3,5,8,26,3
2020-2021,Florida Panthers,FLA,56,37,14,5,26,36,79,0.705,189,153,36,188,151,171.65,141.85,1955,1683,91.03,1.18,0.94,1.1020999999999999,0.9309999999999999,0.5566,0.5421,0.5396,0.5347999999999999,0.5371,0.079,0.9262,35,33,"[23.0, 19.0, 18.0, 17.0, 6.0]","[1500.0, 1512.6584283442378, 1517.0802852522152, 1521.1798903142242, 1517.0435148882789, 1522.3144682045177, 1528.875995686397, 1520.2466619843465, 1526.599983058887, 1504.0205424967444, 1509.7016433482383, 1527.252112580572, 1508.7739632537662, 1525.4924117628086, 1533.4985647403516, 1547.327265488983, 1536.117833511233, 1546.140866075757, 1526.338419791572, 1533.19515768395, 1528.4328254827633, 1521.643662247057, 1528.4645910640063, 1542.408101356919, 1531.7927852243224, 1541.8688034398265, 1546.250169086098, 1556.1677036392534, 1567.2838275350423, 1555.1499050581144, 1562.9250288888852, 1552.7622188293385, 1543.0316732781162, 1525.4781537132835, 1531.5722106127596, 1545.637725305552, 1554.6085577852614, 1557.4199022532143, 1565.580970027925, 1573.1464558286727, 1558.8502616028595, 1545.9862573205626, 1529.087355118132, 1535.6050472199563, 1529.9462967945965, 1544.3537402083484, 1550.2720871935007, 1557.9070747690314, 1545.707894736328, 1553.0976803102424, 1537.630278359968, 1554.5515209744597, 1558.9298099176656, 1564.6309764934415, 1568.5963204181216, 1583.1948380034198, 1596.2219258065677]",4,N/A,2,16.349999999999994,-9.150000000000006,7,7,6,6,5,24,1,16,12,12
2020-2021,Pittsburgh Penguins,PIT,56,37,16,3,29,34,77,0.688,196,156,40,193,155,149.95,145.15,1685,1680,90.77,1.26,1.0,0.9915999999999999,1.0179,0.5575,0.4935,0.5019,0.5029,0.5038,0.09380000000000001,0.925,35,32,"[4.0, 12.0, 5.0, 8.0, 4.0]","[1500.0, 1485.932550975685, 1473.2650091657108, 1477.797181149315, 1484.5848549340203, 1487.9368905787862, 1495.3116843845, 1490.034516180482, 1477.4066251987088, 1484.6593798621473, 1472.650455065227, 1465.4348052903551, 1471.2588494744596, 1486.3204142976049, 1472.079810576335, 1489.4562500660809, 1497.571012476462, 1504.2910977620527, 1488.718627096367, 1497.0950842504612, 1486.7291582825706, 1503.8414913197291, 1495.741695006275, 1504.183738648714, 1520.8147262243922, 1531.6077101761844, 1542.319291896324, 1552.11488492717, 1564.6047081857023, 1554.3018640048058, 1543.3731280145669, 1552.848835896938, 1542.4142272323054, 1548.6602387778612, 1555.264391268304, 1570.7530455994922, 1578.014792027512, 1591.5473514479334, 1576.0228667930696, 1558.1448812017716, 1574.8974409533205, 1583.0191964689457, 1592.2121732719822, 1582.9063281946896, 1587.3561498314884, 1567.5425067016922, 1570.8716534029095, 1577.8038520113016, 1582.542091915874, 1589.0791120276704, 1573.3730468052254, 1580.4122955956866, 1596.2205796121946, 1564.5501212434567, 1574.9442294876942, 1583.1256288089396, 1586.6410459053966]",5,N/A,1,43.05000000000001,-9.849999999999994,5,11,22,13,5,19,12,15,1,13
2020-2021,Toronto Maple Leafs,TOR,56,35,14,7,29,34,77,0.688,187,148,39,186,148,173.77,136.32,1751,1559,90.51,1.32,0.95,1.1772,0.9673,0.5815,0.5489,0.5232,0.5101,0.5166,0.0968,0.9236,28,25,"[14.0, 6.0, 4.0, 11.0, 5.0]","[1500.0, 1505.7452017444105, 1493.9135944433324, 1503.145272294139, 1514.8443801125652, 1499.128305489406, 1510.1626456580047, 1519.2102240044887, 1527.7641050743505, 1535.091191862606, 1527.5351163811722, 1541.1857967813276, 1553.415172804564, 1561.4932811326048, 1575.143516664608, 1565.047936930402, 1553.470207647492, 1557.4581751583928, 1565.7227780487306, 1578.2326740524902, 1555.805310845224, 1559.987816080129, 1578.8209715769085, 1593.624510125974, 1609.9145547520088, 1591.401820772157, 1574.5484692706225, 1564.3653809048644, 1569.3037358620627, 1550.3801453493993, 1538.6214292649463, 1528.174903404086, 1538.0984193305137, 1542.3358832993435, 1548.5434924813526, 1541.5519911355404, 1555.9327483491586, 1560.3727871769022, 1569.456356414806, 1577.886692806659, 1583.8780468591888, 1587.3444113966714, 1571.396898830307, 1561.1085631181602, 1544.2370503390473, 1536.322950988604, 1518.840492794352, 1534.2275523551425, 1551.2855094751308, 1563.213512291493, 1572.5181733188683, 1582.1522162811489, 1573.178365518463, 1581.9624840138713, 1586.2028570066311, 1577.9663493754897, 1562.0864738269863]",6,N/A,1,12.22999999999999,-11.680000000000007,2,8,4,11,19,6,6,5,17,16
2020-2021,Washington Capitals,WSH,56,36,15,5,29,33,77,0.688,191,163,28,188,161,147.53,142.15,1647,1612,90.01,1.31,1.07,1.0068000000000001,0.9399,0.5504,0.5172,0.5041,0.5064,0.5032,0.1007,0.9164,35,25,"[1.0, 13.0, 7.0, 7.0, 9.0]","[1500.0, 1513.7747534599148, 1521.7720419240222, 1517.239869940418, 1510.4521961557125, 1512.9476056389408, 1507.302932079672, 1514.6801737310702, 1528.047591689195, 1533.8850118225166, 1519.761241601245, 1506.758891869521, 1490.5658908705936, 1475.5043260474486, 1489.7449297687183, 1491.8269099147724, 1473.6782438535895, 1481.9502824198785, 1475.2301971342877, 1490.8026677999733, 1507.328874131577, 1515.0813381429398, 1520.4634447834314, 1505.068497636192, 1519.799432439375, 1523.5440224653396, 1536.8593633800751, 1544.5958678582408, 1556.696657773641, 1569.4105040178356, 1575.350775035511, 1558.6457112607084, 1563.355772424655, 1573.0718812305252, 1579.4758005146782, 1562.8102329075157, 1546.822920411148, 1551.3688501772342, 1557.2318027739627, 1550.353346513325, 1535.2250209915169, 1539.8413148486366, 1561.5911164768895, 1571.4420617897638, 1544.8741196585192, 1555.7898275699245, 1540.6709568999245, 1546.0682152011364, 1563.2090532729749, 1569.880924263274, 1562.8416754728128, 1547.0333914563048, 1563.370768710746, 1575.45187638301, 1554.0536185544363, 1556.721644006635, 1564.695241207937]",7,N/A,2,40.47,-18.849999999999994,3,16,16,8,5,6,18,11,2,22
2020-2021,Tampa Bay Lightning,TBL,56,36,17,3,29,35,75,0.67,181,147,34,180,145,157.21,134.66,1692,1583,90.84,1.11,0.97,1.0103,0.8859999999999999,0.5337,0.5328,0.5171,0.5236999999999999,0.5241,0.0843,0.9211,39,28,"[15.0, 3.0, 1.0, 2.0, 7.0]","[1500.0, 1515.825219532655, 1528.322448938372, 1534.176063918751, 1516.90380488996, 1511.1964208893996, 1518.04980209957, 1530.489542876658, 1541.1965532945594, 1548.328157427813, 1561.3481591704508, 1575.7549364266526, 1558.204467194319, 1576.6826165211248, 1559.9641680120824, 1544.1824037380306, 1559.3549232262574, 1573.523107243417, 1584.0310264757418, 1596.39821012714, 1605.7749080894391, 1610.7683326264398, 1604.9477572784842, 1617.5346794199386, 1619.9094497287413, 1598.8753283445, 1605.5293396242766, 1579.1201058243582, 1581.1747929663902, 1589.0375261170532, 1597.9418517167014, 1608.104661776248, 1613.594263756154, 1602.333825379142, 1594.1032102256638, 1572.432206509411, 1576.488155241806, 1580.3444791512509, 1552.1150920101302, 1534.214659775586, 1543.6463531127993, 1559.2844082731467, 1538.964640812998, 1544.6233912383582, 1530.215947824606, 1537.4980447743203, 1522.9887354415898, 1529.1302189614355, 1531.316153448475, 1544.3041561881755, 1556.59515517518, 1550.217246064679, 1556.330023055034, 1568.4220248440822, 1546.7933247131116, 1532.1948071278134, 1519.1677193246658]",8,N/A,3,22.789999999999992,-10.340000000000003,12,9,15,4,4,12,9,9,8,14
2020-2021,Minnesota Wild,MIN,56,35,16,5,27,34,75,0.67,181,160,21,180,159,141.92,137.3,1587,1705,90.67,1.26,1.08,0.9924,0.9454,0.5385,0.5121,0.4772,0.4623,0.47240000000000004,0.1038,0.9188,26,31,"[3.0, 8.0, 21.0, 18.0, 12.0]","[1500.0, 1507.1315982555896, 1513.8872729215564, 1505.637254486688, 1513.9313319888165, 1526.845919373813, 1510.9527080642056, 1501.8531928346645, 1513.6573967203692, 1495.3801977098624, 1502.3353531655182, 1495.8033764545066, 1478.7268396392317, 1491.9405033930054, 1508.463014362795, 1524.4752516117553, 1543.786151142909, 1555.0114187621248, 1559.9708394271624, 1554.2479050172942, 1539.1203974907849, 1554.248397738445, 1535.1364222089107, 1549.3813910766405, 1557.624631651433, 1569.4743472871096, 1578.9935052876615, 1587.74384696858, 1569.79082240655, 1551.4571368975571, 1554.7619937077109, 1557.9608345056208, 1566.496442191312, 1559.5998753835424, 1542.724036533045, 1548.8105840348371, 1558.413354904307, 1551.425891498303, 1573.8058878533998, 1543.4697027675727, 1535.7490643239153, 1546.793710674673, 1551.104661981574, 1559.0292955125133, 1571.2839600723698, 1582.4139157143532, 1591.1029520186676, 1599.123237253861, 1587.6369414794788, 1578.4499633580172, 1582.755280153226, 1591.1289877591937, 1584.5419775922892, 1586.3722781433753, 1588.1459290960122, 1567.5016725320936, 1549.3615866708597]",9,N/A,3,38.08000000000001,-21.69999999999999,5,17,21,9,22,18,28,17,3,24
2020-2021,Boston Bruins,BOS,56,33,16,7,25,29,73,0.652,168,136,32,164,134,146.75,125.74,1866,1516,91.16,1.07,0.93,1.0114,0.8815000000000001,0.535,0.5343,0.5597,0.542,0.5511,0.0721,0.9204000000000001,29,23,"[9.0, 4.0, 3.0, 1.0, 8.0]","[1500.0, 1504.8613298404443, 1498.8636561614785, 1491.518537524851, 1495.3938289193734, 1513.7087040034253, 1518.9858722074432, 1531.6137631892166, 1525.776343055895, 1539.9001132771666, 1546.8219189534047, 1554.973488261943, 1560.316096120864, 1566.9466010913131, 1552.1656504622606, 1542.2141957973788, 1557.1304384563311, 1537.2918183189386, 1517.8444035987238, 1533.409951968646, 1528.0278453281544, 1543.422792475394, 1531.4183103434164, 1529.3428160524306, 1543.0251754886597, 1520.3110558008584, 1507.8212325423258, 1518.1240767232223, 1527.7578837691672, 1521.9022000441578, 1525.29287097665, 1514.0403497696238, 1515.2685561085707, 1501.7359966881493, 1517.260481343013, 1507.9335759946086, 1519.0470453317637, 1534.175370853572, 1524.025626823122, 1502.275825194869, 1502.136148897805, 1519.6998968537011, 1535.383579452969, 1550.5024501229689, 1559.1175125811344, 1570.0594125010052, 1551.0170809396102, 1544.4800608278138, 1560.1861260502587, 1567.586111476534, 1575.343544894966, 1584.278804933327, 1573.528617216072, 1585.9744607955736, 1574.8378513515545, 1579.6574316515544, 1571.6838344502523]",10,N/A,3,17.25,-8.260000000000005,15,5,14,3,17,4,3,2,11,10
