Season,Team,Team Abbreviation,Games Played,Wins,Losses,Overtime/Shootout Losses,Regulation Wins,Regulation/Overtime Wins,Points,Point %,Goals For,Goals Against,Goal Differential,GF,GA,xGF,xGA,SF,SA,SV%,EV_GF,EV_GA,EV_xGF,EV_xGA,EV_GF%,EV_xGF%,EV_SF%,EV_CF%,EV_FF%,EV_SH%,EV_SV%,PP_GF,PK_GA,SRS Rank History,Elo History,League Rank,Conference Rank,Division Rank,GAx,GSAx,gf_rank,ga_rank,xgf_rank,xga_rank,pp_rank,pk_rank,sf_rank,sa_rank,fn_rank,gt_rank
2010-2011,Vancouver Canucks,VAN,82,54,19,9,46,50,117,0.713,262,185,77,258,180,228.74,223.2,2624,2470,92.71,1.62,1.24,1.4918,1.4816999999999998,0.5664,0.5017,0.515,0.5223,0.5202,0.08199999999999999,0.9334,69,37,"[None, 12.0, 6.0, 4.0, 1.0]","[1500.0, 1495.1386701595557, 1502.4383274291708, 1493.843227274469, 1480.3025017505158, 1497.4414776760918, 1481.3254663727532, 1479.1716763049517, 1497.496654981637, 1502.7621662104514, 1513.2708966769987, 1521.090924082525, 1533.9818618174766, 1546.0211835231516, 1532.5271255502944, 1550.3703241129394, 1559.9237413795747, 1551.1562803648965, 1537.8174931805677, 1511.3683723008169, 1502.4635352226248, 1515.8066014523497, 1532.9432639184713, 1550.220352372593, 1565.2840920365677, 1553.9099017820915, 1554.6394889171215, 1545.7199220013665, 1552.3611253151992, 1556.619854767945, 1565.1890362906106, 1575.3279203705854, 1568.4878202862722, 1582.0195201275658, 1586.3167514527224, 1601.790447293054, 1614.0772019149078, 1620.0360640326055, 1626.5988349824097, 1632.3574620601285, 1639.2351274323808, 1632.2193734284808, 1631.8165495834069, 1621.7285929097009, 1630.9560118916604, 1605.3687615058593, 1596.636059097673, 1588.8868575371314, 1580.6744857827746, 1597.1438038399122, 1603.4005167684086, 1617.03456118805, 1631.4699622936305, 1636.746395732836, 1639.911342508707, 1627.8036405143562, 1635.4283487600849, 1622.7429121922137, 1635.8710875140007, 1619.9282074510795, 1627.304896406067, 1614.0183939740891, 1618.1571164736836, 1601.9400478653856, 1602.8243990458395, 1580.8655247963443, 1592.5960993391395, 1604.821768273946, 1609.3741743700143, 1613.443604205384, 1620.4339950249782, 1627.24054784036, 1630.186024885649, 1612.9117766091808, 1619.7094461291083, 1625.2561532727875, 1633.5906271125257, 1644.7045900251203, 1652.497710319917, 1621.2843670407733, 1599.4196993478963, 1607.2902998441325, 1612.409554275715]",1,1,1,29.25999999999999,43.19999999999999,5,2,13,18,1,6,6,12,2,1
2010-2011,Washington Capitals,WSH,82,48,23,11,34,43,107,0.652,224,197,27,219,191,239.6,207.12,2566,2375,91.96,1.43,1.3,1.5074,1.3783,0.5238,0.5224,0.5141,0.5122,0.5109,0.07519999999999999,0.9277,38,37,"[None, 19.0, 9.0, 1.0, 10.0]","[1500.0, 1488.4099893614673, 1505.8764492869948, 1510.877120264675, 1518.1519089371377, 1525.5668749087215, 1511.3981551545448, 1498.292299218423, 1503.3556633183143, 1520.0447952988588, 1512.1277474509754, 1532.770310866964, 1534.439494672494, 1547.6103996618838, 1553.4280952034508, 1564.9211411728625, 1577.0035617165172, 1567.5009791203695, 1575.2722919892697, 1582.4436977436696, 1556.7321097511112, 1552.0064305287235, 1524.7853704522424, 1532.36620397376, 1550.7579345205447, 1552.340845928075, 1565.8471688937257, 1557.404111200778, 1542.6630570063849, 1534.5506338715138, 1514.8324711216308, 1506.2174561197803, 1486.9458787860945, 1479.74493417446, 1473.8741248534825, 1481.8712988615025, 1492.8414572319052, 1491.233433572908, 1499.6179990287342, 1513.735468696064, 1530.93927221363, 1524.0408577989497, 1530.8427772827547, 1524.1817969754345, 1509.4220813005486, 1500.194662318589, 1508.4006819558083, 1504.7596112961626, 1511.2384445857415, 1525.7753248056667, 1521.0043097161304, 1511.3252380448012, 1505.9577194273888, 1524.6890066135402, 1542.180845408294, 1528.2913420452126, 1510.5670505377814, 1503.4401931764298, 1513.365289066963, 1506.9156125293616, 1515.3079545635835, 1524.0304949380843, 1499.7739286632486, 1507.749502334107, 1512.3919168318491, 1518.531001763018, 1522.6321055511694, 1526.8722605467224, 1538.7419001505946, 1544.4921399063358, 1551.4022021820613, 1564.176851758168, 1556.1547699751732, 1571.7863691552477, 1575.5319148056367, 1557.6315678612184, 1568.6969962397086, 1561.0016739986825, 1563.9207469031296, 1569.179342044266, 1572.1756704071363, 1578.034737083916, 1564.5519289410006]",2,1,1,-20.599999999999994,16.120000000000005,19,6,8,7,24,6,12,9,27,9
2010-2011,Philadelphia Flyers,PHI,82,47,23,12,41,44,106,0.646,259,223,36,256,216,238.61,228.17,2605,2471,91.26,1.73,1.4,1.5475999999999999,1.5596,0.5527000000000001,0.49810000000000004,0.5097999999999999,0.4926,0.49939999999999996,0.0874,0.9264,41,42,"[None, 14.0, 8.0, 13.0, 6.0]","[1500.0, 1508.7411982555896, 1502.7691588613982, 1514.4840813994156, 1505.8638449637203, 1486.3614620428525, 1476.8656789798804, 1493.12683543875, 1485.725304936564, 1499.7809612470207, 1508.917124028077, 1525.04021590317, 1531.214404173298, 1544.245113473449, 1550.4152843081458, 1544.5975887665788, 1564.4734884993563, 1576.367042822605, 1588.8180415107693, 1572.4914188527168, 1561.4750333073855, 1566.200712529773, 1573.0935124521668, 1589.2071065246712, 1581.1608692079544, 1573.4980909662288, 1554.072206986917, 1560.5172871166756, 1565.140750759384, 1559.0392688200466, 1569.157771285328, 1576.115984645343, 1584.5127396172954, 1596.329457457924, 1608.028131171802, 1580.1430877862658, 1564.6693919459342, 1581.1177673193297, 1561.598450280646, 1570.2733365879803, 1575.8907642133686, 1578.4568524978654, 1591.1076408089596, 1577.7559684027665, 1589.479074958659, 1596.763248452509, 1600.4043191121548, 1607.119686662803, 1585.555646771583, 1601.2722867180423, 1610.7724760624794, 1589.712810149474, 1595.8452387304844, 1604.3581390566017, 1609.0913958760698, 1598.0881401143238, 1600.6201786952172, 1609.2542563268596, 1598.4201056324143, 1607.86811019808, 1598.931284116773, 1601.830892256711, 1575.551976108246, 1563.887489952063, 1547.404191519099, 1524.3440301980866, 1534.6046505470251, 1541.5370624321804, 1530.1357154051575, 1535.6945364766498, 1528.3327027656103, 1532.9438108001534, 1529.1982651497642, 1523.603220035553, 1538.553616357613, 1529.9359926477223, 1545.744943826119, 1532.6111387215738, 1520.1223196045262, 1515.485993348311, 1497.220003328826, 1492.9289696164242, 1505.6307293191085]",3,2,1,17.389999999999986,12.169999999999987,2,11,5,25,18,14,8,13,8,10
2010-2011,Pittsburgh Penguins,PIT,82,49,25,8,34,39,106,0.646,238,199,39,228,196,212.3,202.02,2582,2352,91.67,1.44,1.27,1.371,1.3205,0.5314,0.5094,0.5247999999999999,0.5273,0.5235,0.0751,0.9268000000000001,44,38,"[None, 6.0, 7.0, 10.0, 4.0]","[1500.0, 1491.2588017444104, 1482.5553765703771, 1496.0235260933673, 1487.9914281733688, 1494.06428494223, 1513.566667863098, 1525.6384627111895, 1532.4500404890086, 1526.2824779233176, 1514.2201366481488, 1505.0839738670925, 1521.2867838181423, 1506.4396651433997, 1498.027035246413, 1501.9823648538418, 1487.8752083601648, 1505.1330163129633, 1517.850864437332, 1510.430112363888, 1523.7688995482167, 1525.9088875864431, 1534.3296720704825, 1541.059643491639, 1546.6009620846917, 1557.385196299464, 1569.7698671569024, 1576.393028612329, 1592.8619270604383, 1596.1555690543216, 1603.076937352446, 1614.4032979852068, 1606.0065430132545, 1585.032039001327, 1597.217682818084, 1607.5889456771115, 1609.196969336109, 1590.5137934722884, 1601.1174124422805, 1592.8614887290355, 1575.65768521147, 1592.930433922518, 1586.464165276816, 1562.1963147059228, 1546.748238888187, 1561.033318501429, 1569.8401378817498, 1583.110267917397, 1563.582024838397, 1569.569647407419, 1573.5344626725655, 1576.955602085816, 1584.453292567097, 1589.6590050488066, 1572.1671662540527, 1549.3284626911425, 1554.1864012742733, 1526.6906225797436, 1513.1367024359236, 1517.3059676475696, 1514.623284947093, 1505.9007445725922, 1500.4585353544155, 1485.1010254464445, 1489.6812364365787, 1483.2230732024557, 1478.983380732557, 1489.1361462135792, 1502.2694222429432, 1486.0408987011197, 1498.2205112676525, 1512.5766302008165, 1497.084872463499, 1503.303442724237, 1508.898487838448, 1512.3290215908544, 1512.378322361985, 1496.5693711835886, 1489.0807464366956, 1498.4396458785343, 1510.4307487167916, 1514.1068612897927, 1525.0728236198554]",4,3,2,15.699999999999989,6.02000000000001,18,3,24,5,15,9,10,5,10,11
2010-2011,San Jose Sharks,SJS,82,48,25,9,38,43,105,0.64,248,213,35,243,208,275.69,207.9,2832,2369,91.22,1.53,1.29,1.7490999999999999,1.3803999999999998,0.5426,0.5589,0.5354,0.5356000000000001,0.5390999999999999,0.0733,0.9288,58,50,"[None, 3.0, 3.0, 3.0, 3.0]","[1500.0, 1508.7411982555896, 1501.1449316653934, 1486.9700489274037, 1470.189761308841, 1485.5540547559374, 1505.855303099108, 1490.1838397578308, 1501.6713475979543, 1514.2754945259985, 1506.3363396354785, 1496.158637220178, 1511.8018315082777, 1503.9120709568745, 1505.0856037442306, 1511.9611325372057, 1529.4552090603374, 1523.4273406064858, 1517.0391112564878, 1501.1813061443158, 1514.969167398171, 1497.8325049320492, 1504.4492988262507, 1493.262902620242, 1509.9285436408136, 1499.9334561050098, 1521.0235741810263, 1527.1250561203638, 1510.42654122021, 1516.5709335965585, 1511.4669702621152, 1504.6160243174716, 1511.9743415665675, 1527.692127473739, 1533.2880423639087, 1545.0332352818357, 1527.1887690035564, 1513.0538608466484, 1527.8305979164943, 1536.9873038552985, 1530.4245329054943, 1510.533426121429, 1502.5438840953084, 1495.2544740839903, 1480.4445441344233, 1460.119078317491, 1473.0076400380142, 1489.6992656478292, 1497.4484672083709, 1505.5877000815628, 1502.314296462058, 1514.4186684139545, 1523.068405110648, 1539.5111695940316, 1553.400672957113, 1560.1590183861358, 1550.97686814614, 1541.153941915548, 1548.360217604822, 1554.8098941424234, 1562.6714393706511, 1571.5115114626808, 1576.9537206808575, 1580.7434921796826, 1578.693693638903, 1589.047740327651, 1577.490770937433, 1581.7864526822625, 1577.7170228468929, 1570.7599815283136, 1557.236951428265, 1571.550639856272, 1576.7551115139113, 1584.7290382988106, 1596.0227966287473, 1590.9066380167428, 1606.6656805619416, 1618.4200713216887, 1627.1983778646863, 1639.7504920292154, 1617.1924311228006, 1607.8178694381163, 1617.2321370458656]",5,2,1,-32.69,-0.09999999999999432,10,4,2,8,4,23,1,8,29,13
2010-2011,Detroit Red Wings,DET,82,47,25,10,34,43,104,0.634,261,241,20,257,237,237.37,212.48,2757,2514,90.57,1.65,1.63,1.5599,1.421,0.503,0.5233,0.5186,0.5321,0.527,0.0789,0.9159999999999999,60,45,"[None, 1.0, 2.0, 9.0, 11.0]","[1500.0, 1515.825219532655, 1523.9826106915375, 1518.273969041779, 1503.875349530499, 1510.8581375409494, 1522.0030969057077, 1527.9929099413453, 1511.646525658457, 1525.5480620790854, 1533.4610920280047, 1544.6317263951548, 1532.5924046894795, 1536.6365307288447, 1547.9792047233273, 1558.170616630635, 1571.248964039667, 1562.558999393224, 1566.4383295725604, 1545.5673498133149, 1554.7628804895216, 1566.2780479275193, 1577.464444133528, 1591.3694189958242, 1583.0479002986049, 1561.9577822225883, 1551.437010336603, 1563.7452715428942, 1572.6268099906215, 1547.686512516984, 1558.96963390442, 1541.8265000541096, 1533.943463398629, 1540.7835634829426, 1531.8837207286813, 1546.2818191580054, 1552.6897002301068, 1570.214280749183, 1559.163851015529, 1550.4889647081943, 1559.1809329243754, 1561.095205674019, 1568.1109596779193, 1558.3754705336712, 1551.1849896428605, 1553.9722870664457, 1540.7021570307984, 1546.4041145442486, 1529.854241440741, 1538.74300507712, 1546.0443864728527, 1523.0784183452467, 1509.6508569551102, 1516.6929188188185, 1500.1627497624606, 1525.5297661213085, 1538.231266077721, 1555.6404058479804, 1561.975737227101, 1566.295459701469, 1557.4553876094396, 1535.19651001977, 1539.1249937837588, 1556.0181355582945, 1548.4921530588813, 1538.1381063701333, 1533.8437115822694, 1524.5291537137807, 1527.8686433430971, 1539.4700110520018, 1547.4920928349966, 1558.3386501917162, 1545.4692684906977, 1539.25069822996, 1532.4530287100324, 1542.151582256569, 1535.9363854569622, 1509.6365796955768, 1518.171755264401, 1526.186606383715, 1510.561150960108, 1498.4698290420774, 1508.9701481830716]",6,3,1,19.629999999999995,-24.52000000000001,4,25,3,11,2,16,2,16,4,25
2010-2011,Boston Bruins,BOS,82,46,25,11,43,44,103,0.628,246,195,51,244,189,220.25,223.01,2696,2683,92.96,1.75,1.23,1.4912,1.5418,0.5871999999999999,0.4917,0.5018,0.5071,0.5013000000000001,0.08289999999999999,0.9412999999999999,36,41,"[None, 23.0, 1.0, 15.0, 2.0]","[1500.0, 1483.280805500245, 1501.7553205897466, 1516.4161987747243, 1530.584918528901, 1543.6907744650227, 1533.588154221679, 1544.399503844881, 1559.9530037919433, 1571.330412004002, 1558.1595070146122, 1553.0984214989426, 1567.2055779926195, 1551.1798311725208, 1535.1069023460582, 1544.0569508030587, 1551.9974202253404, 1565.8060746463143, 1559.8752657834636, 1546.0702104505988, 1558.1361338934191, 1536.9892952380512, 1522.0282395271363, 1541.4541235064482, 1558.876395662669, 1551.6749813891372, 1555.7034958562665, 1562.5954137006715, 1555.6372003406566, 1546.2535272102584, 1538.3612521976704, 1544.2320615186482, 1523.5799793232131, 1538.4976006416484, 1542.742228193557, 1551.1288972198704, 1546.7338063816217, 1541.3941008287673, 1547.3812523005458, 1530.5688239335298, 1523.5314856974985, 1538.979561515234, 1550.087633675924, 1563.4393060821174, 1554.6324867017966, 1571.3166734126405, 1578.174077704546, 1560.3488161141163, 1575.0474469319568, 1559.528437388116, 1565.0754138946234, 1572.694901005827, 1584.621252670147, 1568.1784881867634, 1576.9911888360846, 1551.624172477237, 1538.922672520824, 1527.5835863005068, 1540.9411911892944, 1547.772893550697, 1561.8016485215476, 1578.0187171298455, 1582.666543319442, 1586.991823423896, 1592.6936267211834, 1582.5408612401611, 1564.7322545834347, 1556.1940785330462, 1541.8130603067234, 1544.90860651421, 1538.5642178100431, 1519.5369073734253, 1534.3414306882134, 1551.9517286474884, 1543.0933819886022, 1551.7110056984927, 1567.422842459484, 1560.299495906682, 1563.9822314627943, 1551.052335613131, 1556.5061084957, 1564.4404063814188, 1555.1501811657756]",7,4,1,23.75,34.00999999999999,1,1,14,22,26,12,3,29,3,2
2010-2011,Tampa Bay Lightning,TBL,82,46,25,11,32,40,103,0.628,247,240,7,241,234,238.67,192.39,2606,2354,90.06,1.53,1.49,1.5296,1.2099,0.5065999999999999,0.5583,0.5346,0.5185,0.5309,0.0784,0.9123,52,38,"[None, 29.0, 29.0, 28.0, 18.0]","[1500.0, 1512.0792858068369, 1518.92773575888, 1527.547972194575, 1507.5989643911018, 1515.5289185480276, 1508.4393893029671, 1524.0439511710292, 1515.0909485333234, 1527.1532898084922, 1541.7093939250117, 1533.7550006747283, 1526.561971924464, 1510.9187776363642, 1524.6103930998847, 1512.52797255623, 1495.2701646034316, 1478.301473383725, 1489.7437909518874, 1500.7601764972187, 1508.5596617096032, 1522.364717042468, 1533.7115679152948, 1515.3198373685102, 1509.3924063625425, 1514.7137995821097, 1497.291527425889, 1505.2097292777971, 1491.6596606092542, 1487.6644664843477, 1496.584033400103, 1501.1916067975396, 1511.6995122744872, 1526.9373320560098, 1517.0750021683968, 1522.4788782911908, 1529.68261908534, 1521.2959500590264, 1533.6409466928224, 1539.7710855213718, 1546.669499936052, 1529.396751225004, 1535.384039271789, 1510.687863937154, 1525.4475796120396, 1500.2626061509047, 1488.8839152659364, 1490.0570945462568, 1494.0381159568988, 1499.025039860035, 1514.368401963197, 1523.2044109388564, 1544.264076851862, 1525.5327896657109, 1529.4642594093891, 1511.505067127007, 1516.714775075212, 1514.1827364943183, 1496.7735967240592, 1490.7925187230878, 1511.7311321551772, 1519.8399147380765, 1528.3582185626196, 1521.247403909856, 1515.5456006125687, 1500.9775493431007, 1496.7373943475477, 1502.660235515334, 1491.5584760466395, 1483.2507072199478, 1501.1905332292697, 1498.4494170899331, 1490.6877043408706, 1473.6328267763736, 1464.777072138416, 1479.134200291547, 1491.5520449300302, 1499.0406696769232, 1510.199592384511, 1526.514899889062, 1515.7163557876142, 1521.8882096598606, 1540.9417842759422]",8,5,2,2.3300000000000125,-41.610000000000014,10,17,6,1,6,9,7,6,19,29
2010-2011,Anaheim Ducks,ANA,82,47,30,5,34,43,99,0.604,239,235,4,235,233,217.34,249.61,2334,2649,91.2,1.33,1.54,1.3466999999999998,1.6771,0.46340000000000003,0.4454,0.4594,0.4434,0.4508,0.0782,0.9231,59,52,"[None, 5.0, 13.0, 18.0, 16.0]","[1500.0, 1484.174780467345, 1470.9025345124128, 1457.028885418816, 1465.6239855735178, 1461.3936854369697, 1469.5575793221813, 1458.8431025761683, 1468.3388856391402, 1462.3490726035027, 1482.5347707460771, 1472.2304958866798, 1459.626348958636, 1467.580742208919, 1475.9933721059056, 1483.330591343912, 1491.2203518953152, 1497.2447862474824, 1509.080343259249, 1502.1270117402264, 1494.480906809973, 1489.0672814747556, 1481.316744570214, 1464.042450074704, 1448.2475163286358, 1465.391081288902, 1478.5627225787996, 1490.3574249445649, 1476.4524500822686, 1460.920834601548, 1465.9514962041712, 1465.2219090691412, 1468.402169324349, 1484.3279943202956, 1491.52893893193, 1480.6695546159017, 1469.4741724190055, 1490.1262546144408, 1474.7251501738217, 1464.2925128207808, 1478.931412042237, 1498.4507290809206, 1506.4269393009024, 1489.6168157602508, 1505.0083774178258, 1512.297787429144, 1525.1674560190468, 1509.3000420509393, 1514.4855428032197, 1516.2278168240866, 1498.733680071887, 1503.8631279078295, 1511.0598135625114, 1502.410076865818, 1516.8410007925706, 1528.9487027869216, 1536.1278646853875, 1546.528689008344, 1536.6035931178108, 1520.2076756321928, 1499.0317463971703, 1490.805916404049, 1484.823442110113, 1489.4783508760086, 1497.0043333754215, 1502.6226683462776, 1490.3969994114711, 1505.8546394822197, 1516.2137052883245, 1499.4452863337265, 1505.8994790697716, 1513.7139109716677, 1520.0751138135774, 1527.0720384106846, 1520.414034120523, 1531.0087332880294, 1534.0050788512438, 1547.0576587954663, 1538.2793522524687, 1527.8179877454834, 1550.376048651898, 1557.4075255079772, 1570.0610630542956]",11,6,3,17.659999999999997,16.610000000000014,26,19,25,28,3,24,27,27,7,8
2010-2011,Nashville Predators,NSH,82,44,27,11,36,38,99,0.604,219,194,25,213,190,207.18,209.73,2362,2510,92.43,1.52,1.29,1.4102000000000001,1.4598,0.5409,0.4914,0.48560000000000003,0.49119999999999997,0.4843,0.0818,0.9345,35,36,"[None, 10.0, 21.0, 14.0, 8.0]","[1500.0, 1513.2722459549325, 1521.5179781433876, 1528.8283831050496, 1521.4134171334658, 1513.504914213086, 1506.693336435267, 1516.2888301187782, 1525.241832756484, 1508.3754522877268, 1494.4739158670984, 1486.4705507289266, 1475.3315666959572, 1467.9943474579509, 1474.9665764627655, 1477.861284112143, 1469.3996935462462, 1490.97758780985, 1495.703544839008, 1486.2698299395338, 1482.1836250365534, 1468.3682656357432, 1465.0275302369482, 1481.3817827527068, 1487.917833532195, 1501.819391176568, 1497.2633458037772, 1507.7841176897623, 1521.320464090977, 1530.696814268499, 1537.547760213143, 1546.1728115153237, 1523.6622075981809, 1509.6857816686856, 1498.9816175387914, 1487.1571858360064, 1474.7008888451294, 1491.8309056895496, 1504.6835854780716, 1521.4937090187232, 1538.3730456492167, 1546.3625876753376, 1559.6311267220592, 1550.714759588165, 1553.473798300385, 1538.435681506769, 1554.3853183446258, 1570.2918629719172, 1570.3529538881596, 1554.4003577855185, 1548.143644857022, 1541.9147582091698, 1535.7823296281592, 1549.2098910182958, 1520.3225549569197, 1536.852724013277, 1543.9729315886786, 1536.7666558994044, 1552.7095359623256, 1543.371090387431, 1524.8445329238712, 1509.3352109345792, 1501.0242345297454, 1509.110079773579, 1503.0428972339705, 1525.0017714834655, 1518.430676184445, 1514.1349944396154, 1530.4903061653672, 1535.4919316834332, 1522.0254149557647, 1528.3698036599314, 1541.23918536095, 1547.833864850203, 1553.8269532492368, 1560.4849575393985, 1569.968275175801, 1558.8543122632063, 1562.224303990259, 1553.6891284214346, 1560.8322663126398, 1568.1972137694202, 1554.5826068400502]",9,4,2,5.819999999999993,19.72999999999999,12,4,20,17,27,3,24,15,16,6
