Season,Team,Team Abbreviation,Games Played,Wins,Losses,Overtime/Shootout Losses,Regulation Wins,Regulation/Overtime Wins,Points,Point %,Goals For,Goals Against,Goal Differential,GF,GA,xGF,xGA,SF,SA,SV%,EV_GF,EV_GA,EV_xGF,EV_xGA,EV_GF%,EV_xGF%,EV_SF%,EV_CF%,EV_FF%,EV_SH%,EV_SV%,PP_GF,PK_GA,SRS Rank History,Elo History,League Rank,Conference Rank,Division Rank,GAx,GSAx,gf_rank,ga_rank,xgf_rank,xga_rank,pp_rank,pk_rank,sf_rank,sa_rank,fn_rank,gt_rank
2013-2014,Boston Bruins,BOS,82,54,19,9,47,51,117,0.713,261,177,84,258,171,211.66,186.89,2613,2385,92.83,1.75,1.11,1.4672999999999998,1.2776,0.6119,0.5346,0.5281,0.5385,0.5337,0.08460000000000001,0.9399,49,40,"[15.0, 2.0, 1.0, 4.0, 1.0]","[1500.0, 1511.5900106385327, 1525.7950911424568, 1512.4687036252571, 1526.2019783265075, 1516.7052718198954, 1524.037553537106, 1545.1379501342276, 1555.8763057348274, 1564.1365996654515, 1552.0637212547776, 1544.0704586888005, 1547.2804478980472, 1532.233967296111, 1526.018380153454, 1535.108344222846, 1547.0516844258348, 1561.6285803411265, 1564.930718937807, 1549.7530740074442, 1561.7660484499022, 1568.9049571326734, 1564.106911550559, 1566.9456584611207, 1572.1094597366464, 1547.9058512060635, 1554.3685352947357, 1562.3148266822925, 1554.967481757748, 1563.2642832340655, 1575.3757134322475, 1580.7465676530787, 1589.4106521693047, 1571.4507187644328, 1578.364528059583, 1557.739230319091, 1564.7925936750237, 1577.8135532684148, 1587.873769872606, 1576.2940206099256, 1555.0952846195978, 1558.6157700668373, 1568.3912618394802, 1556.8085081337792, 1544.9810242429733, 1554.3085852178897, 1541.7267841669, 1552.6183357681705, 1550.9235322796317, 1558.6926405546765, 1574.8976872793637, 1586.7355437369172, 1596.594600405229, 1572.7844724825309, 1582.2812261022557, 1589.2521566368227, 1583.3369347546245, 1595.1313023373912, 1583.3824749970363, 1564.813582885236, 1580.863833906891, 1588.1397259598286, 1597.050339958287, 1598.8160778475496, 1607.5791308992111, 1618.2990595798185, 1622.382505905766, 1630.476185516284, 1639.1688061499683, 1646.6377236694368, 1655.9819102287363, 1663.5338667188664, 1654.6152266349147, 1665.249466625409, 1672.411605217142, 1674.445503352646, 1661.8962240885503, 1650.2282055039868, 1659.7501425583637, 1652.906754701468, 1644.5479785326156, 1647.6759116181838, 1635.319339760527]",1,1,1,46.34,15.889999999999986,3,2,12,5,5,9,5,12,1,6
2013-2014,Anaheim Ducks,ANA,82,54,20,8,44,51,116,0.707,266,209,57,263,203,242.55,222.87,2569,2354,91.38,1.9,1.36,1.5888999999999998,1.5256,0.5828,0.5101,0.5159,0.4997,0.5032,0.09789999999999999,0.9253,39,44,"[18.0, 16.0, 21.0, 5.0, 3.0]","[1500.0, 1482.8113477366103, 1490.2702488132743, 1499.8316128019069, 1517.015300250904, 1529.910314547887, 1536.8004962501846, 1539.191301298016, 1550.5053914122122, 1537.8959758294434, 1523.5179865139262, 1531.805317874952, 1539.9230153858075, 1546.565355630676, 1543.3553664214294, 1553.4261683025527, 1560.183290191322, 1573.533107043301, 1580.9797192163155, 1590.1856407294445, 1577.4553457843886, 1559.8307930501394, 1553.7538354414396, 1540.505341211329, 1532.0505943704252, 1537.4974884975131, 1551.7628353000296, 1534.866810186018, 1543.5429533952747, 1541.888844512412, 1537.2014733097233, 1543.2170595546731, 1562.820256386301, 1569.097735259557, 1575.1788098065038, 1579.2644119538572, 1590.3310613328704, 1595.1312694279998, 1601.0726692348876, 1607.0658588864544, 1610.1650959080498, 1596.389023445902, 1609.3019811817826, 1615.524567121526, 1619.3345617128243, 1630.9173154185253, 1635.4417684131226, 1642.6446810733771, 1646.141907021098, 1658.762089979899, 1644.1625831101944, 1652.129490117688, 1638.3614945187092, 1643.4630264269051, 1655.1169966470086, 1634.0159644263972, 1640.4196663077716, 1620.017819478512, 1602.778557019298, 1587.9457121478697, 1598.2298922910404, 1605.0388957251869, 1611.1093337200318, 1603.437569298805, 1597.3093398599765, 1579.3231561596378, 1552.302663028792, 1566.773215342325, 1575.0508087610676, 1563.6831907813553, 1556.7317113692793, 1565.3461601183235, 1571.9056535654863, 1561.683398334357, 1573.7791364637917, 1576.9436091489192, 1580.4391230310855, 1556.875862562774, 1538.5972744918972, 1550.009501883039, 1564.116805331672, 1568.8443231837985, 1574.6069124602411]",2,1,1,20.44999999999999,19.870000000000005,1,9,7,19,23,17,8,9,8,5
2013-2014,Colorado Avalanche,COL,82,52,22,8,37,47,112,0.683,250,220,30,245,216,212.87,236.66,2421,2678,91.93,1.65,1.46,1.4176,1.6228,0.5305,0.46630000000000005,0.4752,0.4685,0.4654,0.08800000000000001,0.9295,42,40,"[11.0, 29.0, 17.0, 29.0, 7.0]","[1500.0, 1517.1886522633897, 1527.59953319928, 1536.26702154492, 1549.5934090621197, 1564.2077596399, 1569.7996562499318, 1553.660082890426, 1562.5194967524476, 1570.9127411610536, 1579.069577890992, 1583.7986008258906, 1588.4129651176768, 1600.1928912371052, 1581.4950043775384, 1588.6104942184054, 1599.0267438831, 1587.3418657456489, 1569.5861408814033, 1544.450290468203, 1561.2746594474024, 1568.2635548298394, 1575.0457462067066, 1559.6736005295506, 1571.653196534557, 1572.947124235949, 1544.3278477062838, 1550.380425935315, 1537.468154484561, 1522.467373747313, 1525.945648238273, 1520.432117611679, 1535.5277998964464, 1526.99803424656, 1534.607319080471, 1533.5002535922808, 1530.9386468250475, 1518.1304732129524, 1509.3075837527208, 1520.2103586843714, 1527.4935607651398, 1535.996605969929, 1523.4002224745184, 1528.0336173256724, 1519.0926514756384, 1531.6932626464034, 1540.608075638424, 1542.684821632332, 1548.9844850284487, 1527.4517949726303, 1534.7225983050885, 1521.3921688414457, 1529.574447996466, 1536.2634965856168, 1546.3455662903184, 1552.1412022026518, 1536.0610802200945, 1523.7218420130696, 1536.2732403785944, 1520.4628634036824, 1529.6496044971616, 1543.714996305639, 1559.2286960153, 1564.5477251679283, 1556.5869711435332, 1560.3082602216505, 1568.4387597806103, 1553.968207467077, 1563.3990922084452, 1545.3485140708883, 1537.4764864678034, 1528.132299908504, 1530.753955653921, 1534.407160864204, 1542.7198291563984, 1549.251839871191, 1556.119142622338, 1577.4321736796917, 1571.17988679344, 1580.87689115553, 1588.391303107258, 1569.5180760940607, 1563.755486817618]",3,2,1,32.129999999999995,20.659999999999997,4,15,16,25,15,9,20,25,5,4
2013-2014,St. Louis Blues,STL,82,52,23,7,40,43,111,0.677,248,191,57,239,188,206.74,190.32,2403,2163,91.31,1.56,1.28,1.4211,1.2334,0.5493,0.5354,0.5293,0.5313,0.5367000000000001,0.08460000000000001,0.9218999999999999,49,36,"[12.0, 15.0, 5.0, 7.0, 2.0]","[1500.0, 1511.5900106385327, 1530.9867246846204, 1537.6916586359453, 1546.44021418662, 1528.7940470871154, 1533.3153650455029, 1528.738805817967, 1520.8626935765376, 1539.7714366652665, 1545.2614622287915, 1558.188367866086, 1545.4692090882438, 1549.8846977534822, 1555.1927219559084, 1562.1287565233215, 1554.280058781281, 1572.0357836455266, 1579.4900086103844, 1561.774710900504, 1571.1189256150503, 1575.916971197165, 1589.300245133944, 1601.1118992962297, 1616.4840449733854, 1600.5545803064697, 1591.5036511966673, 1598.048399311714, 1578.4452024800862, 1584.643510109852, 1592.7102017159314, 1597.4063242504706, 1587.2859515304062, 1571.8406110057638, 1586.039937112682, 1597.392409066973, 1589.6261532854198, 1593.6084048207906, 1599.5461033178756, 1604.5298492752331, 1619.1390985182818, 1628.7109929311011, 1636.483697967431, 1644.0785876512357, 1633.4891264458113, 1636.670641792041, 1615.4748063483246, 1607.507899340831, 1617.3881943840177, 1590.3429489447306, 1597.1647309959117, 1598.6555670913167, 1608.3276546662823, 1590.9690695910997, 1590.6227955462507, 1582.6908006398908, 1588.606022522089, 1589.226754876724, 1577.3724577701958, 1570.5634543360493, 1579.5221602916251, 1588.5728866639556, 1593.4661775101608, 1601.4269315345562, 1603.8892489854218, 1594.7619404436082, 1603.0992728257568, 1612.8864074885053, 1619.367593017971, 1600.7492601850763, 1585.1968056910273, 1593.2844810612478, 1601.8923979047042, 1611.9147293188855, 1593.6015618931897, 1596.103732872582, 1598.4891438658342, 1577.1761128084804, 1564.405574213229, 1542.2845792573307, 1530.3881188017715, 1515.6556187613055, 1497.6417098894035]",4,3,2,32.25999999999999,2.319999999999993,8,4,15,3,5,5,22,3,4,10
2013-2014,San Jose Sharks,SJS,82,51,22,9,37,41,111,0.677,249,200,49,239,193,262.82,188.27,2851,2282,91.54,1.61,1.41,1.7331,1.3406,0.5331,0.5638000000000001,0.5427000000000001,0.5353,0.5444,0.075,0.922,47,31,"[3.0, 3.0, 10.0, 13.0, 5.0]","[1500.0, 1514.067449024315, 1528.13489804863, 1545.4663367571172, 1560.5753903638968, 1566.384027053291, 1584.0301941527955, 1575.6944978112972, 1586.3926325954571, 1589.237928434124, 1580.9776345034995, 1593.276607613003, 1605.2774777541952, 1596.8672438390306, 1590.3306645644566, 1580.6258083798014, 1564.3163311272554, 1558.486462807031, 1563.0101395751085, 1568.8165834582903, 1575.609349501512, 1557.9432123136671, 1572.4741896307935, 1578.211368111276, 1580.664611327353, 1596.594075994269, 1598.2481848771315, 1606.820000267321, 1588.946268134937, 1572.2646010440938, 1557.736069250061, 1548.1630221133128, 1558.3245837303612, 1548.684047951536, 1564.1293884761783, 1551.6217473406543, 1553.8241519439432, 1556.3857587111763, 1559.505267809663, 1573.281340271811, 1560.3683825359303, 1569.6027413748868, 1561.0996961700976, 1567.5951268226886, 1556.8630386671855, 1566.3873193854229, 1557.0597584105064, 1559.3145450379225, 1570.907194660322, 1578.9600246761624, 1581.986235755384, 1586.846409922231, 1590.2300118744624, 1579.8186880240778, 1557.4655148949307, 1534.8179392761776, 1539.02011583955, 1520.2296125230314, 1525.9133322887742, 1533.905516727095, 1552.8201435861577, 1533.803906154785, 1546.6381504879696, 1536.7964615627857, 1549.8683618016578, 1562.819481584651, 1576.1707016071505, 1580.3643718327332, 1585.161952058228, 1592.6076701259938, 1579.0296405827696, 1585.9811199948456, 1578.4754802535222, 1572.422300875496, 1581.777417456972, 1569.661907397444, 1561.3492391052496, 1565.1858968363665, 1572.751545193085, 1550.7930056045236, 1536.6857021558906, 1555.5589291690878, 1561.4968454827697]",5,4,2,-23.819999999999993,-4.72999999999999,5,12,1,11,7,1,1,6,25,17
2013-2014,Pittsburgh Penguins,PIT,82,51,24,7,40,44,109,0.665,249,207,42,242,204,208.16,199.64,2454,2359,91.35,1.53,1.47,1.3333000000000002,1.3344999999999998,0.51,0.49979999999999997,0.5081,0.4864,0.49219999999999997,0.083,0.9176000000000001,60,35,"[10.0, 4.0, 2.0, 2.0, 6.0]","[1500.0, 1514.067449024315, 1526.6462709383466, 1539.3807108270923, 1521.6466490079222, 1530.2555573099078, 1535.5584691811716, 1547.7541965585558, 1549.7031473348147, 1541.309902926209, 1530.9178596623783, 1516.426764463707, 1528.4091871409232, 1536.4024497069004, 1546.535713030355, 1560.398946757051, 1539.2512756707931, 1532.3152411033802, 1521.472153238798, 1532.228183654509, 1515.088807582441, 1528.3373018125512, 1547.132262307318, 1551.8186779761986, 1544.0090229309817, 1538.845221655456, 1540.5430045826408, 1557.336479576385, 1568.8080023378384, 1571.7753259308445, 1589.6490580632278, 1581.35225658691, 1586.265315589147, 1590.9418248903685, 1602.7263318534629, 1609.3620316706977, 1609.9485542238456, 1619.519627828648, 1622.815498387131, 1592.13827981465, 1595.9720755130538, 1605.9152611062807, 1595.4022103875975, 1603.7133530630051, 1607.7055314603747, 1610.3727180867631, 1599.5557379566274, 1603.2976113470647, 1607.4181591975614, 1578.7020975655587, 1590.0291540881217, 1599.6290367280833, 1579.1716340841404, 1585.5210913863257, 1598.9309085296009, 1580.4879408951188, 1583.864286356674, 1592.15624378212, 1586.15861073769, 1578.9793576632858, 1562.4864915380767, 1571.4194787246547, 1558.3475784857824, 1564.4758079246112, 1570.850476824244, 1578.502521601733, 1559.7656224244024, 1550.6971234995303, 1564.1998557204322, 1556.0626431870448, 1561.026715436853, 1552.9390400666323, 1542.3133457737677, 1533.9494661842891, 1542.3731096696267, 1557.011874096699, 1535.3684174030907, 1546.21047041982, 1527.814723218327, 1534.0670101045785, 1536.3290967183812, 1529.3742483667827, 1522.8635883487916]",6,2,1,33.84,-4.360000000000014,9,16,25,10,2,4,16,10,3,16
2013-2014,Chicago Blackhawks,CHI,82,46,21,15,39,40,107,0.652,267,220,47,261,212,225.03,193.51,2717,2229,90.49,1.82,1.48,1.597,1.3086000000000002,0.5515,0.5496,0.5554,0.5548,0.5538000000000001,0.084,0.9147,45,40,"[2.0, 5.0, 13.0, 1.0, 4.0]","[1500.0, 1511.5900106385327, 1506.0712092872147, 1499.36627533589, 1507.1804961498324, 1513.082883060787, 1516.9229231125764, 1512.401605154189, 1525.136939873491, 1528.1479674352097, 1522.0199316217113, 1507.6769627442268, 1527.3977675879514, 1533.6999245970326, 1548.2936253381015, 1539.1057441751293, 1549.4005919820293, 1563.4745067197834, 1567.17547368178, 1569.629875284049, 1544.0553658281294, 1561.721503015974, 1544.8971340367748, 1557.9112220226389, 1565.2282296103297, 1576.893500447157, 1581.7756415735662, 1584.7135594020765, 1598.893645110698, 1587.5662793364763, 1578.2022456682064, 1572.1866594232563, 1580.89613879822, 1596.4388646816678, 1606.987444918747, 1581.1763382404629, 1593.598179981521, 1602.9839450619409, 1596.5979879070226, 1606.2013342057749, 1619.00950781787, 1615.0272562824994, 1621.3766070545428, 1610.236012739774, 1619.6698775527002, 1613.1744469001092, 1600.6397952144252, 1592.5206118923954, 1598.4900500824324, 1589.5752370904115, 1604.1747439601163, 1605.8695474486549, 1598.522612966672, 1587.7222657487494, 1569.2612713010044, 1558.5571975482624, 1571.8432298523, 1567.6410532889277, 1578.279812073672, 1593.1126569451003, 1575.219672105154, 1567.3965612072843, 1583.8894273324934, 1568.3757276228323, 1584.5410641239523, 1588.9634987788052, 1580.8329992198453, 1568.405806825873, 1578.193333282681, 1571.8901061325823, 1590.5084389654771, 1594.8905666058072, 1574.0466840468007, 1582.7910813901206, 1572.1568413996265, 1553.5262868322131, 1538.8875224051408, 1541.0582019929368, 1549.486554494506, 1562.257093089757, 1567.6602890055185, 1547.8183454524403, 1534.294550495055]",7,5,3,35.97,-18.49000000000001,2,17,6,8,11,9,3,4,2,24
2013-2014,Tampa Bay Lightning,TBL,82,46,27,9,32,38,101,0.616,240,215,25,232,209,204.13,208.13,2447,2399,91.29,1.51,1.3,1.4217,1.3783,0.5374,0.5078,0.5182,0.5096,0.5131,0.0782,0.9276000000000001,45,50,"[28.0, 18.0, 27.0, 18.0, 10.0]","[1500.0, 1488.4099893614673, 1493.9287907127853, 1500.4716222856316, 1516.7862386046856, 1508.1773303027, 1523.9622624275617, 1534.5532020747262, 1513.4528054776044, 1519.5808412911026, 1524.6819805002071, 1527.1740352968268, 1517.808904476841, 1531.6857002355043, 1544.4048590133464, 1551.3456439335537, 1557.0048866298291, 1542.4279907145374, 1546.6020040007645, 1564.2265567350137, 1548.9387484214517, 1534.9172188598743, 1520.3862415427482, 1514.9393474156602, 1532.2757052405095, 1541.967284569943, 1525.173809576199, 1515.7858672811071, 1524.9913665616516, 1516.4447504868344, 1512.9384970980525, 1515.5415972880598, 1499.0767196507231, 1514.791929902306, 1518.3666626127842, 1528.247416675953, 1532.5598390675134, 1548.2164731314133, 1542.95337822237, 1531.69695674151, 1546.7629967267544, 1554.8520110977668, 1537.0299054824245, 1547.3403071734767, 1536.0838919775103, 1553.0177085997402, 1544.783415541608, 1552.571023935062, 1545.435515593388, 1537.3826855775474, 1547.9771285243137, 1549.3766957852388, 1562.7071252488815, 1552.316496918504, 1537.5664999619514, 1543.322456161357, 1534.4927040567447, 1514.703827488349, 1524.7670598746506, 1515.1875066374262, 1529.609138049185, 1515.5437462407076, 1506.4930198683771, 1488.092318893553, 1486.3265810042903, 1480.693989423988, 1486.2290368779743, 1500.5289827896045, 1505.5283421279646, 1518.7629318432946, 1525.0385732358616, 1520.0745009860534, 1512.2202964275102, 1513.299608130145, 1516.3290846602831, 1508.0191984523512, 1520.930258781596, 1501.0460225912736, 1485.6084592920115, 1497.4936801271551, 1511.6705165102544, 1520.0900348644077, 1524.9440042944875]",8,3,2,27.870000000000005,-0.8700000000000045,13,5,14,12,11,26,18,13,6,14
2013-2014,Montreal Canadiens,MTL,82,46,28,8,33,40,100,0.61,215,204,11,209,201,216.38,225.41,2331,2542,92.09,1.32,1.36,1.4173,1.5275999999999998,0.4925,0.4813,0.474,0.46740000000000004,0.47859999999999997,0.0754,0.93,41,38,"[20.0, 17.0, 19.0, 3.0, 13.0]","[1500.0, 1491.2588017444104, 1505.0901726884413, 1497.5499187649148, 1513.2793651673169, 1529.2644025413342, 1544.391065760783, 1553.8286053222316, 1543.0451181209246, 1531.8132011212415, 1546.191190436759, 1533.8922173272554, 1544.360686992086, 1550.328994869824, 1541.6930053301862, 1529.9130792107578, 1525.4975905455194, 1509.434328878346, 1518.4744418637738, 1514.3004285775469, 1517.4265971471111, 1508.2125905572473, 1526.625273910421, 1534.8972319446152, 1542.706886989832, 1550.0303180229937, 1544.956286087953, 1553.851024719644, 1559.7359087603984, 1562.5954259733162, 1569.9427708978608, 1572.9557205317276, 1550.2855945998956, 1540.5931934473026, 1543.7065262105673, 1531.8709486833072, 1542.7709434151486, 1528.5716173082303, 1534.0964228358107, 1539.359517744854, 1519.483362904799, 1511.578543632534, 1527.0113217335693, 1518.3593477853642, 1523.9877436463996, 1512.5989130535063, 1520.718096375536, 1502.0871518825738, 1509.0573538964177, 1493.9248446968577, 1482.5977881742947, 1467.4831454046273, 1443.9797250584072, 1460.6931319985715, 1484.503259921269, 1478.7473037218638, 1470.4348057341997, 1480.317972058934, 1492.9291053981417, 1510.0112851524173, 1501.7350660714362, 1508.9143191458404, 1514.3651208719723, 1507.2925623892568, 1514.9643268104835, 1497.4130400665597, 1484.4619202835663, 1473.7419916029592, 1478.9437917502928, 1488.128057602136, 1506.178635739693, 1498.1949279565888, 1506.4341550190682, 1515.3527951030198, 1521.3091021822554, 1528.8308702782865, 1538.94759030743, 1526.0365299781852, 1538.615992920582, 1548.8663583979742, 1543.463162482213, 1524.5648125942764, 1531.9026577257805]",10,4,3,-7.3799999999999955,24.409999999999997,26,9,17,20,17,8,24,23,20,3
2013-2014,Los Angeles Kings,LAK,82,46,28,8,34,38,100,0.61,206,174,32,198,168,237.74,198.87,2595,2150,92.19,1.31,1.03,1.5683,1.2565,0.5598,0.5552,0.5556,0.5682,0.5609000000000001,0.066,0.9351,38,47,"[6.0, 9.0, 11.0, 9.0, 8.0]","[1500.0, 1504.8613298404443, 1493.4333825004117, 1479.3358231001994, 1485.7751748558287, 1490.92260434643, 1507.4725508342196, 1491.687618709358, 1496.335405508335, 1510.4116312349895, 1501.2380940330424, 1517.0093864028456, 1518.0781726901434, 1506.7303760778502, 1515.1406099930148, 1505.334434300852, 1513.0845517838154, 1530.384531813096, 1523.3001666203836, 1530.0807635606857, 1541.9801983342682, 1549.8425562995608, 1563.8640858611382, 1555.01093210125, 1548.2287407243828, 1554.0367067237048, 1551.5834635076278, 1538.918474734821, 1547.9694038446232, 1552.6567750473118, 1559.4760417507002, 1582.1461676825322, 1590.9677215125937, 1600.781295995692, 1588.3594542546336, 1595.564261722826, 1608.07190285835, 1609.1789683465402, 1587.577863940405, 1576.0183040505297, 1569.6689532784862, 1561.559586529862, 1546.9503372868137, 1558.5216154814364, 1551.160988364571, 1562.988472255377, 1544.3200979662138, 1551.535188310363, 1572.7310237540794, 1566.3510571555132, 1558.5819488804684, 1546.265583664017, 1541.164051755821, 1529.5100815357175, 1539.9214053861022, 1520.2662016112624, 1506.856384467987, 1492.1323608193982, 1481.4936020346538, 1489.274962441248, 1505.08533941616, 1515.69415209785, 1525.066645836035, 1532.1392043187504, 1544.5475072721931, 1554.2336194960951, 1559.9339291472324, 1549.6718248829482, 1541.394231464206, 1530.9543000170183, 1532.962025092546, 1543.016091168604, 1552.9830270885643, 1556.2163981957435, 1564.580277785222, 1572.55184630196, 1561.642072198102, 1573.0757383700177, 1565.5100900132993, 1554.0557198625309, 1549.2258377222302, 1559.438101359934, 1554.7105835078075]",9,6,3,-39.74000000000001,30.870000000000005,27,1,8,4,24,22,7,2,30,1
