Season,Team,Team Abbreviation,Games Played,Wins,Losses,Overtime/Shootout Losses,Regulation Wins,Regulation/Overtime Wins,Points,Point %,Goals For,Goals Against,Goal Differential,GF,GA,xGF,xGA,SF,SA,SV%,EV_GF,EV_GA,EV_xGF,EV_xGA,EV_GF%,EV_xGF%,EV_SF%,EV_CF%,EV_FF%,EV_SH%,EV_SV%,PP_GF,PK_GA,SRS Rank History,Elo History,League Rank,Conference Rank,Division Rank,GAx,GSAx,gf_rank,ga_rank,xgf_rank,xga_rank,pp_rank,pk_rank,sf_rank,sa_rank,fn_rank,gt_rank
2008-2009,San Jose Sharks,SJS,82,53,18,11,43,47,117,0.713,257,204,53,251,199,254.04,195.44,2720,2228,91.07,1.31,1.22,1.5174,1.2439,0.5178,0.5495,0.5468,0.5422,0.5468999999999999,0.0674,0.9243000000000001,77,40,"[None, None, None, 3.0, 3.0]","[1500.0, 1514.067449024315, 1525.074284571947, 1532.8446727734402, 1545.0560377763015, 1523.6671581921455, 1527.8503719371129, 1530.6384316829528, 1522.3120645682743, 1536.580696335321, 1543.3560438348277, 1554.5675846478932, 1565.8630991103169, 1576.0464117258416, 1576.3464932317966, 1581.345077300251, 1566.300425136125, 1556.5579758602887, 1570.3169534102935, 1577.9158716914735, 1590.7033550631174, 1604.495574191556, 1608.7656622024338, 1619.622818562471, 1624.9627515047505, 1632.7969234419038, 1637.0661698127751, 1626.04414260281, 1633.6648847420852, 1637.0045513327243, 1640.5884699060955, 1630.28550113464, 1606.3435119539463, 1610.983744616091, 1624.601898756149, 1616.0781808465842, 1624.7940709396223, 1614.8825622761558, 1619.222736900031, 1601.547021393215, 1612.9610835908309, 1622.7627317601632, 1631.7256259924038, 1621.609286672446, 1629.3715191389028, 1631.6611863385583, 1640.5930697884864, 1646.585291786827, 1628.303537795151, 1619.050294736242, 1609.448606356926, 1628.133028004049, 1620.4724862082614, 1614.1959443523065, 1606.2881199359929, 1614.2398976407069, 1621.3527682151953, 1626.4297194877229, 1632.9652987360644, 1616.625465182792, 1621.7406886205224, 1610.5590897529928, 1587.6116685878933, 1577.5807904781395, 1564.2766227844002, 1569.4758551054624, 1555.522039668072, 1556.141685566575, 1562.615687687164, 1550.379150438404, 1552.2657730737735, 1563.028698683658, 1568.625503592661, 1563.806326388884, 1554.6537990048591, 1558.883424163505, 1566.5400872078242, 1572.5901118104482, 1553.0006321127992, 1561.3243082018282, 1559.6822119052547, 1535.2937728279394, 1525.073987077575]",1,1,1,-3.039999999999992,-3.5600000000000023,22,3,3,6,2,3,3,1,27,9
2008-2009,Boston Bruins,BOS,82,53,19,10,46,49,116,0.707,274,196,78,270,190,218.48,217.38,2482,2525,92.48,1.68,1.15,1.4113,1.4079,0.5936,0.5006,0.49420000000000003,0.5047999999999999,0.5029,0.091,0.9390999999999999,66,50,"[None, None, None, 23.0, 1.0]","[1500.0, 1508.7411982555896, 1501.1526661378002, 1498.7849874593333, 1513.1570420320395, 1507.847863603046, 1505.890326698932, 1490.2206705348776, 1497.1526391094187, 1503.9265183356752, 1512.5756800586612, 1505.5142309384214, 1519.534383642536, 1531.6781568417189, 1543.338997428172, 1550.494810494406, 1567.2366614596533, 1562.9927668446392, 1569.72262250826, 1580.0629754515453, 1587.200050520467, 1589.986089667257, 1578.7255974715629, 1589.3334114829304, 1602.2320167159558, 1609.1547128584002, 1621.7874411544535, 1626.3093867772684, 1609.475018260565, 1619.2909565410102, 1624.3702730324967, 1632.065399837457, 1637.7027123294556, 1645.466347040533, 1655.2917343540462, 1661.9450759538772, 1665.23019299033, 1674.029591773898, 1679.2083708032787, 1656.9498360192472, 1643.782289887394, 1647.8561568935725, 1655.6652813699066, 1663.6608249155358, 1666.2080683349088, 1655.4971935695069, 1645.6171007798944, 1644.1991399385804, 1647.6828303662849, 1638.8915088598324, 1642.6691318090825, 1651.044100075277, 1659.4112254378183, 1657.9858658593166, 1646.866643421118, 1628.1822217739948, 1619.6531514355352, 1612.3788537600583, 1623.4860019636633, 1607.440650800988, 1594.7306579011151, 1608.5652306443742, 1619.4740805972715, 1611.0190968979086, 1593.808585511134, 1580.2120989570676, 1591.9626702429305, 1580.5110022491476, 1566.2893025593764, 1574.7717284769706, 1578.9268516555185, 1564.9364564112316, 1554.8833430274287, 1570.7831016321802, 1579.2994900696815, 1587.3210394881166, 1592.3217111354668, 1597.3653835255805, 1602.1268292060497, 1592.09834359982, 1595.3318674403265, 1572.1848047060423, 1581.9289113577263]",2,1,1,51.52000000000001,27.379999999999995,2,1,8,20,4,5,11,21,2,2
2008-2009,Detroit Red Wings,DET,82,51,21,10,42,45,112,0.683,295,244,51,289,240,232.62,190.78,2965,2274,89.45,1.73,1.42,1.3919,1.235,0.5492,0.5299,0.5628,0.5725,0.5608,0.081,0.9145,77,59,"[None, None, None, 1.0, 2.0]","[1500.0, 1491.2588017444104, 1500.4377808131571, 1514.9703712654405, 1507.6298013820629, 1514.0866284627882, 1523.0518199719545, 1533.060877618899, 1537.177399722788, 1541.0815553996072, 1534.2606848997798, 1523.049144086714, 1531.5966248628954, 1541.9226008779146, 1534.16801595495, 1540.9243651511908, 1547.9360234465128, 1559.54011999065, 1566.2044320061673, 1579.881959944233, 1573.9911991479576, 1557.2628163729703, 1565.932940541222, 1553.034335308197, 1559.5016343262298, 1566.5149574539328, 1568.514525102737, 1573.0943802947709, 1556.1045203711994, 1559.5102669657276, 1548.5605326347315, 1572.502521815425, 1579.9213164327346, 1587.5358197870391, 1576.9066017728824, 1570.846046254463, 1589.927495699614, 1604.4348840901418, 1605.8301334231337, 1614.984504668898, 1624.9350282172077, 1632.2204969117383, 1622.0377404734252, 1627.555438856365, 1636.7832141639708, 1629.020981697514, 1607.0844350461916, 1598.833206721802, 1580.508672873381, 1567.3966516513992, 1568.2304386033552, 1572.9357549083004, 1585.4447548705748, 1596.778025112446, 1605.7211375493373, 1613.606663887767, 1603.0393003832792, 1593.362169699539, 1602.7104640810112, 1610.4686661834448, 1589.427670917956, 1605.7675044712282, 1609.859051358555, 1580.501929141811, 1597.395757259989, 1601.3207658300012, 1572.0071174434715, 1574.1888702730937, 1568.3195075402289, 1583.0056260207452, 1599.9740196171856, 1605.7221595795502, 1617.2210942600268, 1601.5372910461422, 1607.26573301003, 1585.4562249542255, 1574.6897857047616, 1565.128213762726, 1570.770124127707, 1582.805203817146, 1575.5306274514337, 1559.832646485767, 1545.0975953751488]",3,2,1,56.379999999999995,-49.22,1,15,10,5,2,21,1,2,1,28
2008-2009,Washington Capitals,WSH,82,50,24,8,40,46,108,0.659,272,245,27,268,240,252.4,218.36,2748,2418,90.07,1.51,1.37,1.5944,1.3051,0.5243,0.5499,0.5432,0.5499,0.5476,0.0753,0.9187000000000001,78,63,"[None, None, None, 19.0, 9.0]","[1500.0, 1485.932550975685, 1497.6537353385183, 1515.039704143877, 1523.1460540625217, 1517.89938917745, 1509.20863285073, 1501.0907977946931, 1507.625826494429, 1510.16600155034, 1493.1580769486968, 1487.431198994009, 1495.4804558530718, 1508.667178810021, 1519.337176274876, 1536.6170607114605, 1545.4295648548025, 1539.774031911591, 1551.7106205498246, 1533.369817426007, 1519.5775982975686, 1512.3791299900984, 1522.4279942837147, 1536.503259160061, 1519.1589418545104, 1503.493876439539, 1515.5431305719603, 1522.8755201735537, 1507.421038322398, 1524.2554068391014, 1537.3941300341996, 1545.710864005163, 1549.1627124081556, 1556.3986996735575, 1536.4820236503328, 1542.3546239140917, 1548.045139615955, 1558.141003696015, 1568.3352951843788, 1576.4638005965776, 1581.3759199543524, 1583.0711045091418, 1561.4595735108244, 1553.9262965782834, 1533.798627220089, 1546.3363673049887, 1557.047242070391, 1559.6703393457778, 1548.4497296207376, 1544.966039193033, 1558.078060415015, 1566.5538484859578, 1584.888745599866, 1573.3201369748317, 1582.5452748365965, 1575.5602467913354, 1587.4679337330797, 1598.7760528248189, 1598.0975790853672, 1572.5235250945684, 1581.7068546180635, 1565.6259402880332, 1569.883364018615, 1578.3383477179782, 1555.7896230383574, 1534.7272101619017, 1523.243014057098, 1516.0877011218463, 1523.3044514024234, 1532.9687592345404, 1536.064592067906, 1517.916424467718, 1534.2898341016753, 1545.4633966134716, 1531.5219723468033, 1525.8850656527734, 1533.2072496300516, 1541.1176348315353, 1532.2399325133154, 1543.0809191701458, 1555.1706592535077, 1561.8688879748036, 1545.7057292863649]",4,2,1,15.599999999999994,-21.639999999999986,8,11,2,13,1,24,2,13,18,18
2008-2009,New Jersey Devils,NJD,82,51,27,4,36,45,106,0.646,244,209,35,238,207,227.12,187.31,2698,2415,91.43,1.48,1.19,1.3921000000000001,1.2078,0.5543,0.5354,0.523,0.5257999999999999,0.5256000000000001,0.0758,0.9331999999999999,47,58,"[None, None, None, 17.0, 5.0]","[1500.0, 1507.3548017444105, 1514.1013089882342, 1501.06028858801, 1509.6059743388234, 1514.852639223895, 1529.8704287257583, 1509.0942208261272, 1502.4108218342826, 1496.7912640021996, 1510.6299565274328, 1497.6858005200058, 1500.690955445889, 1490.3649794308697, 1481.2335930623883, 1466.1886562953423, 1457.3761521520005, 1463.031685095212, 1475.0418047496728, 1488.5721336593515, 1505.8001812805237, 1511.786663017221, 1498.738906261692, 1506.402131671238, 1514.3018246880258, 1529.3035165567735, 1540.8807954523072, 1523.8104260102505, 1519.267741049454, 1531.4595459620011, 1543.0754538470787, 1549.059881687162, 1539.2344943736489, 1529.255980526466, 1541.0439269452547, 1546.8478885599052, 1537.6784510034204, 1551.9748916092872, 1554.7398762165055, 1545.41066870555, 1517.1718980934777, 1533.444180800845, 1524.8054752269134, 1537.7829119082012, 1546.28052105155, 1553.271423444581, 1562.5330642624986, 1575.6230984585018, 1585.5129527411473, 1594.3042742475998, 1597.3440821011704, 1579.0091849872622, 1588.9365960980176, 1571.0279250713486, 1579.7840113288355, 1585.139122660129, 1593.668192998589, 1601.5760174149025, 1580.7205299376694, 1581.3591085055812, 1552.5034366967095, 1562.1883621443249, 1577.450431716228, 1589.8683787528148, 1593.343172809996, 1565.813037060628, 1572.6305256632418, 1579.5600061256423, 1589.2402408076032, 1594.7166844363676, 1580.244096040014, 1590.1420298976673, 1574.2422712929158, 1561.9019415599817, 1554.9102389072364, 1546.670591754388, 1529.1002195546134, 1514.0273025954966, 1516.9034182214834, 1524.773762660695, 1502.3351460837691, 1507.5895772976903, 1516.920548950204]",5,3,1,10.879999999999995,-19.689999999999998,15,2,9,2,23,19,4,12,21,17
2008-2009,Chicago Blackhawks,CHI,82,46,24,12,36,42,104,0.634,264,216,48,260,209,219.66,207.88,2683,2344,91.08,1.5,1.28,1.4125999999999999,1.2573999999999999,0.5396,0.5291,0.5446,0.5522,0.5503,0.0756,0.9228000000000001,63,54,"[None, None, None, 8.0, 4.0]","[1500.0, 1489.057462340027, 1477.336277977194, 1473.062286659988, 1489.828015832508, 1487.542849729262, 1491.0886288902311, 1507.1094533950888, 1502.9929312911995, 1496.6098227198358, 1510.1780833582604, 1514.2070987857103, 1528.3518618344342, 1544.253539311605, 1537.097726245371, 1527.738044696166, 1520.139126414986, 1524.6012783791666, 1538.7162282697004, 1544.3278175790554, 1540.0577295681776, 1531.482038821657, 1514.5687565162884, 1526.062806379158, 1524.0632387303538, 1540.5204091439805, 1549.879202126895, 1556.931727909025, 1565.578942298996, 1584.1692312236703, 1589.935479255441, 1602.2838720645757, 1615.4591868193904, 1625.9963027873405, 1606.9148533421894, 1592.4074649516615, 1605.0368389541568, 1619.167728653477, 1607.3171452877168, 1584.480243460879, 1591.6692239961433, 1601.5784732685445, 1591.392107932727, 1595.185698401383, 1573.2818076999006, 1554.6573884847571, 1561.7429578123806, 1542.3518424772112, 1560.6335964688872, 1571.789850724466, 1587.5523884757029, 1563.7637336032312, 1571.5590897251634, 1561.8222997838254, 1577.264118855518, 1585.5043233662484, 1601.5876539998346, 1613.3576688524345, 1601.5502318769695, 1583.6144108433396, 1573.2852321638666, 1580.6232651065377, 1584.035252469511, 1572.2846811836482, 1542.871666323594, 1546.0281823873902, 1531.870188467469, 1513.8031843255133, 1508.3267406967489, 1503.2386624953915, 1498.146428997486, 1510.100451957589, 1514.9196291613662, 1521.9113318141117, 1504.940725195915, 1488.3682293807458, 1503.0532432796665, 1515.174265388418, 1522.9646811421287, 1536.0916643518274, 1531.1175162698678, 1546.8154972355344, 1561.5505483461527]",6,3,2,40.34,-1.1200000000000045,10,5,7,8,6,11,5,8,3,8
2008-2009,Vancouver Canucks,VAN,82,45,27,10,37,42,100,0.61,246,220,26,243,213,225.25,214.02,2335,2394,91.1,1.5,1.22,1.2825,1.3324,0.5515,0.4905,0.4928,0.4947,0.48960000000000004,0.0911,0.9279999999999999,53,57,"[None, None, None, 12.0, 6.0]","[1500.0, 1518.3026579184373, 1524.477805780018, 1507.091836974659, 1514.4324068580363, 1501.750734847745, 1498.2049556867755, 1485.8408974578635, 1500.5465270602126, 1491.8973653372266, 1511.1785262129697, 1515.926940834143, 1507.3794600579615, 1522.6686172323562, 1529.3433396180176, 1541.0785255506578, 1534.148454839761, 1544.2154772502429, 1536.0991668789204, 1552.72510295102, 1561.247471536243, 1574.261001192087, 1580.1517619883623, 1569.427059769566, 1555.6509459313318, 1546.5319537803243, 1539.5186306526214, 1548.484980162158, 1542.8958089093392, 1554.2964120309475, 1536.6425130319676, 1547.1990811146186, 1556.3309972648713, 1543.9826044557365, 1550.5320266814244, 1536.9138725413663, 1526.763808207569, 1536.3196110907347, 1527.1901008440357, 1533.967002132434, 1527.12591608539, 1520.8332772785811, 1534.0239598239095, 1515.9327710343937, 1506.1311228650611, 1493.1536861837735, 1475.0419210124253, 1471.4815012824492, 1469.1918340827938, 1453.8350448689407, 1447.826344025655, 1455.5963637260004, 1479.385018598472, 1494.2396782161418, 1501.6780621963403, 1495.532524242926, 1505.7846619607087, 1512.0368457824695, 1527.432192639939, 1529.1687401085287, 1511.3611291440702, 1516.4839115571854, 1527.6407811287463, 1537.644459845025, 1550.9486275387644, 1541.139650755331, 1533.2561612858533, 1542.4248936107088, 1549.4184421396703, 1558.9930624164208, 1571.107752353039, 1544.8304080269158, 1557.8998953048567, 1544.920572578875, 1553.5941913861348, 1570.564798004331, 1575.487540612748, 1568.8431123214602, 1552.2989237954914, 1524.865393627014, 1538.2231175848003, 1543.1370763841617, 1546.138026907537]",7,4,1,17.75,1.0200000000000102,10,3,23,18,19,17,25,10,16,6
2008-2009,Philadelphia Flyers,PHI,82,44,27,11,34,40,99,0.604,264,238,26,260,232,223.0,236.16,2441,2668,91.3,1.51,1.52,1.3740999999999999,1.4558000000000002,0.49829999999999997,0.48560000000000003,0.4865,0.4765,0.48369999999999996,0.084,0.9198999999999999,62,55,"[None, None, None, 14.0, 8.0]","[1500.0, 1491.9768049076574, 1479.209216636056, 1473.638207642682, 1459.7184760743914, 1455.535262329424, 1452.747202583584, 1473.5234104832152, 1480.2068094750598, 1502.1543881477432, 1506.552968287701, 1497.117917861862, 1483.176215313419, 1474.2782205214723, 1486.7803952427817, 1484.7540386468067, 1494.6427243885553, 1501.7300438943132, 1517.3694170302265, 1522.3384247053812, 1528.007347011572, 1539.3096748151822, 1530.001769162485, 1515.1045258798797, 1518.731032236044, 1511.067806826498, 1516.3735079962232, 1521.3711573868466, 1522.5355150885248, 1536.994207332299, 1548.7681593742773, 1532.37444784053, 1552.2911238637546, 1546.3066960236713, 1554.1105824057854, 1540.9352676509704, 1522.1228941120453, 1531.2524043587443, 1534.816367140901, 1529.833494257314, 1528.1383097025246, 1538.8422513245073, 1547.9235169609638, 1529.13019301134, 1510.6286562892087, 1515.748856714706, 1524.4299318227052, 1516.3395555264829, 1534.9456340723036, 1514.8671391503174, 1506.5000137877755, 1517.6192362259742, 1523.3573489226062, 1502.478158334883, 1512.7055917202936, 1526.313613290681, 1539.5370806175004, 1528.4849003835411, 1544.5658147135716, 1553.3466577468168, 1544.1556903692542, 1531.7377433326674, 1548.948254719442, 1531.4456770442666, 1545.616308336442, 1556.9381817920123, 1547.2738739598956, 1555.6108239426674, 1536.1954486083282, 1530.4473086459636, 1541.898155946158, 1556.5376382271274, 1568.8779679600616, 1550.9728277832128, 1552.6580790667915, 1544.6365296483566, 1534.0846464551864, 1543.795599541574, 1539.1847356773726, 1546.0464624371464, 1537.3443447609443, 1542.729994343836, 1532.9668756093422]",8,4,2,37.0,4.159999999999997,8,23,13,23,7,13,14,25,6,4
2008-2009,Pittsburgh Penguins,PIT,82,45,28,9,33,39,99,0.604,264,239,25,258,233,224.86,218.15,2381,2484,90.62,1.64,1.39,1.3135,1.3094999999999999,0.5413,0.5008,0.48729999999999996,0.4807,0.48960000000000004,0.09720000000000001,0.9217,53,56,"[None, None, None, 6.0, 7.0]","[1500.0, 1507.1315982555896, 1492.7420518502634, 1485.9955446064396, 1491.5665535998137, 1483.460203681169, 1497.4089530255455, 1502.718131454539, 1517.170954640048, 1514.4139810368824, 1507.6386335373757, 1491.7489996844963, 1508.935647927563, 1515.6087459414232, 1518.50895801559, 1526.2635429385546, 1528.2898995345297, 1541.1486463283422, 1536.248137909146, 1543.4239130283158, 1530.410383372472, 1541.7123035769748, 1532.151630304617, 1545.1993870601457, 1540.6763043838648, 1552.9734044201546, 1543.6801124617805, 1532.458949244004, 1517.4572573752562, 1530.1909879611153, 1515.732295717341, 1528.75535574219, 1506.5757702924238, 1513.078510041445, 1494.2098695791865, 1504.188383426369, 1495.7831754652996, 1486.9837766817318, 1481.804997652351, 1460.34684641508, 1445.112311666376, 1454.6153609219718, 1442.0470882766829, 1431.644795805958, 1450.4381197555815, 1437.900379670682, 1451.7222118877787, 1468.1422236313133, 1458.666693806131, 1476.8452062689305, 1473.8053984153596, 1464.813525170984, 1454.5917461527429, 1460.3258067176566, 1476.099985646173, 1464.766715404302, 1472.4272572000896, 1453.1085583203517, 1447.9872594735668, 1455.481025130836, 1466.5332053647949, 1457.3498758412998, 1463.1029293189836, 1473.4321079984566, 1492.085623243298, 1503.502470649291, 1522.347356517122, 1529.5026694523735, 1532.8317384422842, 1529.7270456807175, 1523.4246613746718, 1537.4150566189587, 1551.956047590575, 1561.936174198445, 1547.2966919174755, 1558.56416541999, 1564.1019451330271, 1579.174862092144, 1573.7064080030673, 1559.1654947958762, 1565.9489778228274, 1575.0301812706298, 1584.9484651269472]",9,5,3,33.139999999999986,-14.849999999999994,3,12,18,14,19,15,18,18,8,14
2008-2009,Calgary Flames,CGY,82,46,30,6,40,43,98,0.598,254,248,6,251,246,232.54,219.74,2643,2441,89.92,1.62,1.55,1.4915,1.2875999999999999,0.511,0.5367000000000001,0.5333,0.556,0.5356000000000001,0.083,0.9093000000000001,54,50,"[None, None, None, 11.0, 14.0]","[1500.0, 1481.6973420815627, 1475.522194219982, 1483.1072703836735, 1475.2149071901786, 1469.0695691131143, 1477.7603254398343, 1492.1785022884976, 1508.7389932641945, 1523.7019754122064, 1530.7634245324462, 1538.165411601605, 1529.8408550001016, 1513.9357910773288, 1520.4789290444546, 1507.3047069669065, 1491.4030294897357, 1498.630615716466, 1484.8716381664613, 1498.5920948189746, 1506.4096953999006, 1492.732167461835, 1508.0415930461224, 1518.7662952649189, 1532.542409103153, 1515.529887632597, 1521.139222159146, 1536.088640994643, 1521.5740184830909, 1516.994163291057, 1511.8290580595835, 1525.2379655189975, 1531.5140100411677, 1525.7477620093975, 1532.5956412369558, 1542.3138869733664, 1548.0403618591931, 1557.616607157085, 1563.4866677583757, 1550.8572937558802, 1568.533009262696, 1574.8857016735208, 1581.7052236177292, 1591.821562937687, 1580.14249845529, 1556.5486370742017, 1558.553267392061, 1570.9267833875344, 1577.9403960616764, 1566.408070456416, 1553.3309616515796, 1537.5684239003426, 1527.0829313286752, 1540.3151714829246, 1533.086826033698, 1546.0075740919233, 1555.3983402490037, 1549.1461564272429, 1554.648229184589, 1557.761559105964, 1569.442925483903, 1580.503884839689, 1559.6761652409982, 1571.3769563755577, 1588.8795340507331, 1565.5353608507517, 1545.2852324780415, 1538.4677438754277, 1544.3371066082923, 1526.931204454325, 1533.3255960388467, 1523.8694487007751, 1539.5532519146598, 1528.2857784121452, 1511.941226986131, 1518.4978993266118, 1510.8412362822926, 1517.751256460896, 1499.6394844807205, 1510.759920933641, 1497.4021969758548, 1479.563774454643, 1493.6935592905102]",10,5,2,18.460000000000008,-26.25999999999999,5,24,4,12,17,5,8,16,14,22
