Season,Team,Team Abbreviation,Games Played,Wins,Losses,Overtime/Shootout Losses,Regulation Wins,Regulation/Overtime Wins,Points,Point %,Goals For,Goals Against,Goal Differential,GF,GA,xGF,xGA,SF,SA,SV%,EV_GF,EV_GA,EV_xGF,EV_xGA,EV_GF%,EV_xGF%,EV_SF%,EV_CF%,EV_FF%,EV_SH%,EV_SV%,PP_GF,PK_GA,SRS Rank History,Elo History,League Rank,Conference Rank,Division Rank,GAx,GSAx,gf_rank,ga_rank,xgf_rank,xga_rank,pp_rank,pk_rank,sf_rank,sa_rank,fn_rank,gt_rank
2014-2015,New York Rangers,NYR,82,53,22,7,43,49,113,0.689,252,192,60,248,187,235.73,220.46,2582,2418,92.27,1.79,1.37,1.6384999999999998,1.6305,0.5665,0.5012,0.5056,0.49479999999999996,0.4943,0.08839999999999999,0.9308,35,31,"[7.0, 6.0, 6.0, 9.0, 1.0]","[1500.0, 1508.7411982555896, 1494.9287327969298, 1477.196869003978, 1462.6945135426593, 1468.7337462395187, 1489.2394599069023, 1496.8906360767153, 1486.2699946951057, 1495.2219842226998, 1489.7722809854772, 1485.8602580587717, 1492.2787255674752, 1485.1740867014182, 1469.897695399014, 1495.1750294742026, 1488.775793469847, 1488.0323281604246, 1473.794555907047, 1486.306468955116, 1508.5292839108886, 1502.3383446758637, 1517.461896198037, 1528.5738597416478, 1514.0361957199286, 1507.6534167468478, 1514.767402343682, 1534.11320482705, 1541.593530720087, 1556.5919037481578, 1557.9469298513368, 1562.3194686742647, 1573.1878209014549, 1579.092881881875, 1568.5775062159778, 1581.5546672636158, 1588.961634435778, 1602.2471769814952, 1608.7679805643097, 1618.3469991347183, 1597.8976782956731, 1579.9112055047071, 1585.3231553908984, 1599.2671012664582, 1602.269070382901, 1586.8878085619328, 1577.8934465560624, 1586.9782306719326, 1595.258247096257, 1601.7345050507645, 1593.4453486587772, 1583.6272813244495, 1588.033639614535, 1599.659141883308, 1608.1923453966522, 1615.566062687284, 1607.9018273887275, 1612.002162239758, 1611.841300128258, 1616.534121150875, 1618.7940267543802, 1599.913612500076, 1612.6110298174344, 1605.4776473853328, 1610.338341000492, 1617.386707902364, 1628.8098580629992, 1632.7779653890948, 1636.6412107197425, 1625.463313565984, 1625.391204860156, 1638.1356163562166, 1619.8955675906325, 1636.6048349385328, 1619.4188443088865, 1598.2474373991802, 1605.2657840791069, 1614.4143438063722, 1623.229786267451, 1626.9395698204305, 1633.8587465222515, 1612.675477178023, 1625.1280359279526]",1,1,1,12.27000000000001,33.46000000000001,1,12,3,26,26,3,6,14,8,2
2014-2015,Montreal Canadiens,MTL,82,50,22,10,37,43,110,0.671,221,189,32,214,184,204.65,219.45,2334,2470,92.55,1.45,1.22,1.3927,1.4925,0.5431,0.4827,0.48840000000000006,0.4852,0.4886,0.0793,0.9362999999999999,35,35,"[17.0, 19.0, 3.0, 13.0, 7.0]","[1500.0, 1508.7411982555896, 1513.352313286285, 1517.232393108749, 1497.811341062603, 1508.5536278596253, 1514.7028386779482, 1520.4489465149636, 1531.0695878965732, 1513.9139139388062, 1518.5128544377285, 1512.7777442358768, 1493.7050598974731, 1473.8553612169317, 1476.7941113015977, 1493.4247721875597, 1508.1527317868022, 1524.8127872855612, 1538.0735101083494, 1554.2454435286954, 1536.7580956937152, 1551.324109051806, 1564.0946363688, 1541.8718214130274, 1531.061060220527, 1523.4409618586983, 1530.775005752988, 1523.0158984450384, 1517.220415828902, 1498.5208610360987, 1511.768133028518, 1528.9405833409644, 1537.9134137739366, 1528.994625922953, 1541.4246934675718, 1555.7761389786383, 1564.38482615954, 1567.3226852773328, 1575.2015874018448, 1590.48208701236, 1575.0616937439509, 1566.557830572036, 1572.4113095146863, 1552.9288531775323, 1565.7056110636445, 1572.156937749836, 1577.6217180762906, 1586.616080082161, 1591.7898577387944, 1577.40436248346, 1561.5109901942403, 1572.8724341485988, 1586.1753804362272, 1589.7185069426173, 1576.8664154957144, 1575.4472926597218, 1588.4313015307853, 1570.581715921916, 1563.2114388835148, 1572.1821162909323, 1588.340133434628, 1599.1419312526407, 1605.894957799126, 1581.881996886814, 1568.602961565293, 1564.15540364677, 1569.95558660847, 1563.1340496255875, 1544.434242487279, 1557.6293612162603, 1546.6662336510033, 1553.5241315448038, 1564.2457353139373, 1573.2215486946532, 1565.8067617024096, 1549.708000318372, 1554.031873007046, 1541.0276058727443, 1536.8204032759184, 1531.205951061644, 1546.10266069744, 1550.5072086308942, 1549.9720647723211]",2,2,1,9.349999999999994,35.44999999999999,17,1,21,16,26,8,25,21,11,1
2014-2015,Anaheim Ducks,ANA,82,51,24,7,35,43,109,0.665,236,226,10,228,221,228.22,214.82,2458,2367,90.66,1.57,1.48,1.5515,1.4508,0.5147999999999999,0.5168,0.5079,0.5125,0.5171,0.08289999999999999,0.9193000000000001,34,42,"[16.0, 21.0, 5.0, 3.0, 17.0]","[1500.0, 1488.4099893614673, 1497.675280044981, 1514.9591346511995, 1518.6813544934787, 1526.397063986466, 1540.2975692636614, 1549.4411856717772, 1562.0597883817572, 1541.7277256754924, 1549.9681845980328, 1536.549541645299, 1542.7049017002846, 1549.7296751437923, 1540.8586811839734, 1533.6979259955326, 1528.52146684949, 1531.4555585165328, 1524.9372146965077, 1503.085649828711, 1500.819471154887, 1506.0510177978992, 1512.2189875035792, 1520.0268523259572, 1504.542983871703, 1491.3338092239603, 1499.3233187789772, 1500.7728609874966, 1510.1360789425348, 1517.3342256857916, 1521.5828287403838, 1529.7603015237935, 1545.6472142052044, 1531.40903676137, 1540.3278246123534, 1520.7096969334875, 1526.9941994016203, 1520.3168140690825, 1525.7010377619374, 1508.0580166712411, 1516.1349156501456, 1521.1574269247085, 1507.8718843789911, 1510.9530264981563, 1525.3545541526623, 1536.6390602061326, 1540.4234505236527, 1553.3171342046944, 1570.0553341757595, 1552.110721866809, 1534.7561393135336, 1538.7037261638354, 1557.9391937257597, 1555.124711986023, 1543.5374263920312, 1523.3829003746964, 1530.715795333614, 1517.579194495979, 1502.5810523909272, 1520.119452032087, 1524.9102597946749, 1528.9131714003374, 1509.6202499213098, 1522.6217606160226, 1534.41322390728, 1542.519390815953, 1555.798426137474, 1537.9152137757796, 1529.4572319407866, 1515.458590558505, 1526.0549190086635, 1537.4112088929885, 1543.4336028774471, 1548.940094884879, 1536.1956833888185, 1521.8524229945756, 1528.853250340538, 1537.105761273598, 1543.8437291978814, 1553.031251318101, 1536.55726940279, 1516.3652428554317, 1520.1858101332225]",4,2,1,-0.21999999999999886,-6.180000000000007,8,18,7,14,28,16,15,10,18,18
2014-2015,St. Louis Blues,STL,82,51,24,7,37,42,109,0.665,248,201,47,239,197,221.62,192.5,2536,2233,91.18,1.61,1.34,1.5318,1.3308000000000002,0.5458,0.5351,0.5303,0.5174,0.5303,0.0819,0.9229999999999999,52,38,"[15.0, 5.0, 7.0, 2.0, 2.0]","[1500.0, 1491.2588017444104, 1505.9622697004384, 1502.869189776255, 1523.105612876001, 1509.2051075988056, 1491.8930361579337, 1500.1220958901438, 1507.4221178062628, 1520.8407607589966, 1522.8289964472715, 1526.7410193739772, 1534.706716104136, 1540.9160420903431, 1531.837557110799, 1541.210984762574, 1548.619148365426, 1560.1567879093084, 1546.5000365176572, 1531.9340231595663, 1540.1434283717226, 1552.0365527546546, 1545.640722174001, 1548.203626551553, 1552.2484567514232, 1542.3583787451018, 1535.2760395612463, 1550.1485950014237, 1559.1563174841258, 1572.1455983866365, 1576.0338552215412, 1587.2067275410188, 1572.024677308425, 1565.2914182248087, 1541.2238334091614, 1530.1109438159428, 1541.3894043971195, 1534.7632272313506, 1526.6863282524462, 1547.0521642324732, 1561.1290884857774, 1575.880969059125, 1575.314219900318, 1580.1017601440087, 1571.465313381318, 1580.4636159548988, 1588.9521301799407, 1592.114507029578, 1593.54776271931, 1601.3563109587235, 1606.2381366616137, 1611.175847591663, 1580.674199105265, 1564.7936780035695, 1568.6632359090788, 1585.0033079267662, 1586.703581884842, 1566.0219784258716, 1578.6056866743984, 1561.3824820658624, 1545.2244649221668, 1548.553663837526, 1552.9506678954788, 1548.6119650869146, 1533.4428175334513, 1545.6199708049658, 1551.9867385119333, 1552.4686414623272, 1539.5403557876111, 1554.71876889921, 1572.8731437191127, 1568.0126087763847, 1554.571513224309, 1547.3711758461284, 1553.4804244608313, 1537.652237531833, 1519.1662418810497, 1534.8834848592753, 1547.1149404272037, 1555.9690118038025, 1547.068511499053, 1554.100787224418, 1567.8221214489602]",3,1,1,17.379999999999995,-4.5,7,9,9,7,4,10,10,2,7,15
2014-2015,Tampa Bay Lightning,TBL,82,50,24,8,43,47,108,0.659,262,211,51,259,206,213.81,197.22,2428,2287,90.99,1.79,1.37,1.506,1.2773,0.5665,0.5411,0.5384,0.5303,0.5314,0.091,0.9188,45,41,"[18.0, 27.0, 18.0, 10.0, 3.0]","[1500.0, 1505.7452017444105, 1500.511008376244, 1519.93206042239, 1511.495540385033, 1525.942344411194, 1516.195907931413, 1523.194051388782, 1534.8397998332437, 1517.1427912127133, 1530.5714049417943, 1537.193413893816, 1543.7321794716818, 1557.281886610027, 1568.0945502578595, 1571.454436877794, 1567.058618380432, 1556.3805693617128, 1568.899601754379, 1583.1373740077568, 1565.3472668487057, 1547.1547182783745, 1553.94124603644, 1560.132185271465, 1571.087235508471, 1585.62489953019, 1578.3356885273963, 1588.2200853290858, 1566.5388028415452, 1550.0568385828851, 1554.7049761286685, 1541.235744057317, 1530.2505663718146, 1541.579772166179, 1535.1365958629126, 1523.897579643939, 1532.565258865824, 1537.4681553324313, 1544.6488710626952, 1556.0951770626352, 1540.7851615763084, 1552.454108423984, 1567.874501692393, 1570.7864998920156, 1547.4911649330031, 1539.2711030701416, 1542.8143523487245, 1544.8348921931083, 1558.2027619701364, 1542.064337747619, 1559.0036716006234, 1566.9665749688072, 1562.0847492659173, 1573.9648622143077, 1555.1897740521097, 1566.7770596461014, 1561.375325302476, 1545.0352532847885, 1559.5975941027673, 1550.9827911562218, 1565.9809332612735, 1572.6999955599074, 1563.4458479449345, 1576.6685316221556, 1565.7556022601698, 1571.247701066147, 1576.796245098392, 1581.7100779742173, 1588.5316149570997, 1584.1668614681626, 1572.7635219010576, 1583.7266494663147, 1592.3665791116248, 1601.323590160718, 1605.949695604619, 1594.7951655073923, 1572.0737150568443, 1585.0779821911462, 1562.4901509874862, 1556.1969594324, 1572.459706465661, 1575.2115893646935, 1576.760290684301]",5,3,2,45.19,-8.780000000000001,1,12,11,4,8,11,19,5,1,20
2014-2015,Nashville Predators,NSH,82,47,25,10,33,41,104,0.634,232,208,24,226,202,214.52,194.35,2614,2318,91.29,1.66,1.26,1.5226,1.2647,0.5685,0.5463,0.5307,0.5282,0.5299,0.0808,0.9307,38,42,"[8.0, 8.0, 26.0, 21.0, 8.0]","[1500.0, 1507.3548017444105, 1520.806704808767, 1515.0452235842445, 1527.717619407916, 1521.5584867419095, 1523.5167691618967, 1531.0902342371298, 1513.146841196761, 1528.6417815549762, 1520.51575798072, 1534.7863751605933, 1521.2507737422586, 1528.5797363523377, 1537.6582213318816, 1543.2157830724695, 1535.8076194696175, 1542.3549095378871, 1562.8004445613435, 1553.8100381977647, 1555.0941714918877, 1557.1946996458937, 1559.593051909914, 1563.1270046561065, 1552.6861671070697, 1559.7685062909252, 1547.3035422103958, 1559.0111497677665, 1569.923106721877, 1556.0553548640748, 1557.191008835783, 1562.8509972963095, 1575.7028628644111, 1560.2698255380153, 1571.6086227245098, 1569.3952039365854, 1576.0213811023546, 1581.785188987432, 1576.7626777128692, 1580.69706536419, 1584.2924484498872, 1592.7809454251524, 1603.9257458449645, 1610.8331648279625, 1592.608621624238, 1586.1572949380463, 1589.7817721366678, 1586.6193952870306, 1567.590215640726, 1583.1498866233712, 1586.564674593192, 1567.3292070312675, 1575.6183634232548, 1580.2256191741872, 1585.6273535178127, 1593.8550985322197, 1600.1013722496143, 1610.1761050231132, 1593.604063055973, 1586.747923356059, 1588.163917593617, 1598.6566014829564, 1581.9894107418877, 1572.393096121208, 1559.6956788038497, 1544.211250061467, 1535.3701056403154, 1519.7019026010985, 1522.622067372521, 1510.4797239789436, 1520.4525619237493, 1509.0962720394243, 1503.9128039357686, 1510.7334238327662, 1518.1482108250098, 1529.302740922236, 1538.4429890287488, 1520.79544530077, 1515.9823219118905, 1508.0587949277913, 1500.411941163179, 1490.4621501125648, 1478.4985694792351]",6,3,2,11.47999999999999,-7.650000000000006,5,4,10,3,21,16,3,6,9,19
2014-2015,Chicago Blackhawks,CHI,82,48,28,6,36,39,102,0.622,229,189,40,220,186,229.36,209.77,2777,2477,92.49,1.5,1.29,1.5659,1.5238,0.5376,0.5068,0.5236999999999999,0.536,0.526,0.06860000000000001,0.9351,42,33,"[5.0, 13.0, 1.0, 4.0, 4.0]","[1500.0, 1504.8613298404443, 1519.6353946065256, 1511.8407677663256, 1517.9999004323315, 1531.6975253403589, 1524.1240602651255, 1515.8950005329154, 1523.2474327242403, 1515.0069738017, 1520.1374058573956, 1512.4534770033945, 1502.8202313392912, 1522.669930019833, 1512.829104946286, 1527.695105047614, 1532.0909235449758, 1517.0127100537982, 1530.0883383637529, 1538.996543299849, 1553.5353667300938, 1537.120642523144, 1543.9108449358894, 1559.3947133901436, 1574.9049560835117, 1584.7950340898328, 1590.590516705969, 1603.0554807864985, 1603.955280368906, 1609.8941233042408, 1600.1718608656613, 1605.3917929744605, 1613.5345589951885, 1605.8150903749593, 1618.188390733216, 1593.0093923961126, 1604.354176971401, 1606.5675957593255, 1597.5474527221147, 1601.1919042390475, 1581.2767110319433, 1590.1928226813577, 1563.5542365546146, 1572.1624220950753, 1556.5591631015138, 1536.2909102580936, 1545.4950361697172, 1549.316894663762, 1539.960093514992, 1557.314676068267, 1543.892093669541, 1525.958676949186, 1532.062484836784, 1547.9430059384797, 1539.2933448850938, 1530.765038211175, 1539.3608129308432, 1544.761950528199, 1539.8772546551934, 1520.231288478861, 1499.868464317033, 1501.8179852138662, 1516.1724012765594, 1502.949717599338, 1516.9810312061634, 1515.955330561519, 1511.09463694636, 1515.6082642619529, 1534.7740117175358, 1547.9837175797827, 1559.161614733541, 1539.973730577471, 1549.86739904525, 1530.0413590334915, 1511.0653136465048, 1520.6799094620487, 1536.2233008435144, 1547.441757768457, 1551.2515211013354, 1542.3974497247366, 1534.825416660348, 1527.7931409349833, 1519.9460652569892]",7,4,3,-9.360000000000014,23.77000000000001,13,7,6,21,11,5,1,22,24,3
2014-2015,Vancouver Canucks,VAN,82,48,29,5,36,42,101,0.616,242,222,20,236,220,211.31,230.29,2454,2447,91.01,1.49,1.58,1.4188,1.5143,0.4853,0.48369999999999996,0.5043,0.4954,0.5035000000000001,0.07730000000000001,0.9166,40,33,"[1.0, 3.0, 14.0, 23.0, 13.0]","[1500.0, 1513.7747534599148, 1516.0308655667018, 1527.0826942778576, 1512.635890251697, 1497.8653318984575, 1515.1774033393294, 1495.407129670435, 1508.631983969804, 1518.904188651753, 1524.6392988536047, 1532.0268547354378, 1517.7562375555644, 1532.079288942788, 1540.641813649752, 1522.6333923586535, 1527.8098515046963, 1533.2045859890331, 1506.7021081012656, 1513.8260987080066, 1508.5945520649943, 1525.009276271944, 1534.663929904155, 1547.1473938792597, 1535.318180023122, 1542.7812158873808, 1561.03429401013, 1544.9654190496517, 1537.1579633922486, 1523.9106913998294, 1504.564888916461, 1488.1021478259772, 1493.7294587379265, 1506.1750527394654, 1500.7908290466105, 1515.5148320763026, 1506.7459817170231, 1521.7559763674035, 1529.5293208288574, 1513.8686763994458, 1504.2119421542727, 1493.0671417344606, 1510.2730211629798, 1523.4361261855013, 1530.9332295572788, 1517.565359780251, 1500.8271598091856, 1506.8930038501192, 1490.858669943144, 1496.642593638393, 1478.4815683534987, 1498.6418497983564, 1486.9623717907969, 1495.4906784647158, 1511.4977146324663, 1504.2485349611652, 1512.051545893336, 1519.7157811918923, 1504.6113608325031, 1527.63560243836, 1536.0132487866128, 1511.178423966243, 1515.5171267748071, 1495.4579332808892, 1487.9600868159976, 1497.4248556634486, 1505.8828374984416, 1488.9584910603517, 1497.7180729409802, 1510.623208787684, 1487.6785063260274, 1507.2578081924846, 1513.538703490578, 1529.0983854396557, 1511.3284129798012, 1503.9961395067476, 1522.482135157531, 1527.2952585464109, 1516.0768016214686, 1508.9907503338827, 1513.4340102923636, 1520.6352965014846, 1523.4074995649362]",8,5,2,24.689999999999998,10.289999999999992,14,22,17,20,16,5,16,17,3,6
2014-2015,Washington Capitals,WSH,82,45,26,11,35,40,101,0.616,242,203,39,237,199,217.36,206.3,2420,2368,91.6,1.48,1.35,1.4681,1.3161,0.523,0.5273,0.5073,0.5136,0.5153,0.0808,0.9240999999999999,56,41,"[10.0, 16.0, 8.0, 17.0, 5.0]","[1500.0, 1495.3888849693046, 1514.456405099665, 1510.123210658193, 1527.6652562403638, 1529.3818380716923, 1519.815131187345, 1533.5319148800138, 1520.3070605806452, 1505.737517705971, 1499.1987521281053, 1488.760222379523, 1482.6359860796442, 1492.4768111531912, 1497.4819864725384, 1506.236230929154, 1496.7042407766107, 1485.1666012327285, 1491.9916775070817, 1499.7752807757445, 1488.6850834482582, 1484.5566257592382, 1502.5710494916466, 1487.555981305519, 1480.0929454412603, 1488.3745711479842, 1504.0827616236147, 1520.5647258822748, 1511.0074013130622, 1524.4766333844136, 1519.9617581441707, 1525.3757676398618, 1538.9178768418171, 1544.865918578399, 1533.997566351209, 1552.25064224046, 1546.022101496391, 1555.042244533602, 1560.801506802178, 1576.02238305821, 1566.838626130315, 1576.7802663555894, 1582.2063490674473, 1586.8803874406842, 1579.9729684576862, 1569.8005449750835, 1560.049771401168, 1549.9693447895827, 1564.0803633888263, 1558.9065857321932, 1551.0980374927797, 1562.9610575116671, 1569.3229252130202, 1572.137406952757, 1554.170268161413, 1559.858972277981, 1545.6425562842005, 1558.7791571218354, 1570.9319280084828, 1582.956991896161, 1585.9788756144137, 1575.3332213202443, 1565.334581612143, 1545.9477915451444, 1554.4030610574337, 1563.357932235174, 1554.5977215780497, 1561.3895984111984, 1549.9664482505632, 1533.742650309748, 1546.638554523242, 1545.733533114172, 1555.7025596176122, 1539.6605636943968, 1543.890799398995, 1534.750551292482, 1555.921958202188, 1563.827619811754, 1568.03482240858, 1561.7614500008456, 1568.6747044305043, 1581.5577235790397, 1569.1051648291095]",9,4,2,19.639999999999986,7.300000000000011,15,10,16,5,2,11,20,11,6,8
2014-2015,New York Islanders,NYI,82,47,28,7,34,40,101,0.616,252,230,22,245,224,272.6,223.04,2771,2321,90.35,1.71,1.58,1.9018000000000002,1.5733000000000001,0.5197999999999999,0.5473,0.541,0.5277000000000001,0.5411,0.0788,0.9142,41,46,"[24.0, 29.0, 16.0, 27.0, 10.0]","[1500.0, 1513.7747534599148, 1520.4125321512283, 1534.914887612547, 1538.1191327395084, 1525.6622024561393, 1506.362533359346, 1514.872094524353, 1526.6019938203729, 1516.219597588202, 1495.3662938978664, 1484.5753312746874, 1493.4463252345065, 1498.739579824493, 1506.5537502590792, 1521.5991738489383, 1525.1814441378533, 1512.662411745187, 1530.452518904238, 1537.093191989973, 1553.8156858139316, 1555.0340596854326, 1559.1625173744526, 1541.1480936420442, 1549.7344774167482, 1553.888930851807, 1560.690242354136, 1545.8176869139588, 1537.6031358703224, 1524.6138549678117, 1534.3361174063912, 1534.8553123205484, 1543.5675139424868, 1554.8065301614604, 1540.455084650394, 1533.7422077036354, 1539.9707484477042, 1556.192341493454, 1563.5513074201615, 1537.3397045025447, 1529.566360041091, 1534.1046064139646, 1547.448941057463, 1567.8982618965078, 1580.7619811008808, 1567.985223214769, 1576.8467530605312, 1592.2280148814991, 1572.3660434294002, 1556.8490821725425, 1538.4414587046635, 1541.5790489614717, 1534.5734594583082, 1538.3915093131998, 1541.9871602385742, 1546.067124036067, 1557.005419143869, 1549.631701853237, 1562.2927093935484, 1578.8647513606886, 1575.842867642436, 1552.8186260365792, 1559.799262211461, 1565.8566435799737, 1548.5763271593144, 1540.5479634820676, 1549.389107903219, 1543.2981133467893, 1546.546246000506, 1539.497879098634, 1530.8826078269915, 1517.6874890980105, 1504.4777832357636, 1521.32942318469, 1518.6332915994928, 1510.820646488664, 1502.5681355556042, 1509.9325207714926, 1507.2507753934374, 1513.9372400433197, 1505.7650129452788, 1517.0526807884414, 1513.0562811747473]",10,5,3,-27.600000000000023,-0.960000000000008,4,22,1,24,15,21,2,7,28,14
