Season,Team,Team Abbreviation,Games Played,Wins,Losses,Overtime/Shootout Losses,Regulation Wins,Regulation/Overtime Wins,Points,Point %,Goals For,Goals Against,Goal Differential,GF,GA,xGF,xGA,SF,SA,SV%,EV_GF,EV_GA,EV_xGF,EV_xGA,EV_GF%,EV_xGF%,EV_SF%,EV_CF%,EV_FF%,EV_SH%,EV_SV%,PP_GF,PK_GA,SRS Rank History,Elo History,League Rank,Conference Rank,Division Rank,GAx,GSAx,gf_rank,ga_rank,xgf_rank,xga_rank,pp_rank,pk_rank,sf_rank,sa_rank,fn_rank,gt_rank
2018-2019,Tampa Bay Lightning,TBL,82,62,16,4,49,56,128,0.78,325,222,103,319,221,234.29,212.89,2621,2633,91.61,2.06,1.57,1.6493,1.4756,0.5675,0.5278,0.5121,0.5159,0.5136999999999999,0.098,0.9216,64,36,"[3.0, 8.0, 15.0, 3.0, 1.0]","[1500.0, 1503.1386701595557, 1485.6186632216852, 1506.0438630492297, 1518.3643829792957, 1526.868280414878, 1520.2422873933424, 1536.1117361314666, 1545.4866056025778, 1552.7128112690832, 1530.9407151855878, 1547.4161529467224, 1531.147317269954, 1547.4614035585143, 1552.401764188795, 1564.5877167671174, 1575.213444277846, 1556.50450197061, 1547.6187555682552, 1554.7749591286713, 1560.0219255080704, 1553.1258070595495, 1566.2554112472744, 1573.075307597876, 1582.9276397179822, 1562.571883191627, 1569.7018559607395, 1574.383262915903, 1586.4971222233007, 1588.4330819008553, 1593.4154550744506, 1610.913645074428, 1618.799430048821, 1630.838207183236, 1623.6074157087005, 1634.1137549439245, 1637.651089765331, 1647.0924225542333, 1648.9039439568471, 1652.976598147851, 1655.5482007662497, 1663.7472245736308, 1643.1186158393996, 1653.1323174190054, 1658.9801724236977, 1666.274630517927, 1643.5622158283147, 1651.096001977185, 1632.4187206757222, 1644.2090495250234, 1627.108285514319, 1631.1294871888729, 1635.5800303733315, 1627.5039372305337, 1617.9829088616832, 1622.724176241213, 1632.9862769797292, 1644.8074591340978, 1656.0255366430545, 1664.1518304048616, 1676.2668274067871, 1685.0220326598144, 1682.1649732067203, 1679.2694969860831, 1681.551756596307, 1662.6973473683563, 1666.8598871924828, 1674.2342104262286, 1647.0248067688667, 1649.3135392159509, 1663.7476785443766, 1666.2521891488989, 1675.5538187570992, 1682.8563013862076, 1687.0271339368264, 1698.5110635720316, 1687.3115556289297, 1693.1004886323324, 1670.5317459922787, 1676.5353657475555, 1658.1792924852584, 1665.7009864383524, 1679.3947220196635]",1,1,1,84.71000000000001,-8.110000000000014,1,12,9,5,1,5,14,21,1,12
2018-2019,Calgary Flames,CGY,82,50,25,7,45,50,107,0.652,289,227,62,289,223,250.71,209.77,2656,2302,90.31,1.87,1.49,1.6691,1.4613999999999998,0.5565,0.5332,0.5307999999999999,0.5383,0.5311,0.0909,0.9181,51,44,"[11.0, 25.0, 17.0, 22.0, 2.0]","[1500.0, 1485.932550975685, 1501.456292291355, 1519.011938253186, 1505.5174935529612, 1513.360101033435, 1528.9214890512624, 1515.544071111974, 1529.7566509837077, 1521.9503893427238, 1497.5392694340012, 1492.6047824276577, 1508.2389187285394, 1515.2557147253008, 1523.628588890708, 1532.746979588231, 1522.914321876696, 1529.4829937824904, 1516.248719589359, 1506.568432987944, 1517.394826796273, 1532.5140962452049, 1547.660303348861, 1532.94646598936, 1549.5852616991865, 1540.959146292584, 1549.841401789959, 1555.0641724598215, 1570.9233606835378, 1580.3007010836395, 1592.591414784947, 1582.1322281945215, 1585.409694044792, 1592.3838368307372, 1605.0019585989623, 1588.0276357298808, 1584.490300908474, 1565.0348376150353, 1582.49635965511, 1573.3253062343565, 1586.0633011317389, 1593.823706280143, 1578.8765466000557, 1582.0711254541347, 1587.4567899504898, 1594.9728809830756, 1599.1550970247752, 1609.6206968779632, 1598.6449675743188, 1604.7210905958736, 1614.850386649997, 1617.636937123218, 1606.3896756635925, 1612.7558992593397, 1593.7268083810484, 1587.145349791735, 1575.3241676373664, 1569.015713574811, 1576.6680951461751, 1586.4405733802369, 1598.429736739426, 1601.5544037419252, 1605.5690583828102, 1618.4682157905422, 1622.9915565002032, 1602.042250319928, 1580.4133044333744, 1571.1169079242727, 1556.492583319757, 1569.3918530897304, 1577.8169477676404, 1586.2293862825416, 1577.2454208249449, 1586.8427570502863, 1593.9818963760672, 1602.2421577146013, 1575.5251910754591, 1565.6119619890526, 1575.5392787752517, 1586.785151430743, 1597.7954772678254, 1579.3484775920424, 1558.107026548238]",2,1,1,38.28999999999999,-13.22999999999999,6,7,7,4,7,19,13,1,5,14
2018-2019,Boston Bruins,BOS,82,49,24,9,38,47,107,0.652,259,215,44,257,212,230.06,210.78,2680,2416,91.23,1.56,1.27,1.5793000000000001,1.4194,0.5512,0.5266,0.5354,0.5307,0.5363,0.07339999999999999,0.9311,57,46,"[19.0, 15.0, 9.0, 4.0, 3.0]","[1500.0, 1480.7554637207334, 1500.697559922132, 1515.0969665449825, 1527.7145200219054, 1542.2104743201464, 1526.6490863023191, 1519.9339005639326, 1513.8048721628054, 1530.5914521197203, 1542.140963160492, 1523.8884573879163, 1532.0922876103584, 1525.7738904335088, 1531.4800250387177, 1513.0019926315126, 1531.3498646913592, 1542.7992269067702, 1527.7405218113524, 1521.1578496716972, 1529.4171197723724, 1522.631466545187, 1527.3662400339704, 1534.6756184248168, 1524.065927087246, 1526.6864298677583, 1510.809578674675, 1490.886641039222, 1485.9042678656267, 1505.2404813470384, 1511.2008691870674, 1517.8767125502836, 1505.0288993246572, 1491.767677900205, 1511.1849894705158, 1522.1309843556403, 1535.8832450424622, 1519.8301388884483, 1498.5442815768242, 1505.731212420735, 1516.8676625842097, 1531.814822264297, 1538.0827143571523, 1551.8453812533942, 1538.4752114554078, 1548.0575905621974, 1539.622638203896, 1528.7406792542697, 1542.3721329202988, 1530.8742328232436, 1524.4563820084427, 1515.951488122947, 1523.9969934062697, 1538.9070818666694, 1533.0167231844046, 1537.3109658171588, 1540.2039347867506, 1552.4775759691795, 1560.6079836306435, 1570.037097219031, 1577.6614154135616, 1579.9333235239574, 1577.0548656008957, 1591.5303882872547, 1610.3847975152055, 1613.7264589994354, 1619.2370598716093, 1623.385903817417, 1625.7949146943515, 1610.387111244624, 1590.0784177815915, 1580.7207142946831, 1585.2646453362172, 1603.2916961216044, 1611.6333175995774, 1625.256349094333, 1619.46741609093, 1624.742784549637, 1601.0659594455406, 1577.618040643975, 1596.0660533917614, 1606.235480664069, 1592.5417450827576]",3,2,2,26.939999999999998,-1.2199999999999989,19,1,13,2,4,21,9,6,10,7
2018-2019,Washington Capitals,WSH,82,48,26,8,39,44,104,0.634,278,249,29,274,248,232.75,246.45,2493,2586,90.41,1.97,1.61,1.5537999999999998,1.7265000000000001,0.5503,0.47369999999999995,0.48979999999999996,0.4904,0.48960000000000004,0.1009,0.9208,44,50,"[5.0, 1.0, 1.0, 13.0, 7.0]","[1500.0, 1519.2445362792666, 1512.9965428211656, 1525.2747320611245, 1506.2251236731367, 1493.4484660927271, 1498.642781680982, 1493.1728296573665, 1510.8427275526549, 1494.9768581845717, 1499.9113451909154, 1488.834837107187, 1482.4647736801755, 1496.0063689786336, 1503.2299591105152, 1494.1705714755042, 1477.5948832282702, 1498.374829431846, 1488.320691264028, 1496.7942567708783, 1504.0128779916338, 1513.3039902955088, 1524.2125293831534, 1537.122290689199, 1553.044001826658, 1563.079543250463, 1551.6980427038995, 1538.9308757683173, 1551.5507593476057, 1569.0183322234486, 1580.752592825255, 1581.958563608585, 1583.328966264659, 1572.0418060221778, 1577.8249006306248, 1589.2332250381291, 1595.7539199523155, 1600.2257095627556, 1577.0734054197562, 1556.8308671267382, 1549.599400205365, 1555.3443398082593, 1561.2916196764722, 1574.6617894744586, 1566.2477901483528, 1546.288491311656, 1527.8276569254615, 1516.5610520934542, 1497.0954892647471, 1491.3705423351782, 1478.9587517714886, 1490.2060132311142, 1482.1605079477915, 1489.5882144813545, 1493.6077533793853, 1486.1571288086056, 1497.0620754453423, 1484.5902539946342, 1510.7969549570864, 1488.4788858756497, 1496.0355741225344, 1506.0346883676011, 1487.7304048653475, 1493.0195783333982, 1504.7923328939644, 1522.2028039132983, 1525.0144767895215, 1538.958126931269, 1547.6486315763718, 1558.7190480281945, 1546.9301338439675, 1563.168042665779, 1553.8664130575787, 1563.5277209570943, 1559.3568884064755, 1547.5611724262876, 1557.478512488485, 1572.9062797669742, 1581.5237071062786, 1604.0924497463322, 1588.6072024953971, 1594.7706072631158, 1574.753632120279]",4,3,1,41.25,-1.5500000000000114,3,14,19,26,11,26,22,15,3,8
2018-2019,New York Islanders,NYI,82,48,27,7,37,43,103,0.628,228,196,32,223,191,224.45,222.92,2360,2535,92.47,1.62,1.27,1.5651,1.5674000000000001,0.5606,0.4996,0.4857,0.47850000000000004,0.4826,0.0857,0.9366,28,40,"[10.0, 12.0, 16.0, 24.0, 6.0]","[1500.0, 1507.1315982555896, 1498.4342515829676, 1513.8284559991175, 1499.793782742779, 1486.5616453372977, 1506.8498028715712, 1492.5287805506607, 1484.502743245872, 1503.8468579301623, 1512.8391917689153, 1531.812379908744, 1535.0924689954538, 1547.146136585942, 1541.155393257783, 1530.5296657470549, 1516.865820665775, 1530.3202978728289, 1540.4657681267142, 1519.4144927964137, 1501.3313237627262, 1508.1654206110047, 1521.751447115426, 1505.829735977967, 1503.2092331974548, 1511.760046910103, 1499.415773428902, 1483.4119528302233, 1492.3861109449854, 1487.8853566621935, 1480.2553601206496, 1482.9758240805406, 1503.1267326606269, 1515.0673040582776, 1503.9193632215474, 1516.8959247577486, 1526.8697935127511, 1550.2546434293463, 1561.6447548231315, 1564.4389280015307, 1571.0145563662547, 1559.7695290269037, 1564.8397663108374, 1551.8334804523104, 1574.5458951419228, 1579.055063772911, 1587.6755220223408, 1598.9421268543483, 1605.690935304804, 1597.84490823932, 1593.8237065647663, 1600.125756069642, 1585.2156676092422, 1586.0874457381474, 1588.1443013247472, 1592.4386190707664, 1574.536668860244, 1589.5641594757951, 1595.9088994799934, 1583.919736120804, 1573.045047634284, 1585.047463819034, 1572.148306411302, 1588.7085606304174, 1571.2980896110837, 1551.2983077225574, 1550.1035607311856, 1557.4126591274642, 1538.464644240027, 1548.6473935534618, 1554.481664778748, 1541.8214889717433, 1547.0344180004806, 1529.0073672150934, 1510.6401859230157, 1524.8393975358258, 1535.1722687654287, 1518.253969180675, 1527.397973099007, 1534.4399881674435, 1524.802582929338, 1532.088901412627, 1552.1058765554635]",5,4,2,-1.4499999999999886,31.919999999999987,16,1,15,12,29,10,29,12,24,1
2018-2019,San Jose Sharks,SJS,82,46,27,9,38,46,101,0.616,289,261,28,289,258,253.86,223.45,2708,2324,88.9,1.92,1.85,1.7974,1.5126,0.5093,0.5429999999999999,0.5426,0.5487,0.5457,0.09029999999999999,0.8968,50,41,"[21.0, 5.0, 11.0, 9.0, 11.0]","[1500.0, 1483.280805500245, 1490.8567202239983, 1475.4625158078484, 1499.061259630211, 1492.4593284600548, 1486.150961406008, 1501.8791379663303, 1516.2001602872408, 1526.2963875590483, 1522.673830183918, 1528.561734808815, 1521.4537766937212, 1502.6322386442484, 1507.6253838807108, 1515.5805687293034, 1507.867578180464, 1491.1429053612117, 1504.3771795543428, 1514.1295272990135, 1501.9028701021105, 1518.082874401137, 1509.3992548452024, 1521.889079062662, 1501.4775168208062, 1496.923503940765, 1488.175487709143, 1471.162232470716, 1485.0408384189766, 1500.057046385166, 1493.256495803126, 1507.2858674679194, 1518.7350353835593, 1525.5885180285104, 1537.376367913496, 1554.6938511475173, 1541.0951755468416, 1531.0148769109237, 1524.055205141867, 1533.5397072446583, 1546.63817767691, 1533.9001827795278, 1541.276401363666, 1561.9050100978973, 1569.3936582931549, 1580.383843792204, 1589.0745917662834, 1595.8045070428725, 1608.3166214175494, 1585.9205587790757, 1574.1302299297745, 1551.3893943674948, 1557.1143412970637, 1561.1825585134914, 1568.8057895206862, 1587.8348803989772, 1597.0077179131754, 1610.3567968119582, 1584.150095849506, 1588.571142253249, 1580.9468240587184, 1597.0160016804962, 1577.4090196868417, 1585.037915702099, 1570.56239301574, 1575.9758996399255, 1584.8797658083188, 1595.7574771644963, 1600.875020022334, 1611.645182940724, 1618.095744878282, 1599.4333802360002, 1580.8240432759587, 1559.5907504664422, 1540.2202317921503, 1531.162654313889, 1518.6539862485447, 1508.7821206066533, 1515.1799201491535, 1503.934047493662, 1489.2368606839857, 1495.9027877270132, 1511.4183899365644]",6,2,2,35.139999999999986,-34.55000000000001,4,27,3,9,8,15,6,2,6,26
2018-2019,Toronto Maple Leafs,TOR,82,46,28,8,40,46,100,0.61,286,251,35,286,249,263.26,235.26,2737,2718,90.84,2.06,1.7,1.7956999999999999,1.7480000000000002,0.5478999999999999,0.5067,0.49200000000000005,0.5173,0.5003,0.0947,0.9243000000000001,43,38,"[27.0, 29.0, 14.0, 6.0, 4.0]","[1500.0, 1505.7452017444105, 1491.4155830234372, 1499.1368670704478, 1517.4842885375715, 1529.643224292971, 1542.4198818733803, 1554.2211271144322, 1533.9974412810088, 1513.8243021288768, 1528.338808893565, 1535.5494417670802, 1519.9153054661983, 1510.8714895311894, 1532.7476778281948, 1542.229509720123, 1555.97833670798, 1537.6304646481333, 1550.6481354810826, 1562.874792677986, 1566.7609741987608, 1577.056234317407, 1556.9483991865604, 1543.9837908965424, 1558.5052624568414, 1569.114953794412, 1577.862970026034, 1589.2263173947586, 1594.878688259232, 1584.7424519034214, 1565.4062384220097, 1577.5690274400472, 1565.530250305632, 1556.6093231919956, 1570.5949355195992, 1582.4934938905726, 1589.6893684370418, 1592.555778053792, 1604.2064123170476, 1580.8215624004524, 1569.1414039358558, 1581.7473375904856, 1559.4234077669134, 1569.1367218266585, 1559.5543427198688, 1537.558343632921, 1556.235624934384, 1541.649282022934, 1524.7931787083542, 1537.204969272044, 1528.873204207082, 1536.638967566461, 1546.251637477256, 1550.5032660561883, 1557.4067058428648, 1536.831965973925, 1547.3659096886438, 1561.74217554837, 1546.098429284133, 1541.8068595421807, 1531.807745297114, 1545.372886959136, 1553.1078746123658, 1561.9572300641937, 1545.396975845078, 1554.3506333695975, 1575.9795792561513, 1566.1374755099205, 1572.0975178776678, 1557.663378549242, 1547.038958206413, 1553.7263015411731, 1527.917387711259, 1512.72523794911, 1521.430005826095, 1510.9900110286203, 1522.35358834342, 1518.4694982841208, 1501.782090560656, 1511.4194957987618, 1497.108466570473, 1489.586772617379, 1487.7488756523844]",7,5,3,22.74000000000001,-13.740000000000009,1,18,4,27,13,7,4,24,13,16
2018-2019,Nashville Predators,NSH,82,47,29,6,38,43,100,0.61,240,214,26,236,212,232.56,222.35,2679,2460,91.38,1.64,1.41,1.6092,1.5303,0.5377000000000001,0.5126,0.5223,0.5224,0.524,0.07690000000000001,0.9277,28,43,"[8.0, 13.0, 13.0, 2.0, 10.0]","[1500.0, 1508.7411982555896, 1517.4385449282115, 1499.8828989663807, 1514.4734458422574, 1528.508119098596, 1538.1979941847198, 1551.5754121240082, 1565.4914936504392, 1555.3952663786315, 1561.5856106101514, 1544.798393846458, 1556.0771755268152, 1572.3460112035834, 1578.664408380433, 1593.2582230414955, 1598.2675226728952, 1590.7123269361405, 1580.9599791914695, 1571.1782388435363, 1577.5037788698835, 1584.3998973184043, 1593.4451146221213, 1569.929663796956, 1578.0735291670096, 1569.091038186186, 1546.9835091593395, 1555.2664570746288, 1562.1933124912557, 1544.3565296639963, 1532.0658159626892, 1540.6111160170185, 1544.668374917349, 1545.2347096478409, 1536.8713419170886, 1525.2538051453023, 1515.903538690203, 1502.151278003381, 1487.083873995265, 1477.272168946827, 1500.4244730898265, 1512.9112974307427, 1504.7798463330594, 1522.342525727532, 1544.666455551104, 1549.262342941775, 1542.7504628403954, 1526.0787304989894, 1544.5395648851836, 1527.5278274998873, 1510.036542453144, 1525.258380199385, 1534.8318747809572, 1548.8521141961153, 1533.0308760795497, 1544.4037597138754, 1549.6285915302146, 1542.2145416351154, 1535.4152810564651, 1523.8331046871929, 1535.8926499949578, 1517.2048404772092, 1530.306185547739, 1535.375308813439, 1510.9321508959815, 1511.418718105694, 1502.608389463758, 1490.1796739053937, 1494.6212523101972, 1497.0925787995411, 1486.3292586297905, 1476.6997520588811, 1487.498175773923, 1506.1075127339643, 1521.2996624961136, 1517.1013682609787, 1501.0468929578606, 1508.412751148304, 1524.6933579077795, 1509.2082544300524, 1513.5155325615704, 1519.205296269873, 1532.350822669229]",8,3,1,3.4399999999999977,10.349999999999994,15,4,11,11,29,18,10,9,21,4
2018-2019,Pittsburgh Penguins,PIT,82,44,26,12,37,42,100,0.61,273,241,32,271,238,243.84,230.6,2732,2729,91.28,1.82,1.5,1.7585,1.6377000000000002,0.5482,0.5178,0.5032,0.49729999999999996,0.5014,0.0828,0.9309000000000001,52,39,"[16.0, 2.0, 4.0, 12.0, 5.0]","[1500.0, 1506.247993458101, 1486.7341894926708, 1497.408853553407, 1494.2342910870232, 1487.6131801048068, 1507.8368659382302, 1514.308440826415, 1538.719560735138, 1555.729955709798, 1536.756767569969, 1533.476678483259, 1511.600490186254, 1491.052388874413, 1483.8287987425315, 1501.4450176455823, 1488.0284799014073, 1480.8722763409912, 1468.942250404169, 1463.2648207477023, 1482.1691950279233, 1477.43442153914, 1491.638663599888, 1501.7940471526065, 1491.362881636999, 1476.225787383963, 1496.2996717137378, 1512.3034923124164, 1504.973561184453, 1509.4743154672449, 1488.4047833451996, 1501.252596570826, 1504.8369633471293, 1490.6640704709828, 1501.951230713464, 1509.106912510888, 1522.717095280933, 1533.781393615873, 1551.3650202292704, 1558.2343173799086, 1573.100893871211, 1587.6256994930418, 1567.0620575073467, 1577.939027373339, 1587.1495882885015, 1564.462222023356, 1551.9501076486788, 1557.1318546717573, 1541.415063146114, 1519.4031841026444, 1536.5039481133488, 1544.177369624845, 1536.4116062654662, 1515.9861890339432, 1509.1502406895984, 1504.4089733100686, 1520.7708656376717, 1528.4677448828324, 1520.8153633114682, 1526.9007278344568, 1533.3814968414304, 1517.3123192196526, 1510.6264821885547, 1529.5624456872035, 1520.988791464263, 1540.1721066000002, 1544.5663821146616, 1556.3518021958353, 1538.5780409732251, 1553.9858444229526, 1565.7747586071796, 1576.4115006510915, 1554.8405090762092, 1546.6397580370494, 1544.4093119232646, 1548.6076061583994, 1556.6355832544878, 1566.2309506503502, 1549.9503438908748, 1562.4313297943372, 1542.3503609841275, 1552.9638664781717, 1541.851177013088]",9,6,3,27.159999999999997,-7.400000000000006,9,8,5,21,6,9,5,26,9,11
2018-2019,Winnipeg Jets,WPG,82,47,30,5,38,45,99,0.604,272,244,28,270,243,225.46,238.43,2558,2741,91.13,1.67,1.63,1.5018,1.6403,0.5061,0.478,0.48450000000000004,0.48969999999999997,0.4878,0.0837,0.9231999999999999,58,47,"[9.0, 22.0, 20.0, 1.0, 8.0]","[1500.0, 1518.8083086642405, 1502.7110617576182, 1510.1010252722117, 1495.510478396335, 1508.8670690155009, 1501.0215634026165, 1516.079498152538, 1526.173485629474, 1530.9761329286034, 1516.4616261639148, 1522.893679158425, 1515.6830462849098, 1527.1523561095285, 1510.0056561680813, 1524.722615694026, 1536.14756198758, 1546.201700155398, 1540.3082827878925, 1553.444217424419, 1538.2980103207633, 1526.4044920619533, 1543.0745345726125, 1532.919151019894, 1537.6320961548076, 1542.7172762273108, 1545.462995865579, 1557.80726934678, 1546.2292611981711, 1561.058970150274, 1567.7103605619411, 1572.0109756828665, 1575.0744367939592, 1582.305228268495, 1558.7981598752656, 1572.396835475941, 1579.2240739377064, 1561.7625518976315, 1543.691701477547, 1549.9630168809229, 1535.438211259092, 1549.7417079837023, 1560.9741619993129, 1551.5791444281654, 1558.317675542834, 1560.7701882282877, 1575.5040389537392, 1592.5157763390357, 1575.328873412609, 1558.0838579466365, 1564.5017087614374, 1570.5718237899969, 1579.6758513676536, 1572.0526203604588, 1555.5439420667751, 1534.3740207295375, 1545.0772045493477, 1550.2565121674563, 1525.6720271821591, 1515.8635916324386, 1491.8665258739636, 1508.2150184868035, 1492.9151306986548, 1482.8433676064328, 1495.272083164797, 1512.908734699792, 1505.5344114660463, 1535.129660966791, 1524.0592445149684, 1517.6086825774105, 1526.9663860643188, 1535.9503515219155, 1541.0223097910302, 1552.2598109714274, 1535.6125503963078, 1551.667025699426, 1532.978894942123, 1523.834891023791, 1509.4343407867912, 1515.786282201015, 1495.4405861810726, 1490.285504186995, 1504.6520921732435]",11,4,2,44.53999999999999,-4.569999999999993,12,16,25,22,3,22,19,27,2,9
