Season,Team,Team Abbreviation,Games Played,Wins,Losses,Overtime/Shootout Losses,Regulation Wins,Regulation/Overtime Wins,Points,Point %,Goals For,Goals Against,Goal Differential,GF,GA,xGF,xGA,SF,SA,SV%,EV_GF,EV_GA,EV_xGF,EV_xGA,EV_GF%,EV_xGF%,EV_SF%,EV_CF%,EV_FF%,EV_SH%,EV_SV%,PP_GF,PK_GA,SRS Rank History,Elo History,League Rank,Conference Rank,Division Rank,GAx,GSAx,gf_rank,ga_rank,xgf_rank,xga_rank,pp_rank,pk_rank,sf_rank,sa_rank,fn_rank,gt_rank
2024-2025,Winnipeg Jets,WPG,82,56,22,4,43,54,116,0.707,277,191,86,275,190,249.87,232.91,2316,2229,91.48,1.7,1.19,1.7552,1.5918,0.5882000000000001,0.5244,0.5089,0.5011,0.5069,0.09140000000000001,0.9337000000000001,58,38,"[14.0, 18.0, 15.0, 4.0, 1.0]","[1500.0, 1521.7527497040803, 1526.5997785464288, 1531.7231568732905, 1545.0923567037528, 1556.5209942823053, 1563.879274810082, 1569.6469328082262, 1581.5304936831412, 1563.6998562752524, 1578.1024388927576, 1594.1233149287991, 1605.5332510829685, 1613.6750989551692, 1617.7026057439264, 1627.657005914423, 1640.721245313316, 1619.7794267659974, 1596.7980857235834, 1608.7430149790182, 1617.0767009859726, 1593.1966379036955, 1608.913380757417, 1588.9448553179236, 1580.333871123369, 1567.136515433199, 1545.240340784978, 1550.5171508877463, 1559.247559819518, 1537.459413075473, 1553.0704553850626, 1545.9374168821244, 1552.879606434782, 1558.9351995172171, 1548.2193817957177, 1563.991105366032, 1579.1386634076125, 1588.4716268611144, 1596.0298358129394, 1579.9553343746993, 1569.5267932031693, 1550.4304170462328, 1560.3108870384133, 1553.9548612871015, 1569.3263856798374, 1580.5810667203996, 1584.914850166959, 1565.8926588778736, 1546.394565829064, 1553.803790661906, 1565.4536791381524, 1576.500710958112, 1589.8612077251191, 1602.4182922255172, 1609.9071030212008, 1621.024200214712, 1625.9961770832683, 1626.0020030137173, 1626.483152527081, 1636.471474746451, 1622.730415754917, 1613.9176003561552, 1602.8445832350817, 1612.780673988526, 1626.9007444869676, 1610.8447345483776, 1615.3593722261808, 1629.6161992350574, 1632.8474879418025, 1606.5533406734194, 1612.3477620186345, 1589.8812895022452, 1596.5303059563414, 1606.9430240275442, 1614.1139849468757, 1596.655057163981, 1615.0401808977715, 1593.533323408924, 1605.6086688907706, 1624.3266627067449, 1622.5730374890777, 1601.24258200819, 1603.3968639568432]",1,1,1,25.129999999999995,42.91,11,1,11,10,1,9,16,10,3,1
2024-2025,Washington Capitals,WSH,82,51,22,9,43,49,111,0.677,288,232,56,286,229,264.15,247.71,2268,2231,89.74,1.9,1.59,1.7828,1.7028999999999999,0.5444,0.5115,0.5097,0.5055,0.5133,0.10640000000000001,0.9075,46,38,"[9.0, 13.0, 21.0, 27.0, 3.0]","[1500.0, 1486.725401933393, 1500.3680305216867, 1508.6421742359184, 1516.5558722332914, 1530.240669898269, 1540.213708487622, 1524.985020505979, 1538.1498873903304, 1548.5554745353156, 1563.6344500573716, 1551.9971402169954, 1556.7585863106424, 1538.359454891257, 1557.1494943327875, 1548.967531638276, 1563.19902379591, 1579.385149061901, 1592.1653110392203, 1580.744417728288, 1571.5527866659957, 1585.024766874012, 1592.861125375343, 1595.2711143493589, 1603.1983985858162, 1592.3732859970796, 1604.777207592012, 1612.433102446032, 1616.0912652676932, 1621.5106560300203, 1606.297413144565, 1593.8584079148304, 1603.396142798755, 1613.539519665652, 1592.703352193904, 1606.2342739492608, 1585.630452262783, 1594.0595390426088, 1587.0677753014704, 1594.487643153184, 1586.8350417131198, 1589.5673142157314, 1580.1871267147026, 1590.6581649576567, 1598.434334390262, 1603.3962672579553, 1610.4393631293465, 1618.9785443897003, 1628.838667613607, 1616.0492757925508, 1624.8401265439572, 1615.8688680441762, 1608.380057248493, 1619.8348140978496, 1624.1890457542331, 1615.078410931545, 1625.7024132606878, 1638.3634169119432, 1617.061857235198, 1593.258209920309, 1579.506400961959, 1580.0088815616748, 1585.6245033262917, 1594.707769987726, 1601.1186091601855, 1612.3186427389496, 1593.1122171950535, 1600.229480173483, 1609.0778317865638, 1612.023632631649, 1624.1724618727294, 1617.5234454186332, 1599.4040861638646, 1574.240219078937, 1578.4945629359936, 1562.355175248979, 1566.83318531941, 1546.9549578010187, 1549.558485880705, 1524.3691193188197, 1505.9940981596817, 1517.4798416045076, 1499.7233905996068]",2,1,1,21.850000000000023,18.710000000000008,2,15,7,21,16,9,22,11,6,7
2024-2025,Vegas Golden Knights,VGK,82,50,22,10,46,49,110,0.671,275,219,56,274,214,256.06,224.79,2482,2141,90.0,1.84,1.55,1.864,1.6840000000000002,0.5428000000000001,0.5254,0.5338,0.5118,0.5177,0.09029999999999999,0.9129,48,38,"[1.0, 14.0, 9.0, 14.0, 4.0]","[1500.0, 1515.825219532655, 1523.1751519173915, 1534.3618714143984, 1520.7192428261046, 1513.5929096355735, 1507.337373737925, 1525.284476984283, 1536.594712750224, 1546.5048255028205, 1561.6645892682782, 1544.2325487104597, 1548.3393385791012, 1559.218609090777, 1550.684460095049, 1535.147870576351, 1541.6718107431338, 1552.9421274289737, 1536.756002162983, 1522.3965166265662, 1529.9202178654054, 1544.7838796224078, 1547.288984351159, 1542.966828447025, 1551.5778126415796, 1523.7885090497111, 1531.2430989884135, 1545.4038529581646, 1553.0160476588662, 1560.1490861618045, 1546.78423512811, 1556.0031370177228, 1565.4952224828671, 1575.873551997306, 1582.6871415341986, 1591.8971057010751, 1600.8308240845934, 1589.2900503775195, 1597.7289193211025, 1603.6214454750643, 1610.1579549030596, 1581.069797193178, 1568.719300956794, 1581.442186094593, 1563.6341828624022, 1555.0321537752525, 1535.7533126754288, 1529.8069408672882, 1542.4491729988006, 1535.3536415854726, 1549.207009879128, 1542.629334899019, 1534.6143391063383, 1520.2113276104494, 1512.7313834383249, 1526.8511362794886, 1534.5295272191925, 1544.6215318857846, 1530.0598969346888, 1536.2665407427412, 1547.3647098935216, 1561.8705222128658, 1569.6660059792416, 1558.7828033557132, 1548.8501777630213, 1566.2613041267437, 1558.8517421142965, 1539.8928437795207, 1550.5763379249563, 1561.1342701809988, 1573.1204547292875, 1586.9081217512955, 1592.5058250122518, 1600.1418999424, 1589.4238358105672, 1571.0387120767764, 1576.0344232199657, 1582.1689431661578, 1579.8127147941757, 1584.7982540423347, 1590.307086621436, 1584.531401197965, 1596.8831357490883]",3,2,1,17.939999999999998,10.789999999999992,5,11,3,18,13,9,4,4,9,11
2024-2025,Toronto Maple Leafs,TOR,82,52,26,4,41,51,108,0.659,268,231,37,267,229,249.95,263.08,2298,2406,90.48,1.69,1.36,1.5903999999999998,1.6875,0.5540999999999999,0.4852,0.4927,0.4738,0.4813,0.0943,0.9262999999999999,50,48,"[5.0, 6.0, 6.0, 10.0, 8.0]","[1500.0, 1492.6451982555895, 1507.9035456350614, 1519.0036454390522, 1533.7897905587429, 1517.5087264621382, 1532.10704040981, 1514.051192213304, 1494.261355223697, 1487.8437557601785, 1505.6743931680674, 1520.0225499111184, 1506.393408563457, 1502.0359996566242, 1516.4618432586951, 1527.2021890402357, 1536.5501218688516, 1517.7581689038518, 1525.9401315983632, 1531.034278378797, 1545.3937639152132, 1550.831662305212, 1531.6543133309683, 1546.1419999508994, 1555.5908246250128, 1560.095193968628, 1547.6912723736957, 1527.800213426831, 1535.6277980237955, 1540.5598445967496, 1523.9502537743926, 1532.0259348437037, 1546.742244805817, 1556.7447372968372, 1533.5250575693128, 1518.3774995277324, 1529.9237041629954, 1516.3927824076386, 1524.9606580639297, 1531.247012133157, 1541.0426841167252, 1544.755185662459, 1551.0856496806082, 1535.3845505175566, 1513.7797548267213, 1499.8249952601138, 1506.5247250228952, 1527.3144632169667, 1540.2086385988812, 1518.648853031685, 1510.4168320128415, 1496.0321571157326, 1507.7752266427408, 1523.6594690753318, 1534.6597821576863, 1526.061041313466, 1540.9376830863312, 1550.7155420273848, 1555.8474348036086, 1563.1525934461265, 1566.507370057598, 1555.9369493842637, 1541.4311370649195, 1528.6251288575313, 1532.235966159783, 1525.1453293389063, 1511.3970597814157, 1524.759714182738, 1534.076129896617, 1541.6298643240598, 1520.3328414233315, 1529.9047885670425, 1521.98033835787, 1537.2524202647262, 1544.488403963301, 1551.7181800331723, 1563.8745545073502, 1549.907619016038, 1558.3222218150263, 1563.0048759285294, 1578.455756894948, 1592.4085960676402, 1596.2525257215566]",4,2,1,17.05000000000001,34.079999999999984,12,3,24,19,10,25,19,25,10,2
2024-2025,Dallas Stars,DAL,82,50,26,6,41,48,106,0.646,277,224,53,275,222,270.41,253.54,2325,2382,90.68,1.81,1.55,1.7741999999999998,1.7667,0.5387,0.5011,0.4865,0.4954,0.4841,0.1007,0.9183,51,36,"[15.0, 19.0, 3.0, 2.0, 5.0]","[1500.0, 1508.7411982555896, 1522.0294909584618, 1532.5738311034038, 1534.2305929952822, 1525.9564492810505, 1537.2516501987006, 1523.020380477874, 1537.6988849806658, 1546.1839218913065, 1531.8456999676994, 1520.9016595896874, 1530.2491128986535, 1520.294712728157, 1538.583684572597, 1551.8200308848618, 1561.0132940041103, 1542.7395971932992, 1552.011603667274, 1565.5870314998847, 1554.588656919531, 1532.143226500236, 1542.8378341923656, 1556.0351898825352, 1563.0546066561258, 1555.0244061486223, 1547.4122114479208, 1559.070198230737, 1534.1039248302236, 1538.623715910437, 1553.8369587958923, 1539.120648833779, 1521.2406241490726, 1530.4930580355149, 1522.9456779092338, 1535.868374786988, 1544.064198297726, 1554.9693394154174, 1559.3573497436123, 1563.6313117810005, 1574.590779236368, 1577.7311083351535, 1567.963024406858, 1581.9177839734657, 1565.6234265833082, 1551.2436485896703, 1561.872332806582, 1552.2732069260448, 1559.3687383393728, 1570.274293005975, 1576.851967986084, 1584.7453712370525, 1593.8961731325196, 1582.8235753609288, 1578.0961971420995, 1586.086446119658, 1597.2219847228416, 1603.5138083719628, 1587.3524198885864, 1600.5985912621518, 1610.861089444381, 1615.843668037704, 1618.4677701311955, 1608.6398400184953, 1619.0748327812255, 1604.818005772349, 1598.6771048877645, 1601.351578317449, 1595.9153013728046, 1597.548552877276, 1606.7921321013455, 1614.13447838018, 1624.8986316393025, 1635.6308446017445, 1642.7869116423217, 1648.2830209413808, 1625.5348445106677, 1615.0417288438407, 1604.0680170001656, 1585.3500231841913, 1568.246611491642, 1552.9175980086177, 1527.405182524146]",5,3,2,4.589999999999975,31.539999999999992,6,11,9,24,8,4,15,23,13,3
2024-2025,Los Angeles Kings,LAK,82,48,25,9,43,47,105,0.64,250,206,44,249,203,249.61,214.71,2304,2093,90.3,1.77,1.25,1.734,1.4561000000000002,0.5861,0.5436,0.5329999999999999,0.5325,0.5383,0.095,0.9235,35,36,"[22.0, 17.0, 12.0, 11.0, 6.0]","[1500.0, 1512.6279361876102, 1506.5752593304237, 1500.5848768041378, 1485.7987316844474, 1502.8356909001238, 1519.4476364093596, 1501.5005331630016, 1506.9926862554244, 1513.4913842840867, 1497.8000965766073, 1515.2321371344258, 1508.8543499266134, 1522.9872838952094, 1544.406785703265, 1529.4424677708384, 1541.6221070290203, 1527.330712789264, 1514.0103497076989, 1525.594490733001, 1515.7798433783855, 1522.654813047316, 1498.5150787503476, 1518.483604189841, 1526.3570886396235, 1538.0515313484034, 1546.0817318559068, 1562.457191670807, 1572.055132555863, 1559.3604416713522, 1573.6208918813704, 1564.8202974039348, 1577.8692761492969, 1567.887558587243, 1557.7441817203453, 1564.40926733995, 1569.0947724603498, 1582.8236754519237, 1589.905748392464, 1596.2617741437757, 1585.0593933622558, 1577.8202172311242, 1589.7841259209802, 1571.8965125802645, 1544.9265759151378, 1551.795849910336, 1544.739114458429, 1527.9270188905232, 1513.3141893208317, 1498.6800258330086, 1515.351587554533, 1527.5071564993257, 1532.234534718155, 1525.705664298616, 1534.9646043651746, 1549.5262393162704, 1540.524537668928, 1527.2783662953625, 1512.0665569305825, 1489.3230943196593, 1485.0560150486858, 1491.780593331197, 1502.6637959547254, 1515.854393184571, 1535.0608187284674, 1538.4956222825217, 1523.0390123884283, 1530.7740550630488, 1551.328500754936, 1561.1263923377182, 1570.0526330977086, 1556.5957310302829, 1541.3236491234268, 1549.752340671016, 1567.2112684539106, 1577.6611365406118, 1590.0160826787096, 1578.5129878557857, 1589.111890620137, 1596.451850709469, 1614.3537064533343, 1619.7843963576024, 1594.1364868637668]",6,4,2,-0.6100000000000136,11.710000000000008,8,2,12,1,24,4,17,2,15,10
2024-2025,Tampa Bay Lightning,TBL,82,47,27,8,41,45,102,0.622,294,219,75,292,216,262.51,237.5,2343,2312,90.66,1.86,1.44,1.7096,1.6488999999999998,0.5636,0.509,0.4926,0.5039,0.5023,0.10189999999999999,0.9234,52,35,"[7.0, 8.0, 10.0, 12.0, 2.0]","[1500.0, 1516.719194499755, 1529.368607181673, 1536.4949403722042, 1527.8775487224557, 1513.2792347747838, 1530.87864755155, 1517.70477389092, 1532.933461872563, 1537.0428286429526, 1551.0295413290012, 1539.4471288254526, 1528.0371926712835, 1519.5450974793876, 1512.514723509975, 1533.4565420572935, 1551.3265831138406, 1555.4812830840176, 1547.364647317485, 1533.789219484874, 1551.4316511395173, 1543.5952926381865, 1548.1864051322214, 1533.6987185122905, 1549.0036446374695, 1561.5062350187145, 1553.6451210343316, 1568.669074707468, 1583.8302354435266, 1590.4071060530507, 1597.6415380789083, 1582.431384446263, 1601.0773840103757, 1609.1286378268294, 1585.4140487760549, 1572.4857163636586, 1565.4036434231184, 1545.7821523842572, 1552.6300036650275, 1562.2170954290866, 1555.760426439066, 1567.083280583494, 1544.6002408568654, 1544.914889348174, 1557.8542308515052, 1544.9600554695908, 1537.039324454055, 1540.749304600214, 1526.4399684717555, 1502.250187797316, 1516.8843512851388, 1509.8872114581816, 1518.2285847035178, 1535.1897903958006, 1552.0614873697898, 1561.5985426382151, 1571.1919146277965, 1584.4452760500074, 1593.7924864825304, 1607.5442954408802, 1599.4093765566367, 1612.193686715027, 1615.5063344350283, 1586.1980040173923, 1569.7877794589167, 1562.2141515749777, 1575.469200769715, 1581.1027584162491, 1586.5390353608934, 1570.5323712043778, 1558.546186656089, 1569.9205369220708, 1584.033735635856, 1591.3658890498232, 1601.5529236857722, 1591.1839311596118, 1584.9150316557268, 1597.989513254307, 1589.5749104553183, 1579.3358816728, 1589.7567343884912, 1601.8346230607458, 1578.5100817221166]",7,3,2,29.49000000000001,21.5,3,6,14,15,5,2,12,14,1,5
2024-2025,Colorado Avalanche,COL,82,49,29,4,40,45,102,0.622,277,234,43,273,231,258.16,237.73,2451,2126,89.13,1.65,1.55,1.7131999999999998,1.5566,0.5156000000000001,0.524,0.5357999999999999,0.5411,0.5392,0.0857,0.9070999999999999,52,39,"[2.0, 3.0, 8.0, 8.0, 7.0]","[1500.0, 1484.174780467345, 1470.7629286995564, 1452.4919866873151, 1440.6166597375263, 1448.1750470963964, 1465.16722888538, 1475.4596429812025, 1495.3505793190764, 1503.0245567871864, 1483.5036609989004, 1469.5169483128518, 1454.06810749702, 1469.0137606889484, 1464.9862539001913, 1482.127006469456, 1487.0248213205257, 1500.3451844020906, 1486.1136922444566, 1494.584149762792, 1506.0050430737244, 1523.7346989320845, 1506.0922672774414, 1510.4144231815756, 1499.719815489446, 1483.608503456491, 1492.2952313600017, 1482.4672663943545, 1490.1040595771876, 1514.1076752074098, 1529.732316080477, 1511.9464948082775, 1521.9227088251728, 1509.2351962142504, 1520.2424763971142, 1531.0749991057537, 1541.310870375887, 1557.4766756476993, 1573.5511770859391, 1576.2815322446727, 1569.143357139646, 1579.1448203008658, 1559.1308071008198, 1579.1915136373073, 1563.8199892445714, 1567.1606431061157, 1559.505759814743, 1573.8855378083808, 1556.855238868182, 1549.44601403534, 1535.0364446599494, 1543.0815624732754, 1526.2598232328571, 1539.6269605991554, 1547.8099105906354, 1529.4570138609931, 1540.9754389888085, 1551.3411389435737, 1540.3774090369811, 1524.7842870519307, 1540.7638780117643, 1552.6163560585182, 1560.1208944288153, 1566.7241568635452, 1579.5301650709334, 1586.5996093306708, 1580.0876111463294, 1589.6337641848, 1595.7746650693844, 1586.4582493555054, 1601.6886863509287, 1604.1478478580275, 1612.9009429242694, 1626.3578449916952, 1616.392257581744, 1607.8597227800196, 1605.9963784173488, 1617.711835779878, 1609.8022945213618, 1612.158522893344, 1588.5532914781843, 1581.2133313888526, 1589.724744736515]",8,5,3,14.839999999999975,6.72999999999999,16,11,13,3,5,12,5,3,11,15
2024-2025,Edmonton Oilers,EDM,82,48,29,5,36,48,101,0.616,259,236,23,259,235,274.73,231.06,2623,2211,89.37,1.68,1.71,1.9277000000000002,1.6162999999999998,0.49560000000000004,0.5439,0.5444,0.5408,0.5429999999999999,0.0795,0.9033,47,42,"[11.0, 11.0, 4.0, 5.0, 11.0]","[1500.0, 1478.2472502959197, 1461.675902550486, 1447.9788217464868, 1454.8554777311165, 1468.7852453739472, 1457.490044456297, 1451.637789940866, 1468.990451418503, 1476.7793224696989, 1461.300125530022, 1480.1280775538698, 1494.6059325941887, 1478.8732930603232, 1467.9940225486475, 1490.5812879648045, 1495.7418739511434, 1500.1963961098031, 1495.1022493293697, 1478.3505019495667, 1495.9158586130154, 1485.1556506777652, 1505.2233915262989, 1511.4217333764043, 1527.5330454093591, 1520.0784554706563, 1532.5420386039111, 1542.6925608743843, 1550.5536748587674, 1574.1113826200135, 1587.4762336537078, 1577.131177024788, 1580.635870425558, 1583.0875329989, 1592.633598735601, 1585.9685131159963, 1567.292327617364, 1577.9923244901745, 1582.6679900525678, 1591.566509616527, 1603.6297184834875, 1585.1416507111808, 1589.4230508687328, 1596.6622269998643, 1607.6136902089354, 1615.268573500308, 1603.0113150729258, 1594.472133812572, 1602.8895615054682, 1606.3235118244252, 1613.1918324383123, 1605.5154612362328, 1593.7723917092246, 1597.563141253281, 1600.0394823455483, 1589.6737823907831, 1567.6471108622163, 1554.9861072109609, 1541.73274578875, 1534.91675472487, 1548.0522050579934, 1524.372607649199, 1529.483699208717, 1539.3116293214175, 1528.5009750714096, 1520.8769868306215, 1526.738809932097, 1539.9250832230114, 1555.0139577673972, 1549.219536422182, 1554.3988792609612, 1547.0565329821268, 1523.5832985610375, 1528.2733627245864, 1538.9914268564191, 1543.0561582560238, 1530.701212117926, 1520.9187108951428, 1530.2641198647077, 1534.8614064718129, 1556.1918619527007, 1538.2900062088354, 1544.8772495286678]",9,6,3,-15.730000000000018,-3.9399999999999977,13,22,2,13,14,16,1,9,22,19
2024-2025,Carolina Hurricanes,CAR,82,47,30,5,42,47,99,0.604,266,233,33,266,230,288.09,236.95,2599,2046,88.76,1.76,1.67,1.9956,1.5722,0.5131,0.5593,0.557,0.5914,0.5784,0.0873,0.8959,45,32,"[3.0, 4.0, 7.0, 3.0, 9.0]","[1500.0, 1483.280805500245, 1497.288902271128, 1514.5735919900887, 1506.743792264586, 1512.596046780017, 1527.5469845909392, 1543.1257011453506, 1549.6866098634491, 1562.5060961982422, 1574.1434060386184, 1581.0480011362397, 1590.680920113537, 1573.5401675442724, 1589.0767570629707, 1568.1409091254443, 1580.6446742853343, 1589.055666528193, 1599.8521480808197, 1586.1368848558857, 1579.8608313353457, 1590.8592059156992, 1596.3062397282897, 1575.2204710819394, 1554.1469355699169, 1535.8515040595007, 1545.679469025148, 1535.2115832555426, 1540.490104354792, 1520.5623340139905, 1531.6063489373178, 1542.7802485226478, 1533.2425136387235, 1544.057318365024, 1524.0188583584145, 1514.7521810963, 1532.8829731736244, 1527.7400670704594, 1542.186354085719, 1522.296629888871, 1526.4323711433788, 1519.5845198626082, 1535.2856190256598, 1543.5886357422146, 1533.649689570056, 1517.9766819539416, 1526.5787110410913, 1530.6031716764655, 1540.2022975570028, 1553.0245552968547, 1545.4004659456962, 1561.661060772968, 1565.5070435397065, 1548.8354818181822, 1537.718384624671, 1529.1652657456862, 1541.811508244779, 1526.934866471914, 1507.0657146714757, 1519.9629435607883, 1506.8274932276652, 1511.4942996999616, 1519.9209349999455, 1525.2854427991756, 1541.3414527377656, 1557.7516772962413, 1566.1296840775833, 1577.8997221330133, 1583.320883642155, 1562.7664379502678, 1575.063010206075, 1554.646979464134, 1565.3109063037657, 1573.021999879677, 1589.1613875666917, 1572.449891783858, 1544.6627323291705, 1528.1174200743426, 1525.5138919946564, 1538.477015449966, 1523.0261344835476, 1510.560843401932, 1499.3649721451216]",10,4,2,-22.089999999999975,6.949999999999989,9,21,1,6,17,1,2,1,28,14
