Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID
2025-2026,Aaron Ekblad,FLA,D,62.0,84.0,46.0,138.0,32.0,101.0,87.0,137.0,67.0,94.0,181.0,85.0,,56.0,First Pair,55,1232.6,3,18,21,4.25,47.25,49.57,29,1996-02-07,CAN,CAN,76,215,2014,1,1,8477932.0
2025-2026,Adam Boqvist,NYI,D,205.0,209.0,,,147.0,229.0,222.0,147.0,216.0,20.0,177.0,156.0,,213.0,Fringe,20,250.13333333333,0,1,1,0.56,41.18,41.91,25,2000-08-15,SWE,SWE,72,182,2018,1,8,8480871.0
2025-2026,Adam Fox,NYR,D,18.0,7.0,3.0,,15.0,4.0,80.0,93.0,7.0,15.0,60.0,181.0,,9.0,First Pair,30,707.16666666667,4,24,28,4.77,61.90,59.92,27,1998-02-17,USA,USA,71,182,2016,3,66,8479323.0
2025-2026,Adam Larsson,SEA,D,133.0,67.0,,163.0,178.0,208.0,136.0,89.0,116.0,136.0,184.0,75.0,,74.0,Second Pair,56,1214.9,5,10,15,1.81,45.21,43.26,32,1992-11-12,SWE,SWE,75,209,2011,1,4,8476457.0
2025-2026,Adam Pelech,NYI,D,70.0,24.0,,155.0,60.0,65.0,31.0,149.0,112.0,200.0,123.0,126.0,,93.0,Second Pair,58,1210.9833333333,3,7,10,4.42,52.70,52.09,31,1994-08-16,CAN,CAN,75,210,2012,3,65,8476917.0
2025-2026,Adam Wilsby,NSH,D,111.0,188.0,,26.0,127.0,114.0,130.0,215.0,53.0,177.0,205.0,188.0,,175.0,Third Pair,43,727.85,1,11,12,2.94,41.67,49.19,25,2000-08-07,SWE,SWE,73,188,2020,4,101,8482482.0
2025-2026,Albert Johansson,DET,D,201.0,139.0,,111.0,135.0,175.0,189.0,179.0,218.0,126.0,14.0,115.0,,198.0,Third Pair,58,947.01666666667,1,6,7,1.98,40.68,48.32,24,2001-01-04,SWE,SWE,72,168,2019,2,60,8481607.0
2025-2026,Alec Regula,EDM,D,203.0,108.0,,165.0,87.0,183.0,210.0,231.0,226.0,84.0,232.0,131.0,,208.0,Third Pair,29,419.6,0,3,3,0.63,24.24,52.09,25,2000-08-06,USA,USA,76,208,2018,3,67,8480831.0
2025-2026,Alex Petrovic,DAL,D,122.0,69.0,,,197.0,136.0,105.0,140.0,76.0,198.0,220.0,27.0,,149.0,Third Pair,50,778.31666666667,2,7,9,2.36,52.38,48.4,33,1992-03-03,CAN,CAN,76,220,2010,2,36,
2025-2026,Alex Vlasic,CHI,D,182.0,168.0,,96.0,214.0,200.0,173.0,175.0,87.0,203.0,24.0,191.0,,112.0,Second Pair,56,1174.5166666667,2,12,14,2.26,40.79,44.14,24,2001-06-05,USA,USA,78,199,2019,2,43,8481568.0
2025-2026,Alexander Nikishin,CAR,D,31.0,138.0,18.0,41.0,11.0,85.0,41.0,41.0,130.0,9.0,72.0,22.0,,72.0,Second Pair,56,1026.4333333333,7,15,22,6.1,54.41,53.6,23,2001-10-02,RUS,,76,216,2020,3,69,8482100.0
2025-2026,Alexandre Carrier,MTL,D,119.0,39.0,,91.0,153.0,181.0,182.0,46.0,102.0,215.0,89.0,149.0,,79.0,Second Pair,57,1114.4333333333,6,12,18,2.79,49.44,47.56,28,1996-10-08,CAN,CAN,71,174,2015,4,115,8478851.0
2025-2026,Andrew Peeke,BOS,D,154.0,136.0,,78.0,188.0,199.0,123.0,168.0,101.0,192.0,100.0,60.0,,121.0,Second Pair,56,1098.65,4,8,12,2.86,44.29,42.39,27,1998-03-17,USA,USA,75,210,2016,2,34,8479369.0
2025-2026,Arber Xhekaj,MTL,D,206.0,176.0,,,212.0,121.0,109.0,174.0,205.0,57.0,231.0,4.0,,226.0,Fringe,50,566.73333333333,1,1,2,1.19,40.00,42.79,24,2001-01-30,CAN,CAN,76,238,-,-,-,8482964.0
2025-2026,Artem Zub,OTT,D,94.0,13.0,,48.0,141.0,11.0,106.0,120.0,54.0,227.0,188.0,100.0,,100.0,Second Pair,56,1129.0166666667,4,15,19,2.72,54.67,53.63,29,1995-10-03,RUS,RUS,74,200,-,-,-,8482245.0
2025-2026,Artyom Levshunov,CHI,D,178.0,233.0,74.0,,184.0,227.0,147.0,193.0,164.0,6.0,217.0,72.0,,99.0,Second Pair,52,998.78333333333,2,19,21,3.47,35.71,42.19,19,2005-10-28,BLR,,74,208,2024,1,2,8484783.0
2025-2026,Axel Sandin-Pellikka,DET,D,95.0,229.0,38.0,,108.0,221.0,110.0,21.0,141.0,91.0,98.0,211.0,,141.0,Third Pair,58,967.08333333333,6,12,18,3.23,39.13,47.07,20,2005-03-11,SWE,,72,186,2023,1,17,8484223.0
2025-2026,Ben Chiarot,DET,D,138.0,179.0,,137.0,177.0,226.0,94.0,85.0,159.0,141.0,194.0,37.0,,94.0,Second Pair,58,1217.0833333333,5,7,12,3.11,44.05,44.65,34,1991-05-09,CAN,CAN,75,232,2009,4,120,8475279.0
2025-2026,Ben Hutton,VGK,D,49.0,34.0,,,116.0,57.0,37.0,6.0,77.0,11.0,23.0,162.0,,123.0,Third Pair,50,738.13333333333,6,9,15,2.78,51.39,51.29,32,1993-04-20,CAN,CAN,75,201,2012,5,147,8477018.0
2025-2026,Bowen Byram,BUF,D,96.0,205.0,81.0,147.0,167.0,190.0,174.0,10.0,91.0,149.0,81.0,148.0,,65.0,First Pair,57,1282.6833333333,10,18,28,8.13,50.00,46.88,24,2001-06-13,CAN,CAN,73,190,2019,1,4,8481524.0
2025-2026,Braden Schneider,NYR,D,144.0,156.0,,67.0,196.0,186.0,83.0,142.0,123.0,193.0,71.0,25.0,,118.0,Second Pair,57,1158.1,2,9,11,2.76,38.46,43.68,23,2001-09-20,CAN,CAN,75,208,2020,1,19,8482073.0
2025-2026,Brady Skjei,NSH,D,73.0,220.0,51.0,72.0,67.0,133.0,47.0,131.0,99.0,153.0,147.0,142.0,,86.0,First Pair,57,1279.8333333333,1,16,17,5.03,46.99,51.33,31,1994-03-26,USA,USA,75,210,2012,1,28,8476869.0
2025-2026,Brandon Carlo,TOR,D,218.0,189.0,,128.0,187.0,211.0,161.0,219.0,220.0,207.0,172.0,99.0,,132.0,Second Pair,34,667.23333333333,0,5,5,2.1,48.21,47.18,28,1996-11-26,USA,USA,78,218,2015,2,37,8478443.0
2025-2026,Brandon Montour,SEA,D,51.0,130.0,29.0,,163.0,78.0,9.0,11.0,105.0,103.0,77.0,109.0,,25.0,First Pair,38,845.98333333333,7,15,22,6.78,52.38,49.18,31,1994-04-11,CAN,CAN,72,194,2014,2,55,8477986.0
2025-2026,Brandt Clarke,LAK,D,12.0,6.0,36.0,,29.0,31.0,23.0,65.0,5.0,13.0,150.0,178.0,,38.0,Second Pair,56,1082.6,6,21,27,7.06,60.32,55.65,22,2003-02-09,CAN,CAN,74,185,2021,1,8,8482730.0
2025-2026,Brayden McNabb,VGK,D,160.0,4.0,,16.0,92.0,55.0,165.0,129.0,192.0,70.0,94.0,68.0,,101.0,Second Pair,38,790.1,2,1,3,2.13,46.15,52.16,34,1991-01-21,CAN,CAN,76,215,2009,3,66,8475188.0
2025-2026,Brayden Pachal,CGY,D,87.0,48.0,,,63.0,17.0,97.0,198.0,65.0,48.0,175.0,7.0,,215.0,Third Pair,26,341.0,0,3,3,0.8,45.45,57.74,26,1999-08-23,CAN,CAN,74,203,-,-,-,8481167.0
2025-2026,Brenden Dillon,NJD,D,191.0,78.0,,166.0,122.0,87.0,214.0,133.0,203.0,108.0,176.0,13.0,,177.0,Third Pair,57,1024.7,3,9,12,1.22,37.50,50.96,34,1990-11-13,CAN,CAN,76,224,-,-,-,8475455.0
2025-2026,Brent Burns,COL,D,3.0,166.0,,56.0,7.0,81.0,3.0,5.0,18.0,105.0,129.0,226.0,,48.0,Second Pair,55,1073.1333333333,9,17,26,4.41,63.86,56.8,40,1985-03-09,CAN,CAN,77,230,2003,1,20,8470613.0
