Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID
2009-2010,Aaron Johnson,CGY,D,117.0,148.0,125.0,88.0,181.0,142.0,117.0,30.0,81.0,78.0,188.0,44.0,,180.0,Third Pair,41,641.63333333333,4,6,10,1.81,41.86,45.66,26,1983-04-30,CAN,CAN,73,204,2001,3,85,8469534.0
2009-2010,Aaron Johnson,EDM,D,117.0,148.0,125.0,88.0,181.0,142.0,117.0,30.0,81.0,78.0,188.0,44.0,,180.0,Third Pair,41,641.63333333333,4,6,10,1.81,41.86,45.66,26,1983-04-30,CAN,CAN,73,204,2001,3,85,8469534.0
2009-2010,Aaron Rome,VAN,D,156.0,160.0,,71.0,100.0,154.0,68.0,206.0,184.0,190.0,106.0,73.0,,201.0,Third Pair,49,743.76666666667,0,4,4,2.14,42.31,47.43,25,1983-09-27,CAN,CAN,73,220,2002,4,104,8470310.0
2009-2010,Aaron Ward,ANA,D,198.0,93.0,,113.0,137.0,195.0,199.0,173.0,204.0,171.0,196.0,22.0,,147.0,Third Pair,77,1332.4333333333,1,12,13,1.64,40.82,43.85,36,1973-01-17,CAN,CAN,74,209,1991,1,5,8458519.0
2009-2010,Aaron Ward,CAR,D,198.0,93.0,,113.0,137.0,195.0,199.0,173.0,204.0,171.0,196.0,22.0,,147.0,Third Pair,77,1332.4333333333,1,12,13,1.64,40.82,43.85,36,1973-01-17,CAN,CAN,74,209,1991,1,5,8458519.0
2009-2010,Adam Foote,COL,D,214.0,147.0,,150.0,188.0,170.0,215.0,204.0,201.0,175.0,175.0,95.0,,181.0,Second Pair,67,1297.1333333333,0,9,9,1.26,50.55,45.24,38,1971-07-10,CAN,CAN,74,220,1989,2,22,8456283.0
2009-2010,Adam Pardy,CGY,D,125.0,43.0,,13.0,59.0,12.0,158.0,130.0,124.0,106.0,170.0,88.0,,200.0,Third Pair,57,903.53333333333,2,7,9,1.21,46.30,53.85,25,1984-03-29,CAN,CAN,76,227,2004,6,173,8471385.0
2009-2010,Adrian Aucoin,PHX,D,80.0,79.0,97.0,139.0,71.0,22.0,45.0,32.0,196.0,76.0,133.0,112.0,,85.0,First Pair,82,1849.45,8,20,28,7.62,51.16,52.25,36,1973-07-03,CAN,CAN,74,215,1992,5,117,8459053.0
2009-2010,Alex Goligoski,PIT,D,15.0,107.0,61.0,99.0,18.0,85.0,76.0,25.0,10.0,28.0,9.0,182.0,,50.0,Second Pair,69,1478.2666666667,8,29,37,6.07,55.79,52.95,24,1985-07-30,USA,USA,71,173,2004,2,61,8471274.0
2009-2010,Alexander Edler,VAN,D,52.0,134.0,28.0,75.0,108.0,83.0,25.0,107.0,51.0,71.0,136.0,116.0,,32.0,First Pair,76,1721.3,5,37,42,7.19,51.61,50.87,23,1986-04-21,SWE,SWE,76,210,2004,3,91,8471303.0
