Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID
2014-2015,Adam Henrique,NJD,F,272.0,101.0,109.0,105.0,236.0,157.0,310.0,170.0,327.0,248.0,162.0,302.0,97.0,132.0,Second Line,75,1330.7833333333,16,27,43,14.07,49.28,48.16,24,1990-02-06,CAN,CAN,72,195,2008,3,82,8474641.0
2014-2015,Adam Lowry,WPG,F,276.0,77.0,,,223.0,64.0,311.0,217.0,275.0,134.0,249.0,29.0,139.0,315.0,Third Line,80,1100.25,11,12,23,12.51,50.00,51.27,21,1993-03-29,USA,USA,78,208,2011,3,67,8476392.0
2014-2015,Aleksander Barkov,FLA,F,243.0,46.0,220.0,,171.0,81.0,329.0,219.0,180.0,286.0,215.0,402.0,140.0,186.0,Second Line,71,1242.4166666667,16,20,36,12.44,50.70,53.15,18,1995-09-02,FIN,FIN,75,215,2013,1,2,8477493.0
2014-2015,Ales Hemsky,DAL,F,157.0,375.0,227.0,,64.0,372.0,108.0,231.0,273.0,124.0,93.0,396.0,,181.0,Third Line,76,1036.6833333333,11,21,32,10.34,47.44,50.78,31,1983-08-13,CZE,CZE,72,177,2001,1,13,8469466.0
2014-2015,Alex Chiasson,OTT,F,292.0,217.0,102.0,52.0,227.0,228.0,319.0,285.0,297.0,112.0,404.0,189.0,,260.0,Fourth Line,76,1016.6,11,15,26,13.34,43.40,49.21,23,1990-10-01,CAN,CAN,76,208,2009,2,38,8475163.0
2014-2015,Alex Galchenyuk,MTL,F,108.0,292.0,112.0,,100.0,317.0,235.0,104.0,104.0,32.0,174.0,265.0,,141.0,Second Line,80,1314.3,20,26,46,18.74,57.14,49.64,20,1994-02-12,USA,USA,73,194,2012,1,3,8476851.0
2014-2015,Alex Killorn,TBL,F,127.0,239.0,245.0,147.0,116.0,131.0,206.0,190.0,106.0,57.0,221.0,289.0,,163.0,Second Line,71,1201.75,15,23,38,15.01,55.00,54.7,24,1989-09-14,CAN,CAN,73,194,2007,3,77,8473986.0
2014-2015,Alex Ovechkin,WSH,F,27.0,392.0,2.0,,142.0,329.0,3.0,16.0,153.0,75.0,151.0,66.0,,1.0,First Line,81,1646.4,53,28,81,37.84,51.92,53.02,28,1985-09-17,RUS,RUS,75,238,2004,1,1,8471214.0
2014-2015,Alex Tanguay,COL,F,293.0,411.0,180.0,30.0,276.0,413.0,419.0,91.0,208.0,326.0,371.0,368.0,,130.0,First Line,80,1452.8666666667,22,33,55,11.92,48.45,40.93,34,1979-11-21,CAN,CAN,73,194,1998,1,12,8467338.0
2014-2015,Alexander Semin,CAR,F,119.0,235.0,134.0,,25.0,237.0,139.0,250.0,154.0,35.0,275.0,382.0,,143.0,Second Line,57,907.65,6,13,19,8.91,45.31,53.62,30,1984-03-03,RUS,RUS,74,211,2002,1,13,8470120.0
2014-2015,Alexander Steen,STL,F,35.0,175.0,19.0,9.0,61.0,141.0,65.0,35.0,52.0,310.0,41.0,370.0,95.0,20.0,First Line,74,1478.5666666667,24,40,64,19.76,56.04,55.3,30,1984-03-01,CAN,SWE,72,211,2002,1,24,8470257.0
2014-2015,Alexander Wennberg,CBJ,F,381.0,140.0,211.0,183.0,290.0,249.0,395.0,418.0,307.0,273.0,40.0,278.0,165.0,306.0,Second Line,68,1062.4666666667,4,16,20,7.93,34.38,46.6,19,1994-09-22,SWE,SWE,74,190,2013,1,14,8477505.0
2014-2015,Alexandre Burrows,VAN,F,146.0,144.0,129.0,53.0,73.0,150.0,103.0,148.0,286.0,104.0,238.0,206.0,,156.0,Third Line,70,1083.4166666667,18,15,33,15.63,46.38,52.15,33,1981-04-11,CAN,CAN,73,197,-,-,-,8470358.0
2014-2015,Anders Lee,NYI,F,10.0,370.0,85.0,,1.0,378.0,12.0,6.0,239.0,40.0,287.0,80.0,,98.0,Third Line,76,1093.8833333333,25,16,41,25.36,56.98,56.69,24,1990-07-03,USA,USA,75,235,2009,6,152,8475314.0
2014-2015,Andre Burakovsky,WSH,F,193.0,181.0,212.0,,58.0,120.0,297.0,162.0,283.0,26.0,94.0,364.0,132.0,264.0,Fourth Line,53,684.8,9,13,22,6.95,61.11,56.67,19,1995-02-09,AUT,SWE,75,209,2013,1,23,8477444.0
2014-2015,Andrej Nestrasil,CAR,F,121.0,27.0,191.0,,83.0,50.0,218.0,268.0,62.0,30.0,236.0,246.0,,263.0,Fourth Line,54,720.98333333333,7,13,20,10.48,52.50,56.6,23,1991-02-22,CZE,CZE,75,200,2009,3,75,8475250.0
2014-2015,Andrej Nestrasil,DET,F,121.0,27.0,191.0,,83.0,50.0,218.0,268.0,62.0,30.0,236.0,246.0,,263.0,Fourth Line,54,720.98333333333,7,13,20,10.48,52.50,56.6,23,1991-02-22,CZE,CZE,75,200,2009,3,75,8475250.0
2014-2015,Andrew Cogliano,ANA,F,196.0,324.0,,54.0,237.0,201.0,208.0,138.0,173.0,210.0,71.0,186.0,,218.0,Third Line,82,1195.7666666667,15,14,29,14.14,47.37,51.93,27,1987-06-14,CAN,CAN,70,179,2005,1,25,8471699.0
2014-2015,Andrew Desjardins,CHI,F,394.0,133.0,,63.0,350.0,115.0,343.0,360.0,408.0,332.0,347.0,78.0,56.0,386.0,Fourth Line,69,741.0,5,5,10,4.49,45.45,41.56,28,1986-07-27,CAN,CAN,73,195,-,-,-,8471956.0
2014-2015,Andrew Desjardins,SJS,F,394.0,133.0,,63.0,350.0,115.0,343.0,360.0,408.0,332.0,347.0,78.0,56.0,386.0,Fourth Line,69,741.0,5,5,10,4.49,45.45,41.56,28,1986-07-27,CAN,CAN,73,195,-,-,-,8471956.0
2014-2015,Andrew Ladd,WPG,F,62.0,340.0,67.0,165.0,70.0,192.0,112.0,109.0,40.0,166.0,401.0,118.0,,44.0,First Line,81,1625.8666666667,24,38,62,25.36,57.14,53.28,28,1985-12-12,CAN,CAN,75,205,2004,1,4,8471217.0
2014-2015,Andrew Shaw,CHI,F,211.0,190.0,209.0,,94.0,147.0,185.0,160.0,362.0,24.0,130.0,133.0,129.0,223.0,Third Line,79,1180.8666666667,15,11,26,18.81,40.32,50.31,23,1991-07-20,CAN,CAN,71,182,2011,5,139,8476381.0
2014-2015,Anthony Peluso,WPG,F,408.0,264.0,,,394.0,59.0,388.0,394.0,382.0,97.0,422.0,6.0,,423.0,Fringe,49,287.96666666667,1,1,2,3.12,43.75,48.96,25,1989-04-18,CAN,CAN,75,225,2007,6,160,8474061.0
2014-2015,Antoine Roussel,DAL,F,153.0,269.0,,175.0,45.0,347.0,214.0,83.0,330.0,379.0,366.0,120.0,,246.0,Third Line,80,1161.75,13,12,25,14.38,39.29,52.98,24,1989-11-21,FRA,FRA,71,200,-,-,-,8474849.0
2014-2015,Antoine Vermette,ARI,F,329.0,321.0,132.0,195.0,278.0,374.0,384.0,313.0,271.0,219.0,378.0,263.0,11.0,170.0,Second Line,82,1463.0333333333,13,25,38,12.63,38.30,43.95,32,1982-07-20,CAN,CAN,73,197,2000,2,55,8468535.0
2014-2015,Antoine Vermette,CHI,F,329.0,321.0,132.0,195.0,278.0,374.0,384.0,313.0,271.0,219.0,378.0,263.0,11.0,170.0,Second Line,82,1463.0333333333,13,25,38,12.63,38.30,43.95,32,1982-07-20,CAN,CAN,73,197,2000,2,55,8468535.0
2014-2015,Anton Lander,EDM,F,355.0,422.0,141.0,149.0,266.0,415.0,368.0,415.0,216.0,290.0,137.0,175.0,70.0,277.0,Third Line,38,570.45,6,14,20,7.44,35.14,44.17,23,1991-04-24,SWE,SWE,72,184,2009,2,40,8475165.0
2014-2015,Anze Kopitar,LAK,F,106.0,37.0,63.0,179.0,18.0,10.0,295.0,198.0,74.0,274.0,60.0,257.0,37.0,62.0,First Line,79,1530.3166666667,16,48,64,14.71,54.32,57.41,27,1987-08-24,SVN,SVN,75,225,2005,1,11,8471685.0
2014-2015,Artem Anisimov,CBJ,F,134.0,92.0,128.0,129.0,218.0,172.0,211.0,106.0,99.0,345.0,165.0,360.0,121.0,161.0,Second Line,52,851.8,7,20,27,10.23,40.68,51.56,26,1988-05-24,RUS,RUS,76,199,2006,2,54,8473573.0
2014-2015,B.J. Crombeen,ARI,F,378.0,331.0,,,359.0,311.0,276.0,367.0,402.0,319.0,413.0,119.0,,409.0,Fringe,58,469.48333333333,3,3,6,3.71,38.46,43.09,29,1985-07-10,USA,USA,74,209,2003,2,54,8470647.0
2014-2015,Barclay Goodrow,SJS,F,333.0,129.0,,,370.0,113.0,215.0,350.0,223.0,259.0,294.0,160.0,,368.0,Fourth Line,60,664.3,4,8,12,5.75,45.95,47.54,21,1993-02-26,CAN,CAN,74,204,-,-,-,8476624.0
2014-2015,Beau Bennett,PIT,F,185.0,168.0,255.0,,251.0,56.0,177.0,320.0,63.0,96.0,336.0,178.0,,308.0,Fourth Line,49,611.88333333333,4,8,12,6.64,50.00,52.32,22,1991-11-27,USA,USA,74,195,2010,1,20,8475761.0
2014-2015,Ben Smith,CHI,F,322.0,5.0,,72.0,299.0,52.0,304.0,239.0,370.0,418.0,63.0,270.0,41.0,312.0,Fourth Line,80,1044.1666666667,7,7,14,11.21,51.35,50.7,26,1988-07-11,USA,USA,71,203,2008,6,169,8474727.0
2014-2015,Ben Smith,SJS,F,322.0,5.0,,72.0,299.0,52.0,304.0,239.0,370.0,418.0,63.0,270.0,41.0,312.0,Fourth Line,80,1044.1666666667,7,7,14,11.21,51.35,50.7,26,1988-07-11,USA,USA,71,203,2008,6,169,8474727.0
2014-2015,Benoit Pouliot,EDM,F,140.0,368.0,76.0,3.0,129.0,341.0,183.0,60.0,237.0,33.0,251.0,190.0,,148.0,Second Line,58,964.08333333333,19,15,34,12.44,50.70,44.35,27,1986-09-29,CAN,CAN,75,200,2005,1,4,8471678.0
2014-2015,Blake Comeau,PIT,F,85.0,300.0,204.0,,188.0,169.0,51.0,87.0,103.0,120.0,394.0,32.0,,210.0,Third Line,61,932.33333333333,16,15,31,13.65,56.25,51.24,28,1986-02-18,CAN,CAN,73,200,2004,2,47,8471260.0
2014-2015,Blake Wheeler,WPG,F,28.0,137.0,96.0,5.0,80.0,173.0,39.0,63.0,20.0,207.0,324.0,180.0,,24.0,First Line,79,1553.2666666667,26,35,61,25.56,64.47,55.44,28,1986-08-31,USA,USA,77,220,2004,1,5,8471218.0
2014-2015,Bo Horvat,VAN,F,165.0,342.0,,,215.0,411.0,258.0,43.0,238.0,223.0,292.0,214.0,40.0,241.0,Fourth Line,68,833.93333333333,13,12,25,10.77,44.44,45.77,19,1995-04-05,CAN,CAN,72,215,2013,1,9,8477500.0
2014-2015,Bobby Ryan,OTT,F,63.0,294.0,143.0,,108.0,356.0,60.0,94.0,80.0,167.0,208.0,202.0,,64.0,Second Line,78,1362.8666666667,18,36,54,19.19,51.72,50.08,27,1987-03-17,USA,USA,74,208,2005,1,2,8471676.0
2014-2015,Boone Jenner,CBJ,F,162.0,221.0,13.0,62.0,174.0,240.0,99.0,135.0,281.0,344.0,20.0,34.0,100.0,100.0,First Line,31,566.36666666667,9,8,17,9.45,47.50,53.18,21,1993-06-15,CAN,CAN,74,203,2011,2,37,8476432.0
2014-2015,Boyd Gordon,EDM,F,398.0,23.0,,153.0,386.0,202.0,382.0,379.0,373.0,423.0,271.0,357.0,3.0,299.0,Fourth Line,68,906.13333333333,6,7,13,6.93,36.84,42.64,30,1983-10-19,CAN,CAN,72,200,2002,1,17,8470159.0
2014-2015,Brad Boyes,FLA,F,154.0,131.0,177.0,,193.0,139.0,153.0,144.0,144.0,229.0,319.0,318.0,,149.0,Second Line,78,1220.7333333333,14,24,38,15.41,58.33,52.52,32,1982-04-17,CAN,CAN,72,199,2000,1,24,8468504.0
2014-2015,Brad Malone,CAR,F,362.0,349.0,,,404.0,227.0,322.0,220.0,380.0,130.0,379.0,16.0,,396.0,Fourth Line,65,659.78333333333,7,8,15,6.33,40.91,48.06,25,1989-05-20,CAN,CAN,74,217,2007,4,105,8474089.0
2014-2015,Brad Marchand,BOS,F,52.0,143.0,248.0,16.0,32.0,30.0,109.0,76.0,59.0,306.0,362.0,286.0,,109.0,Second Line,77,1301.3333333333,24,18,42,15.39,50.59,56.84,26,1988-05-11,CAN,CAN,69,176,2006,3,71,8473419.0
