Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID
2023-2024,A.J. Greer,CGY,F,327.0,87.0,,,354.0,107.0,196.0,344.0,293.0,355.0,409.0,39.0,,404.0,Fringe,59,521.06666666667,6,6,12,6.46,38.89,46.49,26,1996-12-14,CAN,CAN,75,208,2015,2,39,
2023-2024,Adam Fantilli,CBJ,F,77.0,376.0,231.0,,321.0,408.0,80.0,74.0,28.0,20.0,82.0,167.0,167.0,143.0,Second Line,49,769.8,12,15,27,12.42,37.14,44.78,18,2004-10-12,CAN,,74,194,2023,1,3,8484166.0
2023-2024,Adam Henrique,ANA,F,192.0,297.0,136.0,155.0,268.0,332.0,238.0,78.0,241.0,284.0,286.0,261.0,48.0,119.0,Second Line,82,1381.6333333333,24,27,51,20.72,55.42,46.9,33,1990-02-06,CAN,CAN,72,195,2008,3,82,
2023-2024,Adam Lowry,WPG,F,209.0,39.0,,140.0,135.0,54.0,288.0,253.0,218.0,404.0,234.0,62.0,79.0,239.0,Second Line,81,1304.4333333333,12,23,35,19.66,64.41,57.41,30,1993-03-29,USA,USA,78,208,2011,3,67,8476392.0
2023-2024,Adam Ruzicka,ARI,F,373.0,283.0,181.0,,340.0,230.0,351.0,333.0,367.0,160.0,247.0,356.0,122.0,380.0,Fourth Line,42,421.13333333333,3,6,9,3.84,35.71,41.59,24,1999-05-11,SVK,SVK,76,215,2017,4,109,
2023-2024,Adrian Kempe,LAK,F,87.0,235.0,63.0,92.0,166.0,97.0,44.0,53.0,215.0,234.0,208.0,172.0,,39.0,First Line,77,1457.9166666667,28,47,75,22.95,58.02,51.08,26,1996-09-13,SWE,SWE,74,200,2014,1,29,8477960.0
2023-2024,Aleksander Barkov,FLA,F,28.0,20.0,24.0,21.0,19.0,24.0,111.0,111.0,12.0,238.0,112.0,226.0,22.0,24.0,First Line,73,1433.4833333333,23,57,80,24.32,69.74,60.6,27,1995-09-02,FIN,FIN,75,215,2013,1,2,8477493.0
2023-2024,Alex Barré-Boulet,TBL,F,317.0,332.0,39.0,,184.0,360.0,313.0,222.0,426.0,23.0,134.0,242.0,,370.0,Fourth Line,36,402.8,6,3,9,5.87,35.48,45.9,26,1997-05-21,CAN,CAN,70,180,-,-,-,
2023-2024,Alex DeBrincat,DET,F,80.0,293.0,72.0,,209.0,325.0,66.0,153.0,32.0,170.0,80.0,240.0,,59.0,Second Line,82,1467.15,27,40,67,25.72,55.65,48.09,25,1997-12-18,USA,USA,68,178,2016,2,39,8479337.0
2023-2024,Alex Iafallo,WPG,F,265.0,55.0,172.0,157.0,219.0,58.0,216.0,293.0,294.0,158.0,160.0,354.0,,222.0,Third Line,82,1255.7,11,16,27,15.78,59.68,50.87,29,1993-12-21,USA,USA,72,200,-,-,-,8480113.0
2023-2024,Alex Killorn,ANA,F,169.0,398.0,217.0,87.0,206.0,302.0,264.0,133.0,147.0,224.0,410.0,253.0,,136.0,First Line,63,1180.1166666667,18,18,36,18.65,42.68,48.54,33,1989-09-14,CAN,CAN,73,194,2007,3,77,8473986.0
2023-2024,Alex Laferriere,LAK,F,164.0,292.0,,,188.0,208.0,78.0,165.0,316.0,114.0,317.0,129.0,,308.0,Fourth Line,81,1070.8333333333,12,11,23,16.51,42.31,50.64,21,2001-10-28,USA,USA,72,173,2020,3,83,8482155.0
2023-2024,Alex Newhook,MTL,F,274.0,305.0,262.0,,257.0,303.0,361.0,136.0,326.0,287.0,258.0,316.0,168.0,208.0,Second Line,55,930.95,15,19,34,12.01,50.72,46.54,22,2001-01-28,CAN,CAN,70,190,2019,1,16,8481618.0
2023-2024,Alex Ovechkin,WSH,F,65.0,434.0,62.0,,132.0,394.0,48.0,83.0,94.0,1.0,277.0,96.0,,27.0,First Line,79,1518.4666666667,31,34,65,29.89,40.20,45.9,37,1985-09-17,RUS,RUS,75,238,2004,1,1,8471214.0
2023-2024,Alex Tuch,BUF,F,49.0,111.0,203.0,39.0,100.0,347.0,70.0,51.0,45.0,43.0,237.0,293.0,,47.0,First Line,75,1462.7833333333,22,37,59,23.49,54.55,48.15,27,1996-05-10,USA,USA,76,219,2014,1,18,8477949.0
2023-2024,Alexander Barabanov,SJS,F,298.0,431.0,236.0,,204.0,416.0,342.0,326.0,254.0,295.0,259.0,351.0,,279.0,Second Line,46,730.13333333333,4,9,13,9.51,28.85,42.5,29,1994-06-17,RUS,RUS,70,195,-,-,-,
2023-2024,Alexander Holtz,NJD,F,156.0,367.0,285.0,,300.0,235.0,106.0,55.0,238.0,27.0,334.0,304.0,,319.0,Fourth Line,82,954.06666666667,16,12,28,11.37,47.06,47.76,21,2002-01-23,SWE,SWE,72,195,2020,1,7,8482125.0
2023-2024,Alexander Kerfoot,ARI,F,272.0,108.0,188.0,122.0,233.0,194.0,379.0,363.0,123.0,322.0,211.0,289.0,82.0,212.0,Second Line,82,1429.6,13,32,45,17.66,46.74,47.21,29,1994-08-11,CAN,CAN,71,186,2012,5,150,
2023-2024,Alexander Nylander,CBJ,F,45.0,433.0,64.0,,40.0,431.0,93.0,30.0,141.0,125.0,262.0,396.0,,120.0,Second Line,28,454.96666666667,11,4,15,10.45,51.22,49.18,25,1998-03-02,CAN,CAN,73,192,2016,1,8,
2023-2024,Alexander Wennberg,NYR,F,399.0,33.0,193.0,128.0,270.0,112.0,436.0,424.0,309.0,278.0,171.0,358.0,133.0,255.0,Second Line,79,1421.1166666667,10,20,30,12.39,52.94,48.66,28,1994-09-22,SWE,SWE,74,190,2013,1,14,
2023-2024,Alexandre Texier,CBJ,F,261.0,426.0,,175.0,189.0,426.0,303.0,297.0,213.0,329.0,371.0,319.0,,266.0,Third Line,78,1184.1,12,18,30,10.81,44.71,43.24,23,1999-09-13,FRA,FRA,73,186,2017,2,45,8480074.0
2023-2024,Alexey Toropchenko,STL,F,365.0,191.0,,66.0,416.0,295.0,226.0,217.0,377.0,331.0,152.0,71.0,,332.0,Fourth Line,82,1026.8,14,7,21,14.42,43.64,41.98,24,1999-06-25,RUS,RUS,78,222,2017,4,113,8480281.0
2023-2024,Alexis Lafrenière,NYR,F,119.0,238.0,215.0,,78.0,196.0,124.0,116.0,223.0,35.0,128.0,191.0,,150.0,Second Line,82,1415.9,28,29,57,24.95,52.67,52.65,21,2001-10-11,CAN,CAN,73,195,2020,1,1,8482109.0
2023-2024,Aliaksei Protas,WSH,F,228.0,169.0,,18.0,237.0,138.0,230.0,376.0,116.0,393.0,206.0,339.0,,331.0,Third Line,78,1072.2,6,23,29,13.49,50.00,50.92,22,2001-01-06,BLR,BLR,78,225,2019,3,91,8481656.0
2023-2024,Anders Lee,NYI,F,93.0,265.0,204.0,,62.0,313.0,76.0,58.0,330.0,81.0,346.0,106.0,,131.0,Second Line,81,1260.9333333333,20,17,37,33.93,56.04,55.67,33,1990-07-03,USA,USA,75,235,2009,6,152,8475314.0
2023-2024,Andre Burakovsky,SEA,F,260.0,236.0,132.0,,195.0,287.0,206.0,381.0,217.0,157.0,185.0,413.0,,191.0,Third Line,49,713.68333333333,7,9,16,8.74,37.84,46.95,28,1995-02-09,AUT,SWE,75,209,2013,1,23,8477444.0
2023-2024,Andreas Athanasiou,CHI,F,316.0,318.0,232.0,,395.0,423.0,165.0,288.0,256.0,232.0,26.0,346.0,136.0,224.0,Fourth Line,28,366.73333333333,2,7,9,3.41,35.71,36.57,29,1994-08-06,CAN,CAN,74,190,2012,4,110,8476960.0
2023-2024,Andrei Kuzmenko,CGY,F,111.0,224.0,66.0,,115.0,122.0,319.0,44.0,109.0,30.0,43.0,431.0,,127.0,Third Line,72,1071.6666666667,22,24,46,19.29,51.85,52.81,27,1996-02-04,RUS,RUS,71,194,-,-,-,8483808.0
2023-2024,Andrei Svechnikov,CAR,F,24.0,218.0,32.0,,13.0,38.0,69.0,75.0,38.0,96.0,426.0,84.0,,68.0,Second Line,59,1001.8,19,33,52,18.84,58.73,56.64,23,2000-03-26,RUS,RUS,74,195,2018,1,2,8480830.0
2023-2024,Andrew Cogliano,COL,F,388.0,46.0,,159.0,370.0,36.0,372.0,362.0,344.0,413.0,192.0,270.0,,391.0,Fourth Line,75,795.73333333333,6,13,19,5.19,56.41,48.14,36,1987-06-14,CAN,CAN,70,179,2005,1,25,
2023-2024,Andrew Copp,DET,F,360.0,357.0,248.0,191.0,371.0,319.0,384.0,330.0,248.0,336.0,375.0,383.0,55.0,225.0,Second Line,79,1285.6666666667,13,20,33,13.27,47.92,43.67,29,1994-07-08,USA,USA,73,199,2013,4,104,8477429.0
2023-2024,Andrew Mangiapane,CGY,F,121.0,274.0,226.0,,51.0,198.0,215.0,199.0,93.0,312.0,288.0,207.0,,186.0,Second Line,75,1199.65,14,26,40,20.67,50.00,52.52,27,1996-04-04,CAN,CAN,70,184,2015,6,166,8478233.0
2023-2024,Anthony Beauvillier,CHI,F,268.0,255.0,191.0,,231.0,361.0,163.0,377.0,281.0,172.0,207.0,256.0,,243.0,Third Line,60,814.85,5,12,17,11.57,42.31,47.63,26,1997-06-08,CAN,CAN,71,180,2015,1,28,
2023-2024,Anthony Cirelli,TBL,F,211.0,113.0,176.0,77.0,124.0,182.0,279.0,271.0,201.0,366.0,31.0,302.0,77.0,171.0,First Line,79,1462.9833333333,20,25,45,17.72,47.57,52.06,26,1997-07-15,CAN,CAN,72,189,2015,3,72,8478519.0
2023-2024,Anthony Duclair,SJS,F,157.0,422.0,134.0,,179.0,429.0,269.0,25.0,266.0,233.0,187.0,330.0,,142.0,Second Line,73,1151.4833333333,24,18,42,18.04,50.00,45.22,28,1995-08-26,CAN,CAN,71,197,2013,3,80,
2023-2024,Anthony Mantha,VGK,F,148.0,102.0,260.0,,198.0,51.0,210.0,49.0,177.0,283.0,282.0,231.0,,197.0,Third Line,74,1052.5833333333,23,21,44,13.97,58.14,55.16,28,1994-09-16,CAN,CAN,77,234,2013,1,20,
2023-2024,Anton Lundell,FLA,F,170.0,94.0,122.0,10.0,85.0,44.0,119.0,261.0,259.0,136.0,323.0,326.0,81.0,184.0,Third Line,78,1199.35,13,22,35,18.21,57.63,53.3,21,2001-10-03,FIN,FIN,73,185,2020,1,12,8482113.0
