Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID
2013-2014,Aaron Volpatti,WSH,F,408.0,166.0,,,406.0,224.0,400.0,371.0,398.0,195.0,406.0,22.0,,412.0,Fringe,41,301.86666666667,2,0,2,2.05,36.36,38.59,28,1985-05-30,CAN,CAN,72,215,-,-,-,8475619.0
2013-2014,Adam Hall,PHI,F,400.0,74.0,,51.0,402.0,163.0,329.0,404.0,359.0,417.0,288.0,95.0,11.0,379.0,Fourth Line,80,787.08333333333,4,5,9,5.84,30.00,41.07,33,1980-08-14,USA,USA,74,212,1999,2,52,8467925.0
2013-2014,Adam Henrique,NJD,F,264.0,16.0,205.0,19.0,192.0,20.0,335.0,134.0,344.0,189.0,69.0,279.0,142.0,133.0,First Line,77,1390.1833333333,25,18,43,15.49,48.57,54.9,23,1990-02-06,CAN,CAN,72,195,2008,3,82,8474641.0
2013-2014,Aleksander Barkov,FLA,F,183.0,129.0,231.0,,51.0,232.0,353.0,369.0,43.0,253.0,182.0,408.0,137.0,213.0,Second Line,54,923.26666666667,8,16,24,8.06,48.44,54.33,17,1995-09-02,FIN,FIN,75,215,2013,1,2,8477493.0
2013-2014,Ales Hemsky,EDM,F,170.0,359.0,198.0,,158.0,370.0,161.0,200.0,179.0,277.0,238.0,378.0,,142.0,Second Line,75,1196.8833333333,13,30,43,13.15,46.43,49.68,30,1983-08-13,CZE,CZE,72,177,2001,1,13,8469466.0
2013-2014,Ales Hemsky,OTT,F,170.0,359.0,198.0,,158.0,370.0,161.0,200.0,179.0,277.0,238.0,378.0,,142.0,Second Line,75,1196.8833333333,13,30,43,13.15,46.43,49.68,30,1983-08-13,CZE,CZE,72,177,2001,1,13,8469466.0
2013-2014,Alex Chiasson,DAL,F,284.0,382.0,30.0,,188.0,373.0,300.0,304.0,249.0,73.0,329.0,217.0,,209.0,Third Line,79,1194.0166666667,13,22,35,23.19,39.24,47.9,22,1990-10-01,CAN,CAN,76,208,2009,2,38,8475163.0
2013-2014,Alex Galchenyuk,MTL,F,105.0,270.0,114.0,,138.0,328.0,236.0,136.0,50.0,69.0,215.0,294.0,,185.0,Third Line,65,935.68333333333,13,18,31,13.32,39.68,49.53,19,1994-02-12,USA,USA,73,194,2012,1,3,8476851.0
2013-2014,Alex Killorn,TBL,F,192.0,262.0,241.0,,181.0,205.0,169.0,223.0,219.0,127.0,251.0,261.0,,149.0,Second Line,82,1375.8666666667,17,24,41,16.89,54.84,50.63,23,1989-09-14,CAN,CAN,73,194,2007,3,77,8473986.0
2013-2014,Alex Ovechkin,WSH,F,36.0,398.0,5.0,,191.0,390.0,3.0,13.0,194.0,97.0,124.0,91.0,,1.0,First Line,78,1602.5333333333,51,28,79,34.05,35.79,45.41,27,1985-09-17,RUS,RUS,75,238,2004,1,1,8471214.0
2013-2014,Alexander Semin,CAR,F,28.0,373.0,98.0,,7.0,371.0,32.0,122.0,33.0,49.0,354.0,402.0,,39.0,First Line,65,1294.1333333333,22,20,42,22.02,54.55,54.11,29,1984-03-03,RUS,RUS,74,211,2002,1,13,8470120.0
2013-2014,Alexander Steen,STL,F,46.0,70.0,35.0,21.0,83.0,59.0,47.0,15.0,149.0,319.0,72.0,332.0,93.0,27.0,First Line,68,1379.1333333333,33,29,62,20.5,55.42,57.46,29,1984-03-01,CAN,SWE,72,211,2002,1,24,8470257.0
2013-2014,Alexandre Burrows,VAN,F,117.0,93.0,146.0,81.0,45.0,65.0,85.0,168.0,272.0,7.0,146.0,186.0,,151.0,Second Line,49,873.08333333333,5,10,15,11.69,42.11,55.23,32,1981-04-11,CAN,CAN,73,197,-,-,-,8470358.0
2013-2014,Andrei Loktionov,NJD,F,220.0,20.0,84.0,,179.0,19.0,326.0,210.0,165.0,29.0,195.0,374.0,164.0,290.0,Fourth Line,68,883.06666666667,7,15,22,8.99,51.79,54.96,23,1990-05-30,RUS,RUS,71,190,2008,5,123,8474681.0
2013-2014,Andrei Loktionov,CAR,F,220.0,20.0,84.0,,179.0,19.0,326.0,210.0,165.0,29.0,195.0,374.0,164.0,290.0,Fourth Line,68,883.06666666667,7,15,22,8.99,51.79,54.96,23,1990-05-30,RUS,RUS,71,190,2008,5,123,8474681.0
2013-2014,Andrew Cogliano,ANA,F,195.0,333.0,,107.0,248.0,257.0,212.0,94.0,237.0,338.0,117.0,242.0,,173.0,Third Line,82,1262.2333333333,22,20,42,17.94,50.00,46.52,26,1987-06-14,CAN,CAN,70,179,2005,1,25,8471699.0
2013-2014,Andrew Desjardins,SJS,F,309.0,33.0,,9.0,288.0,72.0,209.0,376.0,296.0,203.0,115.0,119.0,27.0,347.0,Fourth Line,81,902.61666666667,3,14,17,7.76,40.48,51.93,27,1986-07-27,CAN,CAN,73,195,-,-,-,8471956.0
2013-2014,Andrew Ladd,WPG,F,65.0,340.0,161.0,145.0,36.0,308.0,100.0,35.0,129.0,234.0,293.0,172.0,,59.0,First Line,78,1538.6166666667,23,31,54,21.47,53.19,53.26,27,1985-12-12,CAN,CAN,75,205,2004,1,4,8471217.0
2013-2014,Andrew Shaw,CHI,F,194.0,132.0,194.0,,112.0,70.0,245.0,76.0,356.0,35.0,228.0,107.0,161.0,211.0,Second Line,80,1255.2333333333,20,19,39,18.21,58.89,56.66,22,1991-07-20,CAN,CAN,71,182,2011,5,139,8476381.0
2013-2014,Anthony Peluso,WPG,F,391.0,247.0,,,375.0,187.0,387.0,402.0,309.0,95.0,324.0,18.0,,414.0,Fringe,53,306.06666666667,2,3,5,3.09,37.50,43.87,24,1989-04-18,CAN,CAN,75,225,2007,6,160,8474061.0
2013-2014,Antoine Roussel,DAL,F,101.0,265.0,,190.0,75.0,305.0,163.0,66.0,176.0,375.0,294.0,67.0,,267.0,Fourth Line,81,1079.9833333333,14,15,29,13.66,47.76,53.32,23,1989-11-21,FRA,FRA,71,200,-,-,-,8474849.0
2013-2014,Antoine Vermette,PHX,F,246.0,192.0,188.0,168.0,247.0,317.0,308.0,176.0,236.0,309.0,264.0,218.0,12.0,122.0,First Line,82,1575.35,24,21,45,19.46,56.34,44.92,31,1982-07-20,CAN,CAN,73,197,2000,2,55,8468535.0
2013-2014,Anton Lander,EDM,F,416.0,403.0,263.0,180.0,387.0,392.0,403.0,418.0,410.0,324.0,11.0,219.0,124.0,408.0,Third Line,27,366.88333333333,0,1,1,2.07,26.32,36.97,22,1991-04-24,SWE,SWE,72,184,2009,2,40,8475165.0
2013-2014,Anze Kopitar,LAK,F,67.0,26.0,85.0,171.0,4.0,11.0,210.0,77.0,107.0,251.0,110.0,258.0,29.0,43.0,First Line,82,1713.0666666667,29,41,70,22.06,69.14,61.61,26,1987-08-24,SVN,SVN,75,225,2005,1,11,8471685.0
2013-2014,Artem Anisimov,CBJ,F,169.0,31.0,199.0,72.0,300.0,112.0,184.0,25.0,255.0,347.0,221.0,376.0,104.0,138.0,Second Line,81,1344.3,22,17,39,18.29,50.68,50.54,25,1988-05-24,RUS,RUS,76,199,2006,2,54,8473573.0
2013-2014,B.J. Crombeen,TBL,F,361.0,136.0,,166.0,363.0,89.0,173.0,390.0,367.0,362.0,396.0,154.0,,368.0,Fourth Line,55,559.18333333333,3,7,10,3.88,43.48,45.99,28,1985-07-10,USA,USA,74,209,2003,2,54,8470647.0
2013-2014,Ben Smith,CHI,F,240.0,3.0,,56.0,309.0,26.0,302.0,69.0,286.0,413.0,40.0,328.0,66.0,259.0,Fourth Line,75,955.28333333333,14,12,26,11.65,52.38,53.85,25,1988-07-11,USA,USA,71,203,2008,6,169,8474727.0
2013-2014,Benoit Pouliot,NYR,F,109.0,205.0,135.0,,62.0,126.0,113.0,108.0,205.0,76.0,136.0,142.0,,202.0,Fourth Line,80,1075.2166666667,15,21,36,16.55,58.46,56.11,26,1986-09-29,CAN,CAN,75,200,2005,1,4,8471678.0
2013-2014,Blake Comeau,CBJ,F,257.0,167.0,,,319.0,90.0,101.0,292.0,248.0,211.0,370.0,29.0,,308.0,Fourth Line,61,735.68333333333,5,11,16,7.33,48.08,50.18,27,1986-02-18,CAN,CAN,73,200,2004,2,47,8471260.0
2013-2014,Blake Wheeler,WPG,F,41.0,225.0,50.0,22.0,77.0,342.0,67.0,74.0,26.0,205.0,119.0,167.0,,32.0,First Line,82,1532.4666666667,28,41,69,24.75,53.13,51.1,27,1986-08-31,USA,USA,77,220,2004,1,5,8471218.0
2013-2014,Bobby Ryan,OTT,F,57.0,315.0,102.0,,104.0,363.0,61.0,32.0,73.0,207.0,239.0,179.0,,73.0,Second Line,70,1180.8333333333,23,25,48,19.82,56.32,49.53,26,1987-03-17,USA,USA,74,208,2005,1,2,8471676.0
2013-2014,Boone Jenner,CBJ,F,258.0,73.0,3.0,,274.0,76.0,223.0,194.0,312.0,279.0,34.0,38.0,,199.0,Third Line,72,1013.7166666667,16,13,29,13.89,56.36,50.76,20,1993-06-15,CAN,CAN,74,203,2011,2,37,8476432.0
2013-2014,Boyd Gordon,EDM,F,343.0,46.0,,159.0,318.0,220.0,348.0,362.0,276.0,419.0,328.0,373.0,4.0,266.0,Third Line,74,1091.85,8,13,21,8.68,37.04,44.41,29,1983-10-19,CAN,CAN,72,200,2002,1,17,8470159.0
2013-2014,Bracken Kearns,SJS,F,283.0,19.0,218.0,,150.0,43.0,232.0,315.0,351.0,215.0,257.0,101.0,,295.0,Fourth Line,25,329.81666666667,3,2,5,3.75,38.89,57.59,32,1981-05-12,CAN,CAN,72,188,-,-,-,8471996.0
2013-2014,Brad Boyes,FLA,F,133.0,331.0,149.0,,79.0,294.0,131.0,72.0,326.0,171.0,290.0,319.0,,134.0,Second Line,78,1329.4333333333,21,15,36,18.51,47.12,52.33,31,1982-04-17,CAN,CAN,72,199,2000,1,24,8468504.0
2013-2014,Brad Malone,COL,F,407.0,353.0,,,417.0,228.0,374.0,153.0,419.0,2.0,382.0,6.0,117.0,400.0,Fringe,32,216.56666666667,3,2,5,1.01,35.71,35.54,24,1989-05-20,CAN,CAN,74,217,2007,4,105,8474089.0
2013-2014,Brad Marchand,BOS,F,44.0,126.0,,29.0,8.0,25.0,194.0,55.0,31.0,241.0,279.0,275.0,,99.0,Second Line,82,1307.7333333333,25,28,53,14.76,66.27,58.03,25,1988-05-11,CAN,CAN,69,176,2006,3,71,8473419.0
2013-2014,Brad Richards,NYR,F,62.0,266.0,80.0,,9.0,309.0,102.0,123.0,110.0,8.0,266.0,394.0,79.0,58.0,First Line,82,1532.05,20,31,51,22.16,50.00,53.33,33,1980-05-02,CAN,CAN,72,199,1998,3,64,8467389.0
2013-2014,Brad Richardson,VAN,F,293.0,146.0,,59.0,243.0,237.0,327.0,313.0,206.0,400.0,186.0,254.0,13.0,291.0,Third Line,73,1087.8,11,12,23,9.99,47.76,48.02,28,1985-02-04,CAN,CAN,72,190,2003,5,163,8470755.0
2013-2014,Brandon Bollig,CHI,F,302.0,44.0,,,328.0,14.0,65.0,352.0,346.0,410.0,366.0,27.0,,366.0,Fourth Line,82,842.55,7,7,14,8.05,48.28,52.99,26,1987-01-31,USA,USA,74,220,-,-,-,8475650.0
2013-2014,Brandon Dubinsky,CBJ,F,138.0,134.0,165.0,49.0,130.0,84.0,221.0,310.0,46.0,336.0,336.0,55.0,25.0,103.0,First Line,76,1426.95,16,34,50,20.38,57.33,53.43,27,1986-04-29,USA,USA,74,208,2004,2,60,8471273.0
2013-2014,Brandon Pirri,FLA,F,158.0,145.0,83.0,,151.0,190.0,188.0,45.0,275.0,22.0,66.0,348.0,172.0,182.0,Fourth Line,49,635.83333333333,13,12,25,8.27,57.78,51.4,22,1991-04-10,CAN,CAN,72,180,2009,2,59,8475204.0
2013-2014,Brandon Pirri,CHI,F,158.0,145.0,83.0,,151.0,190.0,188.0,45.0,275.0,22.0,66.0,348.0,172.0,182.0,Fourth Line,49,635.83333333333,13,12,25,8.27,57.78,51.4,22,1991-04-10,CAN,CAN,72,180,2009,2,59,8475204.0
2013-2014,Brandon Prust,MTL,F,312.0,203.0,,58.0,307.0,242.0,373.0,248.0,214.0,327.0,407.0,71.0,,322.0,Fourth Line,52,666.78333333333,6,7,13,3.71,45.95,43.85,29,1984-03-16,CAN,CAN,72,195,2004,3,70,8471283.0
2013-2014,Brandon Saad,CHI,F,38.0,75.0,239.0,,17.0,51.0,146.0,107.0,18.0,20.0,52.0,309.0,,131.0,Second Line,78,1270.65,19,28,47,17.06,57.29,57.59,20,1992-10-27,USA,USA,73,215,2011,2,43,8476438.0
2013-2014,Brandon Sutter,PIT,F,329.0,208.0,213.0,106.0,373.0,253.0,201.0,318.0,315.0,389.0,55.0,296.0,84.0,221.0,Second Line,81,1277.25,13,13,26,13.51,40.82,42.92,24,1989-02-14,USA,CAN,75,190,2007,1,11,8474091.0
2013-2014,Brayden Schenn,PHI,F,165.0,227.0,119.0,,175.0,301.0,165.0,126.0,216.0,128.0,67.0,66.0,158.0,152.0,Second Line,82,1291.35,20,21,41,19.44,50.62,52.48,22,1991-08-22,CAN,CAN,73,199,2009,1,5,8475170.0
2013-2014,Brendan Gallagher,MTL,F,20.0,96.0,158.0,,24.0,213.0,12.0,44.0,68.0,90.0,107.0,300.0,,95.0,Second Line,81,1293.1166666667,19,22,41,23.94,52.87,53.82,21,1992-05-06,CAN,CAN,69,186,2010,5,147,8475848.0
2013-2014,Brenden Morrow,STL,F,319.0,287.0,142.0,,324.0,199.0,395.0,148.0,266.0,179.0,371.0,106.0,,275.0,Fourth Line,71,845.08333333333,13,12,25,6.9,52.73,49.46,34,1979-01-16,CAN,CAN,71,212,1997,1,25,8466160.0
2013-2014,Brian Boyle,NYR,F,295.0,168.0,,116.0,220.0,246.0,103.0,344.0,370.0,411.0,333.0,36.0,40.0,284.0,Fourth Line,82,1046.5,6,12,18,13.2,46.67,48.31,28,1984-12-18,USA,USA,78,245,2003,1,26,8470619.0
2013-2014,Brian Flynn,BUF,F,355.0,202.0,,41.0,385.0,297.0,276.0,300.0,336.0,242.0,145.0,327.0,95.0,282.0,Third Line,79,1139.1,6,7,13,8.7,36.73,40.45,25,1988-07-26,USA,USA,73,185,-,-,-,8476808.0
2013-2014,Brian Gibbons,PIT,F,299.0,29.0,,,208.0,17.0,408.0,296.0,96.0,204.0,2.0,311.0,,305.0,Fourth Line,41,489.73333333333,5,12,17,3.01,58.82,54.03,25,1988-02-26,USA,USA,68,175,-,-,-,8476207.0
2013-2014,Brian Gionta,MTL,F,167.0,220.0,203.0,61.0,278.0,276.0,92.0,164.0,163.0,343.0,76.0,325.0,,115.0,Second Line,81,1445.5166666667,18,22,40,19.25,48.48,46.72,34,1979-01-18,USA,USA,67,178,1998,3,82,8467407.0
2013-2014,Brian McGrattan,CGY,F,326.0,283.0,,,394.0,358.0,99.0,357.0,289.0,50.0,322.0,65.0,,394.0,Fringe,76,510.5,4,4,8,4.13,43.75,37.87,31,1981-09-02,CAN,CAN,76,235,1999,4,104,8467977.0
2013-2014,Brock Nelson,NYI,F,215.0,124.0,105.0,69.0,109.0,158.0,144.0,128.0,378.0,231.0,37.0,223.0,157.0,214.0,Third Line,72,1026.8833333333,14,12,26,14.85,42.42,53.31,21,1991-10-15,USA,USA,76,210,2010,1,30,8475754.0
2013-2014,Brooks Laich,WSH,F,338.0,241.0,77.0,140.0,332.0,234.0,319.0,283.0,361.0,228.0,292.0,204.0,156.0,226.0,Second Line,51,879.83333333333,8,7,15,7.74,45.45,45.96,30,1983-06-23,CAN,CAN,74,200,2001,6,193,8469639.0
2013-2014,Bryan Bickell,CHI,F,115.0,95.0,,,155.0,40.0,89.0,81.0,204.0,15.0,256.0,83.0,,279.0,Fourth Line,59,669.65,11,4,15,7.36,44.23,57.08,27,1986-03-09,CAN,CAN,76,223,2004,2,41,8471254.0
2013-2014,Bryan Little,WPG,F,106.0,355.0,182.0,161.0,38.0,367.0,303.0,234.0,32.0,304.0,134.0,288.0,136.0,94.0,First Line,82,1640.3,23,41,64,21.72,52.38,51.89,25,1987-11-12,CAN,CAN,72,191,2006,1,12,8473412.0
2013-2014,Cal Clutterbuck,NYI,F,229.0,332.0,234.0,144.0,256.0,261.0,42.0,262.0,360.0,317.0,127.0,15.0,,249.0,Third Line,73,1046.2,12,7,19,18.68,34.69,49.14,25,1987-11-18,CAN,CAN,72,212,2006,3,72,8473504.0
2013-2014,Cam Atkinson,CBJ,F,73.0,38.0,137.0,,219.0,75.0,21.0,34.0,162.0,320.0,208.0,308.0,,100.0,Second Line,79,1247.3333333333,21,19,40,23.54,52.24,53.15,24,1989-06-05,USA,USA,68,176,2008,6,157,8474715.0
2013-2014,Carl Hagelin,NYR,F,48.0,329.0,,45.0,6.0,255.0,62.0,96.0,137.0,85.0,192.0,266.0,,140.0,Second Line,72,1118.15,17,16,33,15.28,53.52,54.44,25,1988-08-23,SWE,SWE,72,183,2007,6,168,8474176.0
2013-2014,Carl Soderberg,BOS,F,130.0,7.0,1.0,,279.0,39.0,213.0,144.0,38.0,114.0,340.0,290.0,141.0,113.0,Third Line,73,1040.8833333333,16,32,48,13.02,56.06,52.62,27,1985-10-12,SWE,SWE,75,210,2004,2,49,8471262.0
2013-2014,Carter Ashton,TOR,F,371.0,298.0,,,395.0,251.0,256.0,414.0,201.0,48.0,19.0,33.0,,405.0,Fringe,32,200.75,0,3,3,1.71,55.56,39.61,22,1991-04-01,CAN,CAN,75,215,2009,1,29,8475154.0
