Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID
2011-2012,Adam Burish,DAL,F,317.0,121.0,,169.0,359.0,96.0,274.0,274.0,297.0,398.0,275.0,164.0,38.0,285.0,Fourth Line,65,831.21666666667,6,13,19,7.27,51.16,47.69,28,1983-01-06,USA,USA,73,195,2002,9,282,8470063.0
2011-2012,Adam Hall,TBL,F,290.0,82.0,,190.0,344.0,68.0,158.0,356.0,209.0,401.0,151.0,80.0,8.0,339.0,Fourth Line,57,676.35,2,5,7,5.65,36.84,48.98,31,1980-08-14,USA,USA,74,212,1999,2,52,8467925.0
2011-2012,Adam Henrique,NJD,F,273.0,14.0,223.0,4.0,220.0,26.0,362.0,259.0,190.0,241.0,30.0,230.0,119.0,110.0,First Line,74,1343.85,16,35,51,13.86,52.27,55.12,21,1990-02-06,CAN,CAN,72,195,2008,3,82,8474641.0
2011-2012,Ales Hemsky,EDM,F,128.0,396.0,222.0,,161.0,349.0,218.0,192.0,48.0,283.0,201.0,376.0,,122.0,Second Line,69,1214.4,10,26,36,12.88,46.97,49.96,28,1983-08-13,CZE,CZE,72,177,2001,1,13,8469466.0
2011-2012,Alex Ovechkin,WSH,F,21.0,373.0,26.0,,113.0,325.0,6.0,30.0,88.0,157.0,29.0,89.0,,4.0,First Line,78,1544.4166666667,38,27,65,28.01,49.00,48.63,25,1985-09-17,RUS,RUS,75,238,2004,1,1,8471214.0
2011-2012,Alex Tanguay,CGY,F,191.0,343.0,179.0,126.0,177.0,277.0,401.0,194.0,15.0,135.0,192.0,387.0,,124.0,First Line,64,1218.9166666667,13,36,49,10.37,57.53,48.09,31,1979-11-21,CAN,CAN,73,194,1998,1,12,8467338.0
2011-2012,Alexander Burmistrov,WPG,F,301.0,218.0,247.0,114.0,208.0,148.0,314.0,280.0,340.0,69.0,75.0,204.0,173.0,281.0,Second Line,76,1266.35,13,15,28,13.74,54.29,52.75,19,1991-10-21,RUS,RUS,73,180,2010,1,8,8475788.0
2011-2012,Alexander Semin,WSH,F,16.0,256.0,58.0,,86.0,211.0,36.0,12.0,35.0,170.0,366.0,378.0,,62.0,Second Line,77,1292.8333333333,21,33,54,16.65,57.14,51.93,27,1984-03-03,RUS,RUS,74,211,2002,1,13,8470120.0
2011-2012,Alexander Steen,STL,F,13.0,37.0,174.0,141.0,75.0,17.0,17.0,14.0,53.0,209.0,44.0,352.0,,49.0,First Line,43,822.45,15,13,28,12.31,75.61,61.61,27,1984-03-01,CAN,SWE,72,211,2002,1,24,8470257.0
2011-2012,Alexandre Burrows,VAN,F,39.0,181.0,175.0,64.0,48.0,135.0,95.0,6.0,181.0,2.0,159.0,227.0,,91.0,First Line,80,1477.95,28,24,52,22.35,62.35,52.82,30,1981-04-11,CAN,CAN,73,197,-,-,-,8470358.0
