Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID
2020-2021,Adam Erne,DET,F,379.0,272.0,227.0,,402.0,272.0,245.0,215.0,407.0,367.0,416.0,46.0,,291.0,Third Line,45,626.45,11,9,20,7.58,47.37,45.88,25,1995-04-20,USA,USA,73,212,2013,2,33,8477454.0
2020-2021,Adam Gaudette,CHI,F,241.0,335.0,221.0,,310.0,423.0,119.0,194.0,314.0,29.0,196.0,314.0,163.0,266.0,Fourth Line,40,444.85,5,6,11,7.47,30.30,43.71,23,1996-10-03,USA,USA,73,194,2015,5,149,8478874.0
2020-2021,Adam Gaudette,VAN,F,241.0,335.0,221.0,,310.0,423.0,119.0,194.0,314.0,29.0,196.0,314.0,163.0,266.0,Fourth Line,40,444.85,5,6,11,7.47,30.30,43.71,23,1996-10-03,USA,USA,73,194,2015,5,149,8478874.0
2020-2021,Adam Henrique,ANA,F,137.0,295.0,190.0,120.0,180.0,349.0,229.0,41.0,216.0,132.0,274.0,241.0,32.0,142.0,Second Line,45,721.8,12,9,21,8.7,49.06,46.27,30,1990-02-06,CAN,CAN,72,195,2008,3,82,8474641.0
2020-2021,Adam Lowry,WPG,F,321.0,152.0,138.0,115.0,395.0,260.0,285.0,217.0,322.0,384.0,175.0,29.0,33.0,256.0,Second Line,52,808.46666666667,10,14,24,8.78,54.17,44.27,27,1993-03-29,USA,USA,78,208,2011,3,67,8476392.0
2020-2021,Adrian Kempe,LAK,F,283.0,328.0,27.0,24.0,266.0,261.0,221.0,280.0,279.0,214.0,377.0,247.0,,161.0,Second Line,56,948.21666666667,14,15,29,11.31,40.00,43.56,23,1996-09-13,SWE,SWE,74,200,2014,1,29,8477960.0
2020-2021,Aleksander Barkov,FLA,F,12.0,36.0,43.0,167.0,36.0,90.0,59.0,27.0,31.0,153.0,35.0,397.0,35.0,12.0,First Line,50,1046.8666666667,26,32,58,19.31,59.68,60.73,24,1995-09-02,FIN,FIN,75,215,2013,1,2,8477493.0
2020-2021,Alex Barre-Boulet,TBL,F,424.0,8.0,57.0,,205.0,2.0,423.0,398.0,437.0,56.0,281.0,338.0,,305.0,Third Line,15,228.78333333333,3,0,3,3.11,58.33,62.27,23,1997-05-21,CAN,CAN,70,180,-,-,-,
2020-2021,Alex Chiasson,EDM,F,395.0,310.0,23.0,,411.0,251.0,348.0,297.0,368.0,231.0,425.0,150.0,,265.0,Fourth Line,45,561.78333333333,9,7,16,9.01,37.93,41.88,29,1990-10-01,CAN,CAN,76,208,2009,2,38,8475163.0
2020-2021,Alex DeBrincat,CHI,F,84.0,418.0,98.0,,252.0,412.0,67.0,47.0,106.0,127.0,67.0,271.0,,20.0,First Line,51,1045.8333333333,32,24,56,17.04,54.43,44.59,22,1997-12-18,USA,USA,68,178,2016,2,39,8479337.0
2020-2021,Alex Formenton,OTT,F,348.0,190.0,,56.0,418.0,221.0,302.0,102.0,393.0,360.0,46.0,152.0,,305.0,Fourth Line,20,239.88333333333,4,2,6,2.41,61.54,43.9,20,1999-09-13,CAN,CAN,75,195,2017,2,47,8480029.0
2020-2021,Alex Galchenyuk,OTT,F,97.0,408.0,100.0,,80.0,361.0,140.0,202.0,75.0,107.0,412.0,173.0,,233.0,Fourth Line,34,432.01666666667,5,8,13,6.85,43.18,56.7,26,1994-02-12,USA,USA,73,194,2012,1,3,8476851.0
2020-2021,Alex Galchenyuk,TOR,F,97.0,408.0,100.0,,80.0,361.0,140.0,202.0,75.0,107.0,412.0,173.0,,233.0,Fourth Line,34,432.01666666667,5,8,13,6.85,43.18,56.7,26,1994-02-12,USA,USA,73,194,2012,1,3,8476851.0
2020-2021,Alex Iafallo,LAK,F,255.0,119.0,79.0,173.0,295.0,166.0,270.0,277.0,188.0,318.0,187.0,354.0,,124.0,First Line,55,1093.8,13,17,30,14.47,46.88,49.15,26,1993-12-21,USA,USA,72,200,-,-,-,8480113.0
2020-2021,Alex Killorn,TBL,F,172.0,221.0,143.0,70.0,179.0,112.0,190.0,123.0,226.0,170.0,326.0,258.0,,129.0,Second Line,56,1001.6,15,18,33,13.06,49.06,50.36,30,1989-09-14,CAN,CAN,73,194,2007,3,77,8473986.0
2020-2021,Alex Ovechkin,WSH,F,16.0,394.0,52.0,,223.0,359.0,5.0,6.0,150.0,10.0,84.0,84.0,,5.0,First Line,45,877.58333333333,24,18,42,17.33,56.06,48.09,34,1985-09-17,RUS,RUS,75,238,2004,1,1,8471214.0
2020-2021,Alex Tuch,VGK,F,80.0,28.0,136.0,,107.0,91.0,28.0,88.0,232.0,109.0,32.0,220.0,,105.0,Second Line,55,925.45,18,15,33,16.8,58.62,55.41,24,1996-05-10,USA,USA,76,219,2014,1,18,8477949.0
2020-2021,Alexander Barabanov,SJS,F,310.0,245.0,198.0,,130.0,395.0,388.0,407.0,209.0,308.0,282.0,386.0,,296.0,Fourth Line,22,270.85,3,5,8,2.7,52.00,48.4,26,1994-06-17,RUS,RUS,70,195,-,-,-,8482222.0
2020-2021,Alexander Barabanov,TOR,F,310.0,245.0,198.0,,130.0,395.0,388.0,407.0,209.0,308.0,282.0,386.0,,296.0,Fourth Line,22,270.85,3,5,8,2.7,52.00,48.4,26,1994-06-17,RUS,RUS,70,195,-,-,-,8482222.0
2020-2021,Alexander Kerfoot,TOR,F,270.0,187.0,,61.0,215.0,180.0,351.0,283.0,191.0,197.0,242.0,306.0,142.0,244.0,Third Line,56,808.88333333333,8,15,23,8.32,51.11,49.66,26,1994-08-11,CAN,CAN,71,186,2012,5,150,8477021.0
2020-2021,Alexander Volkov,ANA,F,370.0,94.0,,,420.0,343.0,381.0,40.0,425.0,92.0,286.0,188.0,,295.0,Fourth Line,37,431.0,7,6,13,4.19,51.52,43.08,23,1997-08-02,RUS,RUS,73,195,2017,2,48,8480186.0
2020-2021,Alexander Volkov,TBL,F,370.0,94.0,,,420.0,343.0,381.0,40.0,425.0,92.0,286.0,188.0,,295.0,Fourth Line,37,431.0,7,6,13,4.19,51.52,43.08,23,1997-08-02,RUS,RUS,73,195,2017,2,48,8480186.0
2020-2021,Alexander Wennberg,FLA,F,349.0,76.0,246.0,95.0,183.0,88.0,418.0,300.0,330.0,168.0,72.0,384.0,116.0,215.0,First Line,56,1017.35,17,12,29,8.89,54.79,50.5,25,1994-09-22,SWE,SWE,74,190,2013,1,14,8477505.0
2020-2021,Alexandre Texier,CBJ,F,332.0,208.0,280.0,82.0,326.0,254.0,273.0,356.0,310.0,298.0,256.0,274.0,182.0,312.0,Second Line,49,776.13333333333,4,11,15,6.18,42.86,45.17,20,1999-09-13,FRA,FRA,73,186,2017,2,45,8480074.0
2020-2021,Alexis Lafrenière,NYR,F,231.0,416.0,283.0,,189.0,406.0,341.0,80.0,284.0,106.0,204.0,279.0,,313.0,Third Line,56,777.41666666667,12,9,21,7.47,48.33,46.92,18,2001-10-11,CAN,CAN,73,195,2020,1,1,8482109.0
2020-2021,Anders Bjork,BOS,F,381.0,165.0,,25.0,287.0,140.0,409.0,293.0,354.0,273.0,348.0,237.0,,387.0,Third Line,45,624.68333333333,5,6,11,3.82,34.04,48.58,24,1996-08-05,USA,USA,72,190,2014,5,146,8478075.0
2020-2021,Anders Bjork,BUF,F,381.0,165.0,,25.0,287.0,140.0,409.0,293.0,354.0,273.0,348.0,237.0,,387.0,Third Line,45,624.68333333333,5,6,11,3.82,34.04,48.58,24,1996-08-05,USA,USA,72,190,2014,5,146,8478075.0
2020-2021,Anders Lee,NYI,F,17.0,213.0,111.0,,22.0,224.0,30.0,18.0,158.0,65.0,147.0,169.0,104.0,55.0,Second Line,27,473.2,12,7,19,9.65,64.86,58.34,30,1990-07-03,USA,USA,75,235,2009,6,152,8475314.0
2020-2021,Andre Burakovsky,COL,F,32.0,210.0,104.0,,29.0,167.0,206.0,26.0,36.0,147.0,153.0,366.0,,92.0,Third Line,53,799.85,19,25,44,9.11,53.03,59.63,25,1995-02-09,AUT,SWE,75,209,2013,1,23,8477444.0
2020-2021,Andreas Athanasiou,LAK,F,152.0,407.0,234.0,,302.0,414.0,117.0,147.0,125.0,167.0,65.0,330.0,,167.0,Third Line,47,702.61666666667,10,13,23,7.95,47.17,43.9,26,1994-08-06,CAN,CAN,74,190,2012,4,110,8476960.0
2020-2021,Andreas Johnsson,NJD,F,260.0,134.0,238.0,,63.0,183.0,269.0,370.0,300.0,63.0,172.0,272.0,,283.0,Third Line,50,696.7,5,6,11,6.63,48.78,52.11,25,1994-11-21,SWE,SWE,70,195,2013,7,202,8477341.0
2020-2021,Andrei Svechnikov,CAR,F,50.0,341.0,19.0,,10.0,213.0,71.0,151.0,124.0,152.0,402.0,102.0,,62.0,Second Line,55,964.65,15,27,42,17.26,59.02,55.18,20,2000-03-26,RUS,RUS,74,195,2018,1,2,8480830.0
2020-2021,Andrew Cogliano,DAL,F,343.0,78.0,,62.0,305.0,50.0,235.0,388.0,312.0,378.0,220.0,120.0,,370.0,Third Line,54,752.01666666667,5,6,11,7.41,37.50,53.11,33,1987-06-14,CAN,CAN,70,179,2005,1,25,8471699.0
2020-2021,Andrew Copp,WPG,F,206.0,290.0,49.0,89.0,178.0,313.0,214.0,264.0,131.0,327.0,109.0,226.0,64.0,127.0,First Line,55,1003.1333333333,15,24,39,14.36,51.72,48.74,26,1994-07-08,USA,USA,73,199,2013,4,104,8477429.0
2020-2021,Andrew Mangiapane,CGY,F,44.0,42.0,214.0,21.0,46.0,59.0,198.0,20.0,88.0,289.0,146.0,236.0,,180.0,Second Line,56,933.31666666667,18,14,32,11.92,56.36,58.67,24,1996-04-04,CAN,CAN,70,184,2015,6,166,8478233.0
2020-2021,Andrew Shaw,CHI,F,411.0,331.0,95.0,63.0,372.0,317.0,263.0,417.0,410.0,284.0,174.0,75.0,93.0,230.0,Third Line,14,211.55,2,2,4,2.04,16.67,38.11,29,1991-07-20,CAN,CAN,71,182,2011,5,139,8476381.0
2020-2021,Anthony Beauvillier,NYI,F,145.0,343.0,163.0,,191.0,276.0,136.0,91.0,234.0,291.0,112.0,268.0,,132.0,Second Line,47,770.85,15,13,28,10.59,64.15,53.46,23,1997-06-08,CAN,CAN,71,180,2015,1,28,8478463.0
2020-2021,Anthony Cirelli,TBL,F,274.0,88.0,232.0,51.0,112.0,89.0,338.0,340.0,242.0,270.0,29.0,179.0,111.0,184.0,Second Line,50,887.35,9,13,22,8.19,45.45,52.21,23,1997-07-15,CAN,CAN,72,189,2015,3,72,8478519.0
2020-2021,Anthony Duclair,FLA,F,21.0,242.0,189.0,,35.0,159.0,52.0,116.0,15.0,70.0,69.0,301.0,,95.0,Second Line,43,674.43333333333,10,22,32,11.43,69.81,61.13,25,1995-08-26,CAN,CAN,71,197,2013,3,80,8477407.0
2020-2021,Anthony Mantha,DET,F,161.0,252.0,175.0,,143.0,153.0,134.0,203.0,178.0,121.0,231.0,276.0,,78.0,First Line,56,1014.9333333333,15,14,29,11.68,44.12,50.79,25,1994-09-16,CAN,CAN,77,234,2013,1,20,8477511.0
2020-2021,Anthony Mantha,WSH,F,161.0,252.0,175.0,,143.0,153.0,134.0,203.0,178.0,121.0,231.0,276.0,,78.0,First Line,56,1014.9333333333,15,14,29,11.68,44.12,50.79,25,1994-09-16,CAN,CAN,77,234,2013,1,20,8477511.0
2020-2021,Antoine Roussel,VAN,F,354.0,412.0,,162.0,185.0,405.0,383.0,359.0,329.0,277.0,436.0,78.0,,400.0,Fourth Line,35,402.7,1,3,4,3.1,56.25,45.1,30,1989-11-21,FRA,FRA,71,200,-,-,-,8474849.0
2020-2021,Anze Kopitar,LAK,F,192.0,267.0,63.0,186.0,194.0,237.0,318.0,206.0,90.0,335.0,86.0,336.0,15.0,52.0,First Line,56,1186.2333333333,13,37,50,12.72,50.00,48.7,33,1987-08-24,SVN,SVN,75,225,2005,1,11,8471685.0
2020-2021,Artem Anisimov,OTT,F,136.0,317.0,169.0,,167.0,396.0,172.0,276.0,35.0,210.0,341.0,373.0,148.0,205.0,Fourth Line,19,228.48333333333,2,7,9,3.25,60.00,45.91,32,1988-05-24,RUS,RUS,76,199,2006,2,54,8473573.0
2020-2021,Artemi Panarin,NYR,F,29.0,393.0,11.0,,103.0,262.0,223.0,84.0,6.0,140.0,80.0,427.0,,10.0,First Line,42,825.0,17,41,58,10.46,60.00,48.82,28,1991-10-30,RUS,RUS,72,173,-,-,-,8478550.0
2020-2021,Arttu Ruotsalainen,BUF,F,162.0,437.0,279.0,,285.0,437.0,184.0,11.0,361.0,221.0,375.0,233.0,,252.0,Third Line,17,237.68333333333,5,1,6,2.21,34.62,39.11,22,1997-10-29,FIN,FIN,68,187,-,-,-,8481626.0
