Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID
2012-2013,Aaron Palushaj,COL,F,202.0,108.0,,,85.0,199.0,207.0,328.0,158.0,278.0,6.0,140.0,,296.0,Fourth Line,25,282.88333333333,2,7,9,1.9,48.15,52.84,22,1989-09-07,USA,USA,72,187,2007,2,44,8474030.0
2012-2013,Aaron Volpatti,VAN,F,364.0,114.0,,,347.0,95.0,342.0,360.0,358.0,341.0,337.0,14.0,,366.0,Fringe,33,275.13333333333,1,1,2,1.87,41.67,43.89,27,1985-05-30,CAN,CAN,72,215,-,-,-,8475619.0
2012-2013,Aaron Volpatti,WSH,F,364.0,114.0,,,347.0,95.0,342.0,360.0,358.0,341.0,337.0,14.0,,366.0,Fringe,33,275.13333333333,1,1,2,1.87,41.67,43.89,27,1985-05-30,CAN,CAN,72,215,-,-,-,8475619.0
2012-2013,Adam Burish,SJS,F,348.0,155.0,,133.0,316.0,158.0,277.0,353.0,339.0,360.0,49.0,112.0,54.0,320.0,Fourth Line,46,486.2,1,2,3,3.54,26.67,44.63,29,1983-01-06,USA,USA,73,195,2002,9,282,8470063.0
2012-2013,Adam Hall,CAR,F,349.0,50.0,,145.0,357.0,79.0,210.0,365.0,258.0,374.0,108.0,65.0,18.0,333.0,Fourth Line,37,389.68333333333,0,4,4,2.7,42.86,42.69,32,1980-08-14,USA,USA,74,212,1999,2,52,8467925.0
2012-2013,Adam Hall,PHI,F,349.0,50.0,,145.0,357.0,79.0,210.0,365.0,258.0,374.0,108.0,65.0,18.0,333.0,Fourth Line,37,389.68333333333,0,4,4,2.7,42.86,42.69,32,1980-08-14,USA,USA,74,212,1999,2,52,8467925.0
2012-2013,Adam Hall,TBL,F,349.0,50.0,,145.0,357.0,79.0,210.0,365.0,258.0,374.0,108.0,65.0,18.0,333.0,Fourth Line,37,389.68333333333,0,4,4,2.7,42.86,42.69,32,1980-08-14,USA,USA,74,212,1999,2,52,8467925.0
2012-2013,Adam Henrique,NJD,F,264.0,21.0,186.0,18.0,149.0,20.0,297.0,220.0,289.0,176.0,113.0,264.0,70.0,151.0,First Line,42,769.36666666667,11,5,16,10.69,47.06,56.73,22,1990-02-06,CAN,CAN,72,195,2008,3,82,8474641.0
2012-2013,Ales Hemsky,EDM,F,174.0,369.0,135.0,,214.0,360.0,166.0,215.0,151.0,211.0,315.0,349.0,,130.0,Second Line,38,596.73333333333,9,11,20,7.8,47.06,41.44,29,1983-08-13,CZE,CZE,72,177,2001,1,13,8469466.0
2012-2013,Alex Galchenyuk,MTL,F,10.0,93.0,202.0,,60.0,136.0,125.0,29.0,3.0,12.0,294.0,280.0,,165.0,Fourth Line,48,591.4,9,18,27,8.84,65.31,57.09,18,1994-02-12,USA,USA,73,194,2012,1,3,8476851.0
