Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID
2011-2012,Aaron Palushaj,MTL,F,313.0,41.0,,,172.0,79.0,138.0,408.0,374.0,364.0,5.0,186.0,,402.0,Fringe,38,287.51666666667,1,4,5,2.44,53.33,49.68,21,1989-09-07,USA,USA,72,187,2007,2,44,8474030.0
2011-2012,Adam Burish,DAL,F,318.0,133.0,,171.0,366.0,109.0,279.0,273.0,302.0,419.0,286.0,174.0,39.0,282.0,Fourth Line,65,831.21666666667,6,13,19,7.27,51.16,47.69,28,1983-01-06,USA,USA,73,195,2002,9,282,8470063.0
2011-2012,Adam Hall,TBL,F,290.0,92.0,,193.0,349.0,78.0,159.0,359.0,211.0,422.0,161.0,82.0,8.0,337.0,Fourth Line,57,676.35,2,5,7,5.65,36.84,48.98,31,1980-08-14,USA,USA,74,212,1999,2,52,8467925.0
2011-2012,Adam Henrique,NJD,F,274.0,18.0,221.0,5.0,218.0,30.0,375.0,259.0,192.0,256.0,34.0,262.0,120.0,109.0,First Line,74,1343.85,16,35,51,13.86,52.27,55.12,21,1990-02-06,CAN,CAN,72,195,2008,3,82,8474641.0
2011-2012,Ales Hemsky,EDM,F,145.0,422.0,232.0,,156.0,380.0,229.0,196.0,71.0,261.0,244.0,398.0,,141.0,Second Line,69,1214.4,10,26,36,12.88,46.97,49.96,28,1983-08-13,CZE,CZE,72,177,2001,1,13,8469466.0
2011-2012,Alex Ovechkin,WSH,F,20.0,393.0,25.0,,113.0,345.0,6.0,27.0,89.0,173.0,33.0,87.0,,3.0,First Line,78,1544.4166666667,38,27,65,28.01,49.00,48.63,25,1985-09-17,RUS,RUS,75,238,2004,1,1,8471214.0
2011-2012,Alex Tanguay,CGY,F,191.0,361.0,178.0,128.0,179.0,296.0,417.0,192.0,15.0,150.0,203.0,408.0,,122.0,First Line,64,1218.9166666667,13,36,49,10.37,57.53,48.09,31,1979-11-21,CAN,CAN,73,194,1998,1,12,8467338.0
2011-2012,Alexander Burmistrov,WPG,F,300.0,237.0,247.0,116.0,208.0,162.0,323.0,279.0,348.0,80.0,85.0,221.0,173.0,278.0,Second Line,76,1266.35,13,15,28,13.74,54.29,52.75,19,1991-10-21,RUS,RUS,73,180,2010,1,8,8475788.0
2011-2012,Alexander Semin,WSH,F,15.0,275.0,57.0,,87.0,228.0,37.0,11.0,36.0,184.0,379.0,393.0,,61.0,Second Line,77,1292.8333333333,21,33,54,16.65,57.14,51.93,27,1984-03-03,RUS,RUS,74,211,2002,1,13,8470120.0
2011-2012,Alexander Steen,STL,F,12.0,45.0,173.0,143.0,76.0,21.0,18.0,13.0,55.0,224.0,51.0,368.0,,48.0,First Line,43,822.45,15,13,28,12.31,75.61,61.61,27,1984-03-01,CAN,SWE,72,211,2002,1,24,8470257.0
2011-2012,Alexandre Burrows,VAN,F,38.0,197.0,174.0,65.0,47.0,149.0,94.0,5.0,183.0,2.0,169.0,235.0,,90.0,First Line,80,1477.95,28,24,52,22.35,62.35,52.82,30,1981-04-11,CAN,CAN,73,197,-,-,-,8470358.0
2011-2012,Alexei Ponikarovsky,CAR,F,181.0,70.0,101.0,,151.0,40.0,152.0,239.0,219.0,182.0,338.0,110.0,,215.0,Third Line,82,1209.2333333333,14,19,33,17.59,47.89,53.37,31,1980-04-09,UKR,UKR,76,225,1998,4,87,8467412.0
2011-2012,Alexei Ponikarovsky,NJD,F,181.0,70.0,101.0,,151.0,40.0,152.0,239.0,219.0,182.0,338.0,110.0,,215.0,Third Line,82,1209.2333333333,14,19,33,17.59,47.89,53.37,31,1980-04-09,UKR,UKR,76,225,1998,4,87,8467412.0
2011-2012,Andreas Nodl,PHI,F,309.0,305.0,,,200.0,306.0,321.0,338.0,321.0,380.0,90.0,171.0,,356.0,Fourth Line,60,702.85,3,5,8,6.94,40.74,47.44,24,1987-02-28,AUT,AUT,73,196,2006,2,39,8473568.0
2011-2012,Andreas Nodl,CAR,F,309.0,305.0,,,200.0,306.0,321.0,338.0,321.0,380.0,90.0,171.0,,356.0,Fourth Line,60,702.85,3,5,8,6.94,40.74,47.44,24,1987-02-28,AUT,AUT,73,196,2006,2,39,8473568.0
2011-2012,Andrei Kostitsyn,MTL,F,147.0,417.0,213.0,,196.0,334.0,147.0,186.0,123.0,187.0,334.0,164.0,,175.0,Third Line,72,1088.3333333333,16,20,36,11.79,53.01,48.75,26,1985-02-03,BLR,BLR,72,214,2003,1,10,8470603.0
2011-2012,Andrei Kostitsyn,NSH,F,147.0,417.0,213.0,,196.0,334.0,147.0,186.0,123.0,187.0,334.0,164.0,,175.0,Third Line,72,1088.3333333333,16,20,36,11.79,53.01,48.75,26,1985-02-03,BLR,BLR,72,214,2003,1,10,8470603.0
2011-2012,Andrei Loktionov,LAK,F,262.0,396.0,,,160.0,183.0,219.0,395.0,184.0,23.0,98.0,425.0,131.0,347.0,Fourth Line,39,488.65,3,4,7,4.34,45.45,47.93,21,1990-05-30,RUS,RUS,71,190,2008,5,123,8474681.0
2011-2012,Andrew Brunette,CHI,F,310.0,348.0,201.0,,210.0,260.0,424.0,307.0,169.0,34.0,86.0,409.0,,250.0,Third Line,78,1056.8666666667,12,15,27,10.59,39.47,47.81,38,1973-08-24,CAN,CAN,73,215,1993,7,174,8459596.0
2011-2012,Andrew Cogliano,ANA,F,276.0,391.0,,175.0,248.0,375.0,305.0,241.0,254.0,247.0,184.0,239.0,171.0,246.0,Third Line,82,1205.8833333333,13,13,26,9.87,48.24,46.11,24,1987-06-14,CAN,CAN,70,179,2005,1,25,8471699.0
2011-2012,Andrew Desjardins,SJS,F,188.0,6.0,,18.0,127.0,39.0,218.0,354.0,78.0,332.0,142.0,119.0,53.0,333.0,Fourth Line,76,728.2,4,13,17,5.69,53.66,56.07,25,1986-07-27,CAN,CAN,73,195,-,-,-,8471956.0
2011-2012,Andrew Gordon,ANA,F,328.0,428.0,,45.0,247.0,409.0,238.0,342.0,377.0,31.0,167.0,122.0,,380.0,Fourth Line,37,401.63333333333,2,3,5,3.49,25.00,45.08,25,1985-12-13,CAN,CAN,72,194,2004,7,197,8471409.0
2011-2012,Andrew Ladd,WPG,F,50.0,351.0,159.0,132.0,30.0,339.0,57.0,35.0,216.0,144.0,304.0,300.0,,77.0,First Line,82,1604.4,28,22,50,28.55,48.08,54.52,25,1985-12-12,CAN,CAN,75,205,2004,1,4,8471217.0
2011-2012,Andrew Murray,SJS,F,314.0,13.0,,,234.0,3.0,163.0,335.0,372.0,191.0,15.0,37.0,,371.0,Fringe,39,300.48333333333,1,3,4,2.49,60.00,59.17,29,1981-11-06,CAN,CAN,74,210,2001,8,242,8469685.0
2011-2012,Andrew Shaw,CHI,F,87.0,78.0,87.0,,262.0,184.0,123.0,2.0,271.0,417.0,109.0,84.0,,115.0,Third Line,37,562.68333333333,12,11,23,8.38,46.81,49.84,20,1991-07-20,CAN,CAN,71,182,2011,5,139,8476381.0
2011-2012,Andy McDonald,STL,F,47.0,232.0,71.0,99.0,70.0,143.0,95.0,30.0,96.0,231.0,27.0,414.0,42.0,40.0,First Line,25,463.13333333333,10,12,22,7.43,58.62,56.06,34,1977-08-25,CAN,CAN,70,175,-,-,-,8468434.0
2011-2012,Anthony Stewart,CAR,F,236.0,376.0,,,293.0,394.0,303.0,137.0,150.0,37.0,301.0,132.0,,302.0,Fringe,77,625.6,9,11,20,6.17,46.94,44.11,26,1985-01-05,CAN,CAN,75,230,2003,1,25,8470618.0
2011-2012,Antoine Vermette,PHX,F,189.0,218.0,175.0,72.0,128.0,239.0,265.0,282.0,102.0,273.0,234.0,182.0,14.0,161.0,Second Line,82,1410.9833333333,11,26,37,16.02,47.31,52.27,29,1982-07-20,CAN,CAN,73,197,2000,2,55,8468535.0
2011-2012,Antoine Vermette,CBJ,F,189.0,218.0,175.0,72.0,128.0,239.0,265.0,282.0,102.0,273.0,234.0,182.0,14.0,161.0,Second Line,82,1410.9833333333,11,26,37,16.02,47.31,52.27,29,1982-07-20,CAN,CAN,73,197,2000,2,55,8468535.0
2011-2012,Anton Lander,EDM,F,421.0,408.0,,189.0,407.0,366.0,342.0,421.0,428.0,67.0,247.0,304.0,149.0,409.0,Fourth Line,56,594.4,2,4,6,4.69,34.48,41.54,20,1991-04-24,SWE,SWE,72,184,2009,2,40,8475165.0
2011-2012,Antti Miettinen,WPG,F,273.0,337.0,93.0,194.0,297.0,279.0,216.0,258.0,303.0,237.0,209.0,218.0,,240.0,Fourth Line,45,526.81666666667,5,8,13,5.9,46.43,43.26,31,1980-07-03,FIN,FIN,72,190,2000,7,224,8468704.0
2011-2012,Anze Kopitar,LAK,F,51.0,74.0,109.0,81.0,38.0,62.0,132.0,104.0,32.0,229.0,48.0,311.0,49.0,19.0,First Line,82,1749.7833333333,25,51,76,25.4,53.54,56.81,24,1987-08-24,SVN,SVN,75,225,2005,1,11,8471685.0
2011-2012,Arron Asham,PIT,F,216.0,181.0,,,288.0,153.0,299.0,249.0,53.0,64.0,350.0,57.0,,359.0,Fourth Line,64,591.08333333333,5,11,16,3.91,46.00,48.46,33,1978-04-13,CAN,CAN,71,210,1996,3,71,8465025.0
2011-2012,Artem Anisimov,NYR,F,122.0,113.0,146.0,26.0,49.0,230.0,212.0,158.0,151.0,140.0,173.0,280.0,134.0,181.0,Third Line,79,1216.7166666667,16,20,36,16.64,57.81,54.48,23,1988-05-24,RUS,RUS,76,199,2006,2,54,8473573.0
2011-2012,B.J. Crombeen,STL,F,348.0,156.0,,,369.0,31.0,104.0,378.0,373.0,221.0,415.0,188.0,,385.0,Fringe,40,332.11666666667,1,2,3,3.63,40.00,54.1,26,1985-07-10,USA,USA,74,209,2003,2,54,8470647.0
2011-2012,Ben Eager,EDM,F,213.0,330.0,,,368.0,293.0,167.0,108.0,188.0,105.0,426.0,118.0,,350.0,Fringe,63,538.1,8,5,13,6.17,50.00,43.47,27,1984-01-22,CAN,CAN,74,226,2002,1,23,8470280.0
2011-2012,Benn Ferriero,SJS,F,129.0,132.0,,,95.0,115.0,64.0,58.0,381.0,175.0,230.0,172.0,,265.0,Fourth Line,35,421.73333333333,7,1,8,6.03,50.00,53.7,24,1987-04-29,USA,USA,71,195,2006,7,196,8473600.0
2011-2012,Benoit Pouliot,BOS,F,81.0,88.0,224.0,,104.0,107.0,155.0,44.0,108.0,114.0,347.0,147.0,,229.0,Fourth Line,74,903.56666666667,16,16,32,11.19,62.50,54.19,24,1986-09-29,CAN,CAN,75,200,2005,1,4,8471678.0
2011-2012,Blair Jones,CGY,F,354.0,102.0,,,335.0,100.0,213.0,369.0,371.0,319.0,89.0,160.0,176.0,310.0,Fourth Line,43,488.41666666667,3,5,8,5.28,43.75,47.86,24,1986-09-27,CAN,CAN,74,216,2005,4,102,8471767.0
2011-2012,Blair Jones,TBL,F,354.0,102.0,,,335.0,100.0,213.0,369.0,371.0,319.0,89.0,160.0,176.0,310.0,Fourth Line,43,488.41666666667,3,5,8,5.28,43.75,47.86,24,1986-09-27,CAN,CAN,74,216,2005,4,102,8471767.0
2011-2012,Blake Comeau,NYI,F,256.0,367.0,,48.0,302.0,317.0,139.0,240.0,269.0,302.0,237.0,138.0,,214.0,Third Line,74,1143.3333333333,5,10,15,10.09,40.00,44.75,25,1986-02-18,CAN,CAN,73,200,2004,2,47,8471260.0
2011-2012,Blake Comeau,CGY,F,256.0,367.0,,48.0,302.0,317.0,139.0,240.0,269.0,302.0,237.0,138.0,,214.0,Third Line,74,1143.3333333333,5,10,15,10.09,40.00,44.75,25,1986-02-18,CAN,CAN,73,200,2004,2,47,8471260.0
2011-2012,Blake Geoffrion,NSH,F,397.0,150.0,,2.0,379.0,145.0,387.0,385.0,352.0,403.0,366.0,156.0,122.0,398.0,Fourth Line,35,386.41666666667,2,3,5,2.23,50.00,44.95,23,1988-02-03,USA,USA,73,190,2006,2,56,8473608.0
2011-2012,Blake Geoffrion,MTL,F,397.0,150.0,,2.0,379.0,145.0,387.0,385.0,352.0,403.0,366.0,156.0,122.0,398.0,Fourth Line,35,386.41666666667,2,3,5,2.23,50.00,44.95,23,1988-02-03,USA,USA,73,190,2006,2,56,8473608.0
2011-2012,Blake Wheeler,WPG,F,37.0,266.0,133.0,,10.0,357.0,84.0,128.0,33.0,136.0,289.0,252.0,,91.0,First Line,80,1526.0333333333,17,47,64,23.43,51.64,54.29,25,1986-08-31,USA,USA,77,220,2004,1,5,8471218.0
2011-2012,Bobby Butler,OTT,F,152.0,399.0,248.0,,54.0,410.0,107.0,163.0,317.0,61.0,213.0,295.0,,242.0,Fourth Line,56,642.75,6,10,16,7.2,58.49,48.19,24,1987-04-26,USA,USA,72,189,-,-,-,8475637.0
2011-2012,Bobby Ryan,ANA,F,34.0,369.0,86.0,,141.0,333.0,75.0,6.0,82.0,179.0,66.0,200.0,,49.0,First Line,82,1504.8,31,26,57,22.71,53.54,50.14,24,1987-03-17,USA,USA,74,208,2005,1,2,8471676.0
2011-2012,Boyd Gordon,PHX,F,292.0,71.0,,167.0,269.0,200.0,252.0,331.0,273.0,406.0,310.0,318.0,12.0,260.0,Second Line,75,1194.4833333333,8,15,23,10.23,55.00,49.98,27,1983-10-19,CAN,CAN,72,200,2002,1,17,8470159.0
2011-2012,Brad Boyes,BUF,F,207.0,307.0,90.0,,137.0,263.0,251.0,271.0,171.0,214.0,163.0,331.0,127.0,197.0,Fourth Line,65,855.85,8,15,23,9.68,52.63,49.06,29,1982-04-17,CAN,CAN,72,199,2000,1,24,8468504.0
2011-2012,Brad Marchand,BOS,F,72.0,255.0,214.0,51.0,8.0,98.0,174.0,52.0,189.0,289.0,245.0,245.0,,110.0,Second Line,76,1339.3166666667,28,27,55,17.51,62.92,60.67,23,1988-05-11,CAN,CAN,69,176,2006,3,71,8473419.0
2011-2012,Brad Mills,NJD,F,431.0,162.0,,183.0,431.0,104.0,283.0,429.0,431.0,14.0,368.0,43.0,9.0,426.0,Fringe,27,193.78333333333,0,1,1,1.42,14.29,37.57,28,1983-05-03,CAN,CAN,72,195,-,-,-,8473927.0
2011-2012,Brad Richards,NYR,F,98.0,377.0,37.0,,121.0,384.0,179.0,116.0,66.0,94.0,190.0,395.0,60.0,18.0,First Line,82,1661.75,25,41,66,22.16,49.49,50.84,31,1980-05-02,CAN,CAN,72,199,1998,3,64,8467389.0
2011-2012,Brad Richardson,LAK,F,220.0,142.0,,6.0,132.0,58.0,97.0,286.0,325.0,125.0,39.0,177.0,,323.0,Fourth Line,59,758.78333333333,5,3,8,10.55,41.03,55.75,26,1985-02-04,CAN,CAN,72,190,2003,5,163,8470755.0
2011-2012,Brad Staubitz,MIN,F,430.0,157.0,,,430.0,178.0,423.0,414.0,414.0,299.0,408.0,13.0,,423.0,Fringe,62,404.33333333333,1,0,1,3.29,28.57,36.48,27,1984-07-28,CAN,CAN,73,207,-,-,-,8471521.0
2011-2012,Brad Staubitz,MTL,F,430.0,157.0,,,430.0,178.0,423.0,414.0,414.0,299.0,408.0,13.0,,423.0,Fringe,62,404.33333333333,1,0,1,3.29,28.57,36.48,27,1984-07-28,CAN,CAN,73,207,-,-,-,8471521.0
2011-2012,Brad Winchester,SJS,F,289.0,137.0,,,332.0,85.0,177.0,206.0,358.0,101.0,402.0,56.0,,376.0,Fringe,67,523.1,6,4,10,5.67,42.31,52.42,30,1981-03-01,USA,USA,77,230,2000,2,35,8468515.0
2011-2012,Brandon Dubinsky,NYR,F,102.0,245.0,200.0,106.0,23.0,309.0,154.0,188.0,154.0,382.0,231.0,91.0,61.0,153.0,Second Line,77,1253.0166666667,10,24,34,16.78,55.74,55.56,25,1986-04-29,USA,USA,74,208,2004,2,60,8471273.0
2011-2012,Brandon McMillan,ANA,F,399.0,427.0,,176.0,414.0,430.0,301.0,410.0,339.0,301.0,422.0,212.0,,344.0,Fourth Line,25,280.4,0,4,4,2.65,29.17,36.3,21,1990-03-22,CAN,CAN,71,190,2008,3,85,8474646.0
2011-2012,Brandon Prust,NYR,F,344.0,304.0,,102.0,177.0,289.0,415.0,360.0,278.0,404.0,151.0,73.0,,343.0,Fourth Line,82,979.36666666667,5,12,17,9.99,49.06,46.18,27,1984-03-16,CAN,CAN,72,195,2004,3,70,8471283.0
2011-2012,Brandon Sutter,CAR,F,194.0,191.0,,133.0,251.0,405.0,173.0,217.0,137.0,414.0,58.0,336.0,101.0,166.0,Second Line,82,1426.6333333333,17,15,32,16.21,46.77,45.96,22,1989-02-14,USA,CAN,75,190,2007,1,11,8474091.0
2011-2012,Brandon Yip,COL,F,286.0,302.0,,,361.0,316.0,215.0,257.0,246.0,210.0,392.0,145.0,,295.0,Fourth Line,35,373.73333333333,3,4,7,3.46,55.00,47.29,26,1985-04-25,CAN,CAN,73,198,2004,8,239,8471450.0
2011-2012,Brandon Yip,NSH,F,286.0,302.0,,,361.0,316.0,215.0,257.0,246.0,210.0,392.0,145.0,,295.0,Fourth Line,35,373.73333333333,3,4,7,3.46,55.00,47.29,26,1985-04-25,CAN,CAN,73,198,2004,8,239,8471450.0
2011-2012,Brayden Schenn,PHI,F,157.0,379.0,79.0,,51.0,378.0,207.0,119.0,300.0,51.0,81.0,51.0,155.0,218.0,Third Line,54,762.71666666667,12,6,18,10.06,43.75,51.3,20,1991-08-22,CAN,CAN,73,199,2009,1,5,8475170.0
2011-2012,Brendan Morrison,CGY,F,341.0,152.0,226.0,,267.0,203.0,384.0,315.0,289.0,292.0,108.0,404.0,112.0,256.0,Fourth Line,39,520.76666666667,4,7,11,4.71,41.38,48.13,36,1975-08-15,CAN,CAN,71,176,1993,2,39,8459461.0
2011-2012,Brendan Morrison,CHI,F,341.0,152.0,226.0,,267.0,203.0,384.0,315.0,289.0,292.0,108.0,404.0,112.0,256.0,Fourth Line,39,520.76666666667,4,7,11,4.71,41.38,48.13,36,1975-08-15,CAN,CAN,71,176,1993,2,39,8459461.0
2011-2012,Brenden Morrow,DAL,F,306.0,392.0,97.0,,266.0,297.0,332.0,234.0,328.0,290.0,360.0,93.0,,148.0,Second Line,57,971.2,11,15,26,11.24,52.73,44.91,32,1979-01-16,CAN,CAN,71,212,1997,1,25,8466160.0
2011-2012,Brett Connolly,TBL,F,345.0,390.0,246.0,,277.0,361.0,214.0,409.0,349.0,241.0,322.0,231.0,,335.0,Fourth Line,68,780.05,4,11,15,8.4,46.81,45.88,19,1992-05-02,CAN,CAN,75,198,2010,1,6,8475792.0
2011-2012,Brian Boyle,NYR,F,117.0,144.0,193.0,70.0,112.0,307.0,51.0,115.0,337.0,426.0,138.0,34.0,64.0,180.0,Third Line,82,1249.5166666667,11,15,26,17.97,52.24,53.03,26,1984-12-18,USA,USA,78,245,2003,1,26,8470619.0
2011-2012,Brian Gionta,MTL,F,57.0,301.0,166.0,113.0,102.0,272.0,45.0,97.0,87.0,370.0,129.0,273.0,,98.0,First Line,31,602.48333333333,8,7,15,8.42,50.00,50.28,32,1979-01-18,USA,USA,67,178,1998,3,82,8467407.0
2011-2012,Brian McGrattan,NSH,F,405.0,35.0,,,363.0,12.0,374.0,428.0,306.0,30.0,430.0,48.0,,428.0,Fringe,30,159.6,0,2,2,0.56,42.86,51.14,29,1981-09-02,CAN,CAN,76,235,1999,4,104,8467977.0
2011-2012,Brian Rolston,BOS,F,271.0,125.0,176.0,,344.0,28.0,81.0,318.0,264.0,186.0,328.0,214.0,,188.0,Third Line,70,999.63333333333,7,17,24,11.14,48.28,48.57,38,1973-02-21,USA,USA,74,215,1991,1,11,8458525.0
2011-2012,Brian Rolston,NYI,F,271.0,125.0,176.0,,344.0,28.0,81.0,318.0,264.0,186.0,328.0,214.0,,188.0,Third Line,70,999.63333333333,7,17,24,11.14,48.28,48.57,38,1973-02-21,USA,USA,74,215,1991,1,11,8458525.0
2011-2012,Brooks Laich,WSH,F,177.0,163.0,108.0,110.0,202.0,243.0,151.0,306.0,88.0,307.0,158.0,199.0,123.0,103.0,First Line,82,1516.5166666667,16,25,41,20.6,46.58,49.36,28,1983-06-23,CAN,CAN,74,200,2001,6,193,8469639.0
2011-2012,Bryan Bickell,CHI,F,288.0,280.0,,,325.0,254.0,289.0,242.0,222.0,390.0,188.0,95.0,,275.0,Fourth Line,71,861.73333333333,9,15,24,6.62,45.45,44.79,25,1986-03-09,CAN,CAN,76,223,2004,2,41,8471254.0
2011-2012,Bryan Little,WPG,F,143.0,257.0,156.0,187.0,46.0,337.0,285.0,114.0,196.0,235.0,140.0,371.0,121.0,132.0,First Line,74,1496.1,24,22,46,20.45,47.06,52.43,23,1987-11-12,CAN,CAN,72,191,2006,1,12,8473412.0
2011-2012,Cal Clutterbuck,MIN,F,248.0,225.0,218.0,55.0,355.0,211.0,80.0,194.0,307.0,387.0,280.0,11.0,,184.0,Second Line,74,1210.3833333333,15,12,27,16.22,43.40,49.18,23,1987-11-18,CAN,CAN,72,212,2006,3,72,8473504.0
2011-2012,Cal O'Reilly,NSH,F,407.0,230.0,242.0,,304.0,330.0,430.0,400.0,296.0,111.0,146.0,430.0,169.0,354.0,Fourth Line,33,421.11666666667,2,5,7,2.28,32.00,40.28,24,1986-09-30,CAN,CAN,72,188,2005,5,150,8471811.0
2011-2012,Cal O'Reilly,PIT,F,407.0,230.0,242.0,,304.0,330.0,430.0,400.0,296.0,111.0,146.0,430.0,169.0,354.0,Fourth Line,33,421.11666666667,2,5,7,2.28,32.00,40.28,24,1986-09-30,CAN,CAN,72,188,2005,5,150,8471811.0
2011-2012,Cal O'Reilly,PHX,F,407.0,230.0,242.0,,304.0,330.0,430.0,400.0,296.0,111.0,146.0,430.0,169.0,354.0,Fourth Line,33,421.11666666667,2,5,7,2.28,32.00,40.28,24,1986-09-30,CAN,CAN,72,188,2005,5,150,8471811.0
2011-2012,Cam Atkinson,CBJ,F,14.0,67.0,205.0,,83.0,277.0,19.0,36.0,46.0,407.0,372.0,277.0,,120.0,Third Line,27,415.46666666667,7,7,14,7.77,52.63,55.18,22,1989-06-05,USA,USA,68,176,2008,6,157,8474715.0
2011-2012,Cam Janssen,NJD,F,429.0,183.0,,,427.0,55.0,419.0,430.0,401.0,7.0,427.0,6.0,,431.0,Fringe,48,224.73333333333,0,1,1,0.85,16.67,38.3,27,1984-04-15,USA,USA,72,215,2002,4,117,8470123.0
2011-2012,Carl Hagelin,NYR,F,65.0,143.0,,,62.0,131.0,124.0,90.0,74.0,166.0,193.0,222.0,,149.0,Third Line,64,962.96666666667,14,24,38,13.54,61.84,56.22,23,1988-08-23,SWE,SWE,72,183,2007,6,168,8474176.0
2011-2012,Chad LaRose,CAR,F,92.0,424.0,76.0,,84.0,423.0,29.0,107.0,280.0,300.0,344.0,121.0,,147.0,Second Line,67,1123.25,19,13,32,23.92,41.56,49.76,29,1982-03-27,USA,USA,70,181,-,-,-,8469812.0
