Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID
2021-2022,Adam Brooks,MTL,F,440.0,193.0,,,416.0,174.0,453.0,352.0,446.0,205.0,281.0,330.0,,451.0,Fringe,25,223.7,2,1,3,1.68,62.50,43.55,25,1996-05-06,CAN,CAN,72,179,2016,4,92,8478996.0
2021-2022,Adam Brooks,VGK,F,440.0,193.0,,,416.0,174.0,453.0,352.0,446.0,205.0,281.0,330.0,,451.0,Fringe,25,223.7,2,1,3,1.68,62.50,43.55,25,1996-05-06,CAN,CAN,72,179,2016,4,92,8478996.0
2021-2022,Adam Brooks,WPG,F,440.0,193.0,,,416.0,174.0,453.0,352.0,446.0,205.0,281.0,330.0,,451.0,Fringe,25,223.7,2,1,3,1.68,62.50,43.55,25,1996-05-06,CAN,CAN,72,179,2016,4,92,8478996.0
2021-2022,Adam Erne,DET,F,390.0,275.0,289.0,,402.0,342.0,287.0,367.0,383.0,363.0,358.0,75.0,,322.0,Fourth Line,79,1057.3666666667,6,13,19,9.97,38.57,45.47,26,1995-04-20,USA,USA,73,212,2013,2,33,8477454.0
2021-2022,Adam Gaudette,CHI,F,303.0,322.0,198.0,,374.0,414.0,125.0,363.0,304.0,83.0,255.0,204.0,,318.0,Fourth Line,58,656.53333333333,5,9,14,8.5,41.03,41.94,24,1996-10-03,USA,USA,73,194,2015,5,149,8478874.0
2021-2022,Adam Gaudette,OTT,F,303.0,322.0,198.0,,374.0,414.0,125.0,363.0,304.0,83.0,255.0,204.0,,318.0,Fourth Line,58,656.53333333333,5,9,14,8.5,41.03,41.94,24,1996-10-03,USA,USA,73,194,2015,5,149,8478874.0
2021-2022,Adam Henrique,ANA,F,101.0,224.0,125.0,,121.0,343.0,158.0,93.0,107.0,289.0,268.0,372.0,51.0,113.0,Second Line,58,1010.3333333333,19,23,42,18.46,49.44,53.2,31,1990-02-06,CAN,CAN,72,195,2008,3,82,8474641.0
2021-2022,Adam Lowry,WPG,F,350.0,165.0,232.0,143.0,343.0,240.0,319.0,270.0,396.0,388.0,150.0,38.0,30.0,286.0,Third Line,79,1222.95,13,8,21,17.13,38.00,50.76,28,1993-03-29,USA,USA,78,208,2011,3,67,8476392.0
2021-2022,Adam Ruzicka,CGY,F,79.0,103.0,,,172.0,11.0,192.0,53.0,43.0,86.0,360.0,208.0,164.0,323.0,Fourth Line,28,286.26666666667,5,5,10,3.22,77.78,49.82,22,1999-05-11,SVK,SVK,76,215,2017,4,109,8480008.0
2021-2022,Adrian Kempe,LAK,F,176.0,398.0,50.0,177.0,135.0,315.0,83.0,125.0,347.0,283.0,248.0,219.0,,99.0,First Line,78,1449.5333333333,35,19,54,28.1,45.35,51.45,24,1996-09-13,SWE,SWE,74,200,2014,1,29,8477960.0
2021-2022,Aleksander Barkov,FLA,F,14.0,50.0,49.0,108.0,9.0,95.0,57.0,35.0,30.0,189.0,156.0,373.0,20.0,7.0,First Line,67,1360.3166666667,39,49,88,24.54,61.36,56.89,25,1995-09-02,FIN,FIN,75,215,2013,1,2,8477493.0
2021-2022,Alex Chiasson,VAN,F,372.0,278.0,52.0,,392.0,223.0,315.0,292.0,367.0,238.0,328.0,182.0,,298.0,Fourth Line,67,778.88333333333,13,9,22,11.91,55.10,46.07,30,1990-10-01,CAN,CAN,76,208,2009,2,38,8475163.0
2021-2022,Alex DeBrincat,CHI,F,145.0,321.0,100.0,,278.0,359.0,79.0,96.0,183.0,69.0,24.0,262.0,,25.0,First Line,82,1710.2166666667,41,37,78,31.03,49.17,49.29,23,1997-12-18,USA,USA,68,178,2016,2,39,8479337.0
2021-2022,Alex Formenton,OTT,F,240.0,370.0,290.0,102.0,305.0,402.0,164.0,140.0,319.0,196.0,275.0,171.0,,241.0,Third Line,79,1220.6833333333,18,14,32,19.18,39.29,46.68,21,1999-09-13,CAN,CAN,75,195,2017,2,47,8480029.0
2021-2022,Alex Galchenyuk,ARI,F,230.0,453.0,269.0,,260.0,452.0,230.0,334.0,121.0,255.0,443.0,183.0,72.0,290.0,Fourth Line,60,789.21666666667,6,15,21,9.55,43.48,37.79,27,1994-02-12,USA,USA,73,194,2012,1,3,8476851.0
2021-2022,Alex Iafallo,LAK,F,208.0,114.0,123.0,169.0,140.0,131.0,141.0,264.0,287.0,315.0,126.0,384.0,,148.0,First Line,79,1461.6666666667,17,20,37,22.66,51.32,53.06,27,1993-12-21,USA,USA,72,200,-,-,-,8480113.0
2021-2022,Alex Killorn,TBL,F,193.0,359.0,143.0,38.0,160.0,248.0,275.0,162.0,199.0,228.0,340.0,255.0,,140.0,First Line,82,1532.2,25,34,59,21.94,53.93,48.61,31,1989-09-14,CAN,CAN,73,194,2007,3,77,8473986.0
2021-2022,Alex Newhook,COL,F,202.0,79.0,226.0,,223.0,157.0,240.0,230.0,160.0,349.0,65.0,347.0,190.0,227.0,Third Line,71,963.06666666667,13,20,33,10.04,60.71,49.32,20,2001-01-28,CAN,CAN,70,190,2019,1,16,8481618.0
2021-2022,Alex Ovechkin,WSH,F,44.0,408.0,58.0,,236.0,356.0,20.0,8.0,139.0,2.0,102.0,116.0,,6.0,First Line,77,1584.0333333333,50,40,90,35.59,55.08,48.34,35,1985-09-17,RUS,RUS,75,238,2004,1,1,8471214.0
2021-2022,Alex Tuch,BUF,F,75.0,29.0,194.0,46.0,111.0,205.0,29.0,161.0,79.0,75.0,77.0,316.0,,79.0,First Line,50,917.35,12,26,38,15.36,50.62,52.18,25,1996-05-10,USA,USA,76,219,2014,1,18,8477949.0
2021-2022,Alexander Barabanov,SJS,F,313.0,415.0,212.0,,157.0,432.0,421.0,426.0,151.0,303.0,114.0,351.0,,253.0,Second Line,70,1202.65,10,29,39,10.76,53.49,45.39,27,1994-06-17,RUS,RUS,70,195,-,-,-,8482222.0
2021-2022,Alexander Kerfoot,TOR,F,225.0,157.0,,28.0,169.0,191.0,349.0,302.0,98.0,176.0,80.0,289.0,,210.0,Third Line,82,1247.6,13,38,51,12.5,55.75,51.05,27,1994-08-11,CAN,CAN,71,186,2012,5,150,8477021.0
2021-2022,Alexander Radulov,DAL,F,298.0,73.0,105.0,,122.0,217.0,358.0,421.0,213.0,138.0,363.0,315.0,,265.0,Third Line,71,1000.2,4,18,22,13.53,43.10,51.52,35,1986-07-05,RUS,RUS,73,200,2004,1,15,8471228.0
2021-2022,Alexander Wennberg,SEA,F,393.0,60.0,260.0,119.0,288.0,78.0,449.0,373.0,302.0,232.0,221.0,387.0,161.0,242.0,Second Line,80,1427.5166666667,11,26,37,9.07,43.48,47.43,26,1994-09-22,SWE,SWE,74,190,2013,1,14,8477505.0
2021-2022,Alexandre Texier,CBJ,F,245.0,332.0,,73.0,348.0,390.0,273.0,215.0,174.0,426.0,202.0,354.0,,237.0,Third Line,36,525.86666666667,11,9,20,7.65,43.48,44.28,21,1999-09-13,FRA,FRA,73,186,2017,2,45,8480074.0
2021-2022,Alexey Toropchenko,STL,F,362.0,107.0,,,355.0,336.0,71.0,349.0,451.0,390.0,79.0,35.0,,385.0,Fourth Line,28,300.21666666667,2,0,2,4.39,27.27,48.22,22,1999-06-25,RUS,RUS,78,222,2017,4,113,8480281.0
2021-2022,Alexis Lafrenière,NYR,F,293.0,260.0,288.0,,280.0,305.0,361.0,70.0,416.0,151.0,315.0,192.0,,289.0,Third Line,79,1105.7333333333,19,12,31,11.55,50.65,48.6,19,2001-10-11,CAN,CAN,73,195,2020,1,1,8482109.0
2021-2022,Aliaksei Protas,WSH,F,233.0,167.0,292.0,,187.0,43.0,378.0,327.0,89.0,20.0,108.0,325.0,125.0,399.0,Fourth Line,33,390.5,3,6,9,4.25,57.14,53.52,20,2001-01-06,BLR,BLR,78,225,2019,3,91,8481656.0
2021-2022,Anders Bjork,BUF,F,435.0,214.0,,,428.0,187.0,435.0,377.0,413.0,298.0,222.0,370.0,,429.0,Fourth Line,58,698.91666666667,5,3,8,4.53,34.04,39.21,25,1996-08-05,USA,USA,72,190,2014,5,146,8478075.0
2021-2022,Anders Lee,NYI,F,98.0,393.0,84.0,,84.0,406.0,107.0,32.0,298.0,36.0,245.0,200.0,,103.0,Second Line,76,1264.0166666667,28,18,46,24.17,49.52,47.55,31,1990-07-03,USA,USA,75,235,2009,6,152,8475314.0
2021-2022,Andre Burakovsky,COL,F,46.0,263.0,133.0,,23.0,222.0,256.0,69.0,27.0,154.0,159.0,376.0,,116.0,Second Line,80,1301.25,22,39,61,12.93,54.26,51.99,26,1995-02-09,AUT,SWE,75,209,2013,1,23,8477444.0
2021-2022,Andreas Athanasiou,LAK,F,129.0,330.0,250.0,,178.0,381.0,72.0,58.0,263.0,197.0,4.0,418.0,,151.0,Third Line,28,426.55,11,6,17,9.53,60.71,51.43,27,1994-08-06,CAN,CAN,74,190,2012,4,110,8476960.0
2021-2022,Andreas Johnsson,NJD,F,153.0,312.0,285.0,,64.0,327.0,278.0,309.0,72.0,104.0,87.0,281.0,,277.0,Third Line,71,1019.7166666667,13,22,35,12.23,53.06,50.74,26,1994-11-21,SWE,SWE,70,195,2013,7,202,8477341.0
2021-2022,Andrei Svechnikov,CAR,F,31.0,390.0,24.0,,19.0,197.0,43.0,112.0,41.0,134.0,396.0,84.0,,53.0,Second Line,78,1346.2666666667,30,39,69,30.96,59.14,54.34,21,2000-03-26,RUS,RUS,74,195,2018,1,2,8480830.0
2021-2022,Andrew Cogliano,COL,F,424.0,209.0,,116.0,395.0,196.0,343.0,447.0,370.0,377.0,356.0,137.0,,405.0,Fourth Line,74,937.56666666667,4,12,16,6.91,32.84,43.47,34,1987-06-14,CAN,CAN,70,179,2005,1,25,8471699.0
2021-2022,Andrew Cogliano,SJS,F,424.0,209.0,,116.0,395.0,196.0,343.0,447.0,370.0,377.0,356.0,137.0,,405.0,Fourth Line,74,937.56666666667,4,12,16,6.91,32.84,43.47,34,1987-06-14,CAN,CAN,70,179,2005,1,25,8471699.0
2021-2022,Andrew Copp,NYR,F,177.0,314.0,53.0,98.0,109.0,275.0,201.0,200.0,218.0,253.0,257.0,305.0,62.0,97.0,First Line,72,1380.6833333333,21,32,53,23.72,54.76,52.27,27,1994-07-08,USA,USA,73,199,2013,4,104,8477429.0
2021-2022,Andrew Copp,WPG,F,177.0,314.0,53.0,98.0,109.0,275.0,201.0,200.0,218.0,253.0,257.0,305.0,62.0,97.0,First Line,72,1380.6833333333,21,32,53,23.72,54.76,52.27,27,1994-07-08,USA,USA,73,199,2013,4,104,8477429.0
2021-2022,Andrew Ladd,ARI,F,442.0,283.0,259.0,120.0,397.0,371.0,433.0,404.0,448.0,368.0,457.0,151.0,,355.0,Third Line,51,720.13333333333,7,5,12,8.2,32.65,43.57,35,1985-12-12,CAN,CAN,75,205,2004,1,4,8471217.0
2021-2022,Andrew Mangiapane,CGY,F,45.0,38.0,106.0,3.0,31.0,31.0,155.0,9.0,164.0,243.0,112.0,268.0,,136.0,Second Line,82,1289.6166666667,35,20,55,23.59,59.76,58.12,25,1996-04-04,CAN,CAN,70,184,2015,6,166,8478233.0
